utcTimeMillis,x,y,z,v_x,v_y,v_z
1626727775438.0,-2704248.034570933,-4288805.628836025,3856644.381134023,-2.8986589724180303,1.0278383144824403,-1.9295055514742603
1626727776438.0,-2704255.882761458,-4288807.396428418,3856645.643163276,-2.609429826800322,-0.16497206242067738,-2.5958143824767506
1626727777438.0,-2704254.0990821775,-4288807.09630429,3856641.044183197,-1.5824854875123056,-0.6098369148500904,-1.617336671408403
1626727778438.0,-2704252.7589709703,-4288803.846101916,3856638.19769846,-1.2557108608908287,-0.3855186652068306,-1.6912239437101282
1626727779438.0,-2704259.458342364,-4288804.783181774,3856638.659456709,-1.8420425369126854,-0.5396226183780257,-1.9723153910249678
1626727780438.0,-2704254.5691689486,-4288805.656502554,3856634.2817665422,-2.6508829119160713,-0.8328798351437868,-2.840316742818203
1626727781438.0,-2704258.619673537,-4288808.2376161935,3856631.786236804,-3.019647018419397,-0.8575883622099068,-3.275373127383943
1626727782438.0,-2704262.393078988,-4288810.086191836,3856630.3461483736,-3.002646664908797,-0.6039907706862354,-2.829242001459615
1626727783438.0,-2704268.799291948,-4288815.569074344,3856628.9960132325,-2.460211196958189,-0.10377093137090368,-2.135623127768434
1626727784438.0,-2704269.3480406413,-4288810.9127368005,3856627.8460607408,-1.5436459049199103,0.21881376617351117,-1.2476385091293063
1626727785438.0,-2704270.6416044263,-4288810.681449718,3856627.411047335,-1.9700085129415794,0.7293931503087279,-0.6608101392294987
1626727786438.0,-2704273.1070394856,-4288810.1271545915,3856625.586637305,-2.2206468944777322,1.8855898092289771,-0.23288543697047345
1626727787438.0,-2704271.7054127925,-4288803.449093027,3856622.348026608,-3.0635487450719836,3.1367780253640682,0.9379882414797209
1626727788438.0,-2704275.0058612674,-4288798.583507392,3856624.209160517,-3.7350720168275457,4.750951317055344,2.0901588369448745
1626727789438.0,-2704279.6657922533,-4288793.859252384,3856629.0833288943,-4.699410412290281,6.110853215968889,3.038635605879234
1626727790438.0,-2704284.016424399,-4288786.949450596,3856632.653367593,-5.043158483628682,7.017935546512026,3.7560026257434744
1626727791438.0,-2704287.853204762,-4288778.866885955,3856631.9911179203,-5.4797378726755595,7.72384096036262,4.119186227547128
1626727792438.0,-2704291.156033645,-4288766.918740511,3856635.8846096518,-5.645593205160726,7.93272913166814,4.298685769174747
1626727793438.0,-2704295.429507797,-4288757.190423466,3856637.4975397,-5.719705475434603,8.18143613656464,4.457201880760354
1626727794438.0,-2704305.502699632,-4288755.413365101,3856646.669014604,-5.316082424277446,8.350504154725252,4.907257310626915
1626727795438.0,-2704311.8039263748,-4288749.024335778,3856652.895607071,-5.616654624369968,8.123653874767012,4.141005492481221
1626727796438.0,-2704319.245483136,-4288738.414191277,3856656.294440627,-5.090145596743131,7.572291707832032,4.02551633071457
1626727797438.0,-2704322.2622801936,-4288733.085813231,3856660.774108728,-4.527049350343114,6.395361578121876,3.897762209193215
1626727798438.0,-2704324.611974811,-4288724.630660575,3856663.1035319436,-3.7070075429619433,5.257415602120946,2.8261516172462056
1626727799438.0,-2704331.592581765,-4288727.050360336,3856670.3326744954,-2.6442216156664626,3.272087822026467,1.7133303623691412
1626727800438.0,-2704333.000623061,-4288720.927410371,3856671.428562557,-1.5466390434652422,2.0252522408768203,1.00214476768923
1626727801438.0,-2704334.1017078958,-4288720.531542214,3856669.3179414524,-0.7357171107148623,0.9991072421307612,0.3853424950088961
1626727802438.0,-2704333.661655311,-4288718.865320825,3856670.2841812684,-0.08177006589220016,0.03290094477960837,0.08928511667863051
1626727803438.0,-2704332.485901737,-4288718.470829559,3856666.747311962,0.05446241062968912,0.027894186313025024,-0.018069778557939804
1626727804438.0,-2704333.083239033,-4288718.891360066,3856668.7754768254,0.08091373434896573,0.03966996314137054,-0.0535620026919034
1626727805438.0,-2704331.8426722335,-4288716.638112744,3856667.8036838262,0.058381416847011834,0.032327781655634026,-0.02761415146037271
1626727806438.0,-2704330.029617501,-4288713.391305044,3856665.566719591,0.045710590656860374,0.030797694741549128,-0.023991009763151983
1626727807438.0,-2704333.1153088706,-4288717.906026634,3856669.0242136717,-0.11776400342338365,-0.05512845886695629,0.04588232842073534
1626727808438.0,-2704334.4468836286,-4288721.539580761,3856669.2663126444,-0.0637718787223373,-0.011176351408777499,0.018578867480796523
1626727809438.0,-2704336.1543621896,-4288722.792684274,3856671.664354784,0.012479227026495364,0.006227845811174235,-0.0023365044779091403
1626727810438.0,-2704333.897163242,-4288718.903782934,3856670.53532431,-0.01446986249328683,-0.01034000095452135,0.006838049017342327
1626727811438.0,-2704337.24014685,-4288725.996597123,3856672.717574247,0.008749538330140907,-0.008707216530545483,-0.01152216993731938
1626727812438.0,-2704333.129557467,-4288717.778581293,3856668.5104768183,-0.002631268559542949,0.0017277138529506824,0.0041378001755229795
1626727813438.0,-2704334.4819509126,-4288720.510446442,3856671.173481686,-0.039371961296536674,-0.022293836892132986,0.001633305026616818
1626727814438.0,-2704334.2718345826,-4288718.61853474,3856670.254966484,-0.4734335863863431,0.6868811220091195,0.30055958692407
1626727815438.0,-2704336.194222421,-4288718.113241024,3856671.339007583,-2.4481356093566577,2.5545357261431176,1.2710720538414055
1626727816438.0,-2704335.605236751,-4288710.0870306995,3856669.4119866136,-4.189082616164548,3.758759457731298,1.149604087824824
1626727817438.0,-2704343.1869331896,-4288709.365808309,3856671.548248455,-5.790875602177602,3.645055021100235,-0.10283865374993116
1626727818438.0,-2704349.110439289,-4288705.648805006,3856669.656090803,-7.104012628012736,2.7301575554039283,-2.1133317044833935
1626727819438.0,-2704360.1775965434,-4288706.125436979,3856668.080950147,-7.880399862751525,0.8938315701564116,-4.476224452469278
1626727820438.0,-2704366.607242223,-4288706.941998837,3856662.6759520867,-7.8490414659098935,-1.0324109491954612,-6.50105364207639
1626727821438.0,-2704374.362124246,-4288707.958358428,3856655.8365711425,-8.705713720373193,-1.999364809341492,-7.873249380418876
1626727822438.0,-2704384.7409765203,-4288711.513865846,3856647.208960347,-9.534013057666272,-2.6913832947414176,-8.949348922287903
1626727823438.0,-2704394.64659461,-4288715.124490303,3856637.3024975983,-9.917397437562398,-3.259706047854147,-9.728048170580397
1626727824438.0,-2704402.70196804,-4288717.357533194,3856626.557782829,-10.574070511674252,-3.565615933445727,-10.738643994742432
1626727825438.0,-2704416.7213479863,-4288722.923822778,3856616.173980221,-11.318837309697619,-3.779053818247257,-11.50969653482139
1626727826438.0,-2704424.2036573137,-4288723.131350619,3856601.486971986,-11.968228183663761,-3.764459348614684,-12.288961005456999
1626727827438.0,-2704437.2787391176,-4288726.446380196,3856590.50199996,-12.67017202698662,-3.892574741722589,-13.01648388019163
1626727828438.0,-2704451.934013433,-4288731.832007892,3856578.2341284617,-13.046877055703408,-4.121860180857814,-13.16281846183715
1626727829438.0,-2704468.2352576875,-4288740.0390374875,3856567.771565818,-12.74651316886101,-3.8895010413672364,-12.878413844985715
1626727830438.0,-2704475.7753602406,-4288738.907384871,3856552.2536678016,-12.390579912900149,-3.6568963505248417,-12.746348160810253
1626727831438.0,-2704491.1309773023,-4288745.184041277,3856541.629251243,-12.457896467239973,-3.916984787682488,-12.432794437007765
1626727832438.0,-2704503.3629996874,-4288748.574934028,3856529.4038178427,-12.496299088986623,-4.147689149591224,-12.253655317374013
1626727833438.0,-2704514.912312692,-4288756.202548405,3856516.572273315,-12.651288611160329,-3.8130137375451048,-12.917489165534885
1626727834438.0,-2704528.16126484,-4288757.174324701,3856504.572120942,-12.491302542878424,-4.409226270441381,-11.931196939599193
1626727835438.0,-2704540.6558420896,-4288762.082938155,3856493.3532243026,-12.148332083102655,-4.352672952250141,-11.366447890274374
1626727836438.0,-2704553.865645782,-4288768.043894225,3856483.279722646,-11.632547032646105,-3.9919875935778784,-10.942170064270767
1626727837438.0,-2704564.833199383,-4288771.692703569,3856472.960468352,-11.364594483843671,-3.6798634455194428,-10.709856427373357
1626727838438.0,-2704575.1766386107,-4288773.7042130185,3856461.660029756,-11.419540470424998,-3.5252522580928147,-10.64443648410211
1626727839438.0,-2704588.168289425,-4288779.41062284,3856451.1458143992,-11.462049566402568,-3.4198896073347926,-10.60450849533219
1626727840438.0,-2704596.9333616653,-4288778.892353746,3856437.6969593964,-11.749379426026167,-3.4840030012181913,-10.910362622736937
1626727841438.0,-2704610.7772316807,-4288785.177039662,3856428.149356303,-12.548780136394663,-3.518438730855253,-11.242347467276623
1626727842438.0,-2704626.919444134,-4288790.154535131,3856418.299395359,-13.62325708289475,-2.93908819372752,-11.193212314678282
1626727843438.0,-2704636.3614346785,-4288787.2770587895,3856402.804398938,-14.95712933892583,-2.0775943399223715,-11.125983841251129
1626727844438.0,-2704651.323802859,-4288788.367181077,3856390.743344352,-16.16774136164897,-1.3074208913891903,-11.012284899531219
1626727845438.0,-2704668.6935181078,-4288790.1825254485,3856381.192714517,-17.43109040996287,-0.5059371141194214,-10.666922035942832
1626727846438.0,-2704688.458871525,-4288790.338663842,3856371.5297661875,-18.343615530746813,0.8267765161328832,-9.968043794072699
1626727847438.0,-2704706.922586957,-4288789.872773856,3856362.7667831695,-18.856045023582215,2.009139319412052,-8.914403187440989
1626727848438.0,-2704726.8422313468,-4288788.51703976,3856353.585582466,-19.07810593586994,2.571517333916228,-8.587056976757479
1626727849438.0,-2704744.313817542,-4288786.276725906,3856344.182793529,-19.177856677500607,2.4682524091592817,-8.401208618341375
1626727850438.0,-2704764.7692449195,-4288782.547700821,3856335.8426512005,-18.904450897692904,1.8565682484331265,-8.88472463491405
1626727851438.0,-2704781.1919017765,-4288779.371989791,3856325.6311267107,-18.565584556736017,1.3111791926599603,-9.582159878319379
1626727852438.0,-2704802.262355433,-4288781.740559066,3856317.3928837404,-18.4512442539973,1.0732655118823753,-9.926003032162738
1626727853438.0,-2704819.189529443,-4288777.842826962,3856307.2210754487,-18.424993875497215,0.7525237177476425,-10.305646680507653
1626727854438.0,-2704838.202800643,-4288778.246362431,3856296.2366576353,-18.464551097695786,0.252933507722847,-10.800692336688542
1626727855438.0,-2704854.453069148,-4288777.351684263,3856284.505464187,-18.08389530683916,-0.20324662898714715,-11.382370072785376
1626727856438.0,-2704873.6846926054,-4288778.486806205,3856273.7332930136,-17.83200977403362,-0.8120701538632819,-11.543692950911172
1626727857438.0,-2704892.8283797065,-4288780.721998674,3856263.1130432715,-17.25844663583973,-1.6318344180667588,-11.688622433601912
1626727858438.0,-2704909.6694105184,-4288782.858505435,3856251.1961511504,-16.293333989472124,-2.158871592008139,-11.807017520657313
1626727859438.0,-2704925.5548266917,-4288785.5440989155,3856240.5684748874,-15.876320766586497,-2.2149398454141846,-11.85133445075231
1626727860438.0,-2704940.8627337045,-4288787.560746162,3856228.1875212295,-15.258202325832652,-2.6872508170669747,-12.09095466262036
1626727861438.0,-2704956.521411906,-4288791.845942368,3856216.473490637,-14.808281908518186,-3.1317206093625334,-12.281224467128032
1626727862438.0,-2704969.4988151016,-4288793.78644917,3856204.4669526615,-14.291966715579347,-3.375105628546342,-12.499998400119145
1626727863438.0,-2704982.1666926695,-4288795.020922041,3856191.173283357,-13.973698845716477,-3.640792319283483,-12.785201896290426
1626727864438.0,-2704997.5020889803,-4288799.838539263,3856178.4254378784,-13.77144357731408,-4.101602839505494,-13.423294279746555
1626727865438.0,-2705010.3568091313,-4288803.874296071,3856163.923069899,-13.499283174911625,-4.679005507536824,-13.853627020708952
1626727866438.0,-2705023.8938936833,-4288808.077524305,3856150.0804809267,-13.119654153992645,-5.164808262766028,-14.342472420754628
1626727867438.0,-2705037.8999763676,-4288815.0123800505,3856135.2941727326,-12.856600352477825,-5.545446635912258,-14.80700829302221
1626727868438.0,-2705050.6152324947,-4288821.4780831,3856120.873276545,-12.57891987920141,-5.91890700423427,-15.068159713553781
1626727869438.0,-2705061.2110629384,-4288824.544268005,3856103.271991807,-12.081336786654271,-5.992295714798002,-15.300398517094488
1626727870438.0,-2705075.6593241342,-4288835.261863208,3856091.2717924924,-12.44042250445269,-6.183134939148923,-15.132720683571437
1626727871438.0,-2705087.930308598,-4288839.540628637,3856074.2786895363,-12.81742513132686,-5.954412056540631,-14.995983888271104
1626727872438.0,-2705100.4378557117,-4288845.933260721,3856059.9585182527,-13.212578995741794,-5.676203222283148,-14.80332841465535
1626727873438.0,-2705111.34636592,-4288849.636350256,3856043.0132118035,-13.500181255347814,-5.057415418357418,-14.229160657334731
1626727874438.0,-2705127.0883673388,-4288855.808877948,3856031.2875452046,-13.973292955033848,-4.163809065078883,-13.424479754482872
1626727875438.0,-2705142.6546659903,-4288860.49926737,3856020.8686989252,-14.800126534174996,-2.8213330091034323,-12.191388073658647
1626727876438.0,-2705154.9026550567,-4288858.545109281,3856004.776102359,-15.301629631738212,-1.2695901972887087,-10.729579099385315
1626727877438.0,-2705174.3494168445,-4288860.349943845,3855996.2277228353,-15.476818084637129,0.18578652226004128,-9.488014640657264
1626727878438.0,-2705186.034463316,-4288859.488631371,3855987.669293733,-15.129907527448278,0.7692374135461405,-8.646478217290532
1626727879438.0,-2705200.42052462,-4288857.407300161,3855978.9348165705,-14.616690835205695,1.1207682957929874,-7.860043015341274
1626727880438.0,-2705214.5259024,-4288856.286876452,3855971.2786865965,-13.979088468514085,1.4099895858009535,-6.915910652469226
1626727881438.0,-2705227.90610008,-4288854.022405968,3855964.181342314,-12.681120773520535,1.8135685084487252,-5.891194392718223
1626727882438.0,-2705241.8833434633,-4288853.33379775,3855960.630945474,-10.819951986078804,2.248829873575259,-4.223004843369418
1626727883438.0,-2705252.0165432333,-4288850.793608958,3855956.3701335085,-8.20115684216624,2.4053777782096573,-2.421917663884915
1626727884438.0,-2705259.9057958024,-4288848.656574733,3855954.4842215357,-5.60676232044978,2.17632060851927,-1.1535031495840566
1626727885438.0,-2705263.3452987107,-4288848.744047292,3855954.516060371,-3.2965856141326917,1.5482865626308193,-0.4540979317042768
1626727886438.0,-2705265.7663315507,-4288846.657335212,3855953.1905801226,-1.6294070764866158,0.9532990483902054,-0.252827579891034
1626727887438.0,-2705267.6915710364,-4288845.872848454,3855954.894758703,-2.0907061430514897,1.0971102052211776,-0.12814333437173508
1626727888438.0,-2705268.9423848484,-4288843.460842331,3855952.8818118544,-4.0396381852227785,2.3684055487694056,-0.041148905251281266
1626727889438.0,-2705274.1375939464,-4288840.091695068,3855954.291195733,-5.723961232483826,3.747764176434367,0.5939626212915574
1626727890438.0,-2705281.4534589914,-4288832.888724677,3855956.4101590835,-6.333115016287895,4.699281379367612,1.4016970990716944
1626727891438.0,-2705287.9464792493,-4288830.836739635,3855960.056912054,-6.60331966990602,5.721021239276556,2.185709904735494
1626727892438.0,-2705294.437727843,-4288822.99443142,3855960.5522518046,-7.127672043843727,6.507309807835305,2.934035095478889
1626727893438.0,-2705300.3617096036,-4288817.14240885,3855964.889477305,-7.590652410160159,7.144763097630133,3.710821108352534
1626727894438.0,-2705309.4198834985,-4288810.435844126,3855968.8638416114,-7.760332823951853,7.652859010013675,4.019746716892894
1626727895438.0,-2705317.4230797156,-4288804.504118388,3855974.8496661945,-7.72590687111008,7.918554856965338,4.435072316607544
1626727896438.0,-2705323.217008152,-4288793.02091759,3855976.843111879,-7.30059028269851,7.878157086444585,4.224769867753618
1626727897438.0,-2705332.2476715487,-4288788.942395422,3855981.755557403,-7.017424383799473,7.340704220041502,4.267261792861418
1626727898438.0,-2705337.12080926,-4288777.970099018,3855984.8846085602,-7.027009917083468,7.305575674867931,4.323588161611833
1626727899438.0,-2705344.3808625434,-4288770.9753856165,3855991.293852643,-7.064633370003003,7.56557458283742,4.5458105739886285
1626727900438.0,-2705351.8359524063,-4288764.614187817,3855995.7460920867,-7.281638475577824,8.013309214890375,4.991352294909635
1626727901438.0,-2705359.3780218805,-4288755.6734919585,3856000.8452188713,-7.16647850357442,8.26890032623917,5.360673219577943
1626727902438.0,-2705365.680973003,-4288746.633196863,3856004.5623683003,-6.932940632286757,8.535745862696123,5.778834257646486
1626727903438.0,-2705374.260765734,-4288740.866382414,3856012.947920554,-6.625455143262717,8.821815646382733,6.323856341299255
1626727904438.0,-2705380.969542589,-4288732.041414042,3856020.3048929563,-6.426912139526591,9.034491538322271,6.802630630400439
1626727905438.0,-2705386.9348904896,-4288721.068359557,3856028.156440491,-6.164698684519307,9.262427380172005,7.269246243807072
1626727906438.0,-2705393.597448971,-4288712.638837794,3856034.544748664,-5.949215975305214,9.462712992772058,7.685470680857468
1626727907438.0,-2705397.573823235,-4288700.618842594,3856040.7167815873,-5.928165991309192,9.653898084049855,7.958010699373927
1626727908438.0,-2705403.844507327,-4288691.917542637,3856048.849749333,-6.007227582652278,9.828063345701239,8.055612830392873
1626727909438.0,-2705409.1741195116,-4288680.790173128,3856056.3743245574,-6.167117043477882,10.080969239531624,8.157589557877374
1626727910438.0,-2705418.0902966107,-4288673.643212429,3856066.3854099656,-6.323656767702227,10.52050542687802,8.263940874204584
1626727911438.0,-2705423.0247511026,-4288662.825605761,3856074.0135496818,-6.464045465937576,10.839225289856985,8.624482399217714
1626727912438.0,-2705429.249220801,-4288649.936402137,3856081.7433255017,-6.577171315200111,11.282898372715787,8.924820533806836
1626727913438.0,-2705436.552128572,-4288638.896588371,3856092.5196960364,-6.867474540372673,11.751845433967457,9.312174417024933
1626727914438.0,-2705443.925934036,-4288627.190316019,3856102.6936871856,-7.037544294577492,12.198627818028157,9.771011129197879
1626727915438.0,-2705451.2566820392,-4288616.04584122,3856111.6294550253,-7.087878365700696,12.489570409679725,10.086913964236857
1626727916438.0,-2705457.208595681,-4288600.842698909,3856120.6820974927,-6.9735039208042755,12.484717138164356,10.213834243795214
1626727917438.0,-2705464.68732509,-4288589.912657785,3856131.945357433,-6.9399395681204545,12.492287138196458,10.156417824163915
1626727918438.0,-2705472.0355620333,-4288575.936875464,3856141.9642679472,-7.389425499803888,12.40460014433742,9.89699831203399
1626727919438.0,-2705478.3363552243,-4288562.78021917,3856150.4279795624,-7.6051846386671205,12.854137469871848,10.032491360706189
1626727920438.0,-2705486.5115934317,-4288551.216820946,3856161.087763373,-7.803689820453316,13.379919566314745,10.562781037686229
1626727921438.0,-2705494.5327800154,-4288537.559000266,3856171.454288028,-7.705953589812111,13.657318436009152,11.10108169270728
1626727922438.0,-2705503.9405225744,-4288525.5019788975,3856184.528444779,-7.561641741731058,13.979953158277102,11.47223883643869
1626727923438.0,-2705509.87225061,-4288511.150829911,3856194.9562737346,-7.278502709344427,13.879335313357679,11.515758416723466
1626727924438.0,-2705516.436192472,-4288494.743738469,3856205.7427799636,-7.212299427346614,13.820586049724717,11.54714996219705
1626727925438.0,-2705523.733297179,-4288481.74107269,3856217.27820193,-7.1429289494926085,13.628965243590573,11.315738259721348
1626727926438.0,-2705529.000488063,-4288467.184835628,3856227.0460228818,-7.282768959672141,13.589792501394461,11.1982128315982
1626727927438.0,-2705537.7148176455,-4288454.047616538,3856239.242877231,-7.416896174629233,13.707877472503608,11.228857424058825
1626727928438.0,-2705546.012971293,-4288442.122204381,3856251.3442883245,-7.6247501159039395,14.029657093309929,11.398839080257364
1626727929438.0,-2705553.3220693464,-4288426.095868681,3856262.084845475,-7.831738678453212,14.351008303212096,11.685047414541929
1626727930438.0,-2705561.863252474,-4288412.405475637,3856274.9956568857,-7.972778879987562,14.505002468694288,11.84016476368343
1626727931438.0,-2705569.6528465073,-4288397.519213186,3856286.0071077803,-8.056326277401633,14.674344041214212,11.944070962059778
1626727932438.0,-2705578.1095636236,-4288383.413475473,3856298.514114706,-8.067011130563035,14.680062102501799,12.040787342100971
1626727933438.0,-2705586.688931692,-4288368.304951107,3856310.7800816232,-8.10873744672394,14.777784244538896,12.00663979435173
1626727934438.0,-2705595.390131556,-4288355.2370558325,3856324.6142381383,-8.281865593339381,14.852256001009998,12.028808332203738
1626727935438.0,-2705602.2037890446,-4288339.269807134,3856335.150150356,-8.350636524451286,14.89528623494088,12.048060744257
1626727936438.0,-2705611.615568032,-4288325.103692616,3856347.910016259,-8.441317317793168,15.010533745389337,12.049023901878044
1626727937438.0,-2705617.6991379196,-4288307.09921814,3856358.9211820187,-8.546245324154594,15.139320495466492,12.088509698616644
1626727938438.0,-2705626.655675588,-4288292.405004558,3856369.6029302664,-8.590363832059804,15.123016986597223,12.115691171663455
1626727939438.0,-2705637.819716362,-4288279.167164453,3856384.336888694,-8.509188400734857,15.109378073039357,12.12623140801864
1626727940438.0,-2705643.893684512,-4288261.719448386,3856394.1602004203,-8.495254500094171,15.103068246835116,12.124298407293775
1626727941438.0,-2705653.877844457,-4288247.394126965,3856407.9166051643,-8.481897574086393,15.14844712814003,12.231052761339583
1626727942438.0,-2705662.6192380204,-4288232.505960934,3856419.5442225207,-8.541751529281349,15.377890499514267,12.37376822624727
1626727943438.0,-2705669.9417050304,-4288218.021363533,3856431.7461146493,-8.653244633421211,15.561899210848535,12.47415182917041
1626727944438.0,-2705678.928418284,-4288201.374593878,3856445.2528758105,-8.77872940828022,15.65060157943333,12.65343158904892
1626727945438.0,-2705688.574016228,-4288187.351234142,3856458.967578232,-8.90228648766596,15.794530379491805,12.785093412758096
1626727946438.0,-2705696.7201282554,-4288170.84785947,3856470.766560024,-9.046572776373022,15.874765090486457,12.90890865531938
1626727947438.0,-2705707.0621509524,-4288155.828913888,3856484.589951053,-9.16742879809778,15.996648188408615,13.023191233134513
1626727948438.0,-2705716.5426962096,-4288139.515597451,3856498.1497534635,-9.21599790453249,16.184465649338666,13.11803169890422
1626727949438.0,-2705726.199989445,-4288124.504589713,3856512.6173665193,-9.254678843312691,16.23591021823523,13.145076081519006
1626727950438.0,-2705733.433232408,-4288105.783164862,3856523.7949703564,-9.368582573323607,16.19957363606847,12.91475952779165
1626727951438.0,-2705744.3035044153,-4288092.238585349,3856538.472574785,-9.768318415502586,16.183539916709858,12.59243577406272
1626727952438.0,-2705754.441933941,-4288075.219634289,3856551.2063878505,-10.259320752738061,16.097406642494033,12.16548226799547
1626727953438.0,-2705764.2440288947,-4288057.410082379,3856562.9388372074,-10.618118864706554,16.03759933724641,11.837511807591369
1626727954438.0,-2705773.2014142782,-4288040.161049014,3856573.2778487643,-11.024054164952094,15.974615637195912,11.388338240716294
1626727955438.0,-2705786.006453189,-4288025.893184767,3856584.681355686,-11.44204856553652,15.918871225976842,10.952830926575825
1626727956438.0,-2705794.8645774913,-4288009.275687347,3856591.837747346,-12.032209653256256,15.683370759993952,10.592789068409447
1626727957438.0,-2705810.344016224,-4287995.646938985,3856605.0795173305,-12.333709469837329,15.612964900481723,10.20899110778955
1626727958438.0,-2705820.6964695663,-4287977.202615088,3856613.7121489923,-12.615424862852638,15.597420442438011,9.762442890141598
1626727959438.0,-2705836.524831574,-4287965.435051561,3856625.5806982946,-13.014713380585537,15.456029507418227,9.459662410385892
1626727960438.0,-2705848.5292272633,-4287949.234253274,3856633.52138732,-13.3094744979506,15.352026619421787,9.114585892190629
1626727961438.0,-2705864.6893440075,-4287937.030429916,3856645.186299333,-13.67522847798298,15.204679307205012,8.780349323896653
1626727962438.0,-2705877.417373053,-4287920.3769099265,3856651.7116763648,-14.027964672443366,15.164487147635304,8.358858630167385
1626727963438.0,-2705891.205578521,-4287905.322775944,3856659.386265375,-14.403643713562465,14.997326248593579,7.947113151437939
1626727964438.0,-2705904.329596546,-4287888.8363931,3856666.8568314337,-14.655292445407873,14.739761339365835,7.570860837162698
1626727965438.0,-2705919.7170880106,-4287874.546265803,3856674.6551785176,-14.954360697943395,14.583209841086623,7.085693065222475
1626727966438.0,-2705932.633175995,-4287856.535800924,3856678.6236370844,-15.247926406819694,14.452423840635367,6.6400838567310805
1626727967438.0,-2705950.2496508025,-4287843.597228122,3856687.4767004964,-15.417761878969594,14.096592336282775,6.240298911029491
1626727968438.0,-2705966.750832725,-4287830.6119671725,3856693.8237676304,-15.480493218068824,13.81086202058609,5.864162060440673
1626727969438.0,-2705980.847473283,-4287814.656554395,3856696.8309036773,-15.731318967516502,13.691430746978599,5.526729244607137
1626727970438.0,-2705994.631877517,-4287800.124891268,3856702.936547449,-15.926297413632497,13.494565883334172,5.097515979196295
1626727971438.0,-2706013.1751402924,-4287788.973039631,3856709.392812913,-16.169460194879683,13.179521079092837,4.713402925609674
1626727972438.0,-2706029.61257542,-4287774.671254257,3856711.9333508373,-16.393542935732466,12.903931194382288,4.3060412631630465
1626727973438.0,-2706044.98701272,-4287762.477503235,3856716.1366099236,-16.54978950884938,12.70601798799136,3.814365218759007
1626727974438.0,-2706062.2959199566,-4287750.5217588805,3856720.0548251825,-16.676058127526613,12.530867436284451,3.3968405620867546
1626727975438.0,-2706079.4710056414,-4287739.401454936,3856725.1392547027,-16.820385218688415,12.385485330649045,3.0985578450160647
1626727976438.0,-2706097.323963565,-4287727.424669226,3856728.8605657257,-16.973125150659552,12.188996251624653,2.743858115048521
1626727977438.0,-2706114.2885827157,-4287713.266832382,3856730.6282731434,-17.197526007001613,12.011406896974002,2.312225370682332
1626727978438.0,-2706131.99773192,-4287703.996021404,3856732.5410387893,-17.428806798065892,11.68073693212082,1.8839227747568055
1626727979438.0,-2706149.986190339,-4287693.677832197,3856734.8791023507,-17.646517132890025,11.53532631846927,1.4689324290604044
1626727980438.0,-2706166.7972519533,-4287680.940485341,3856734.394745688,-17.91112619106876,11.335085109725254,1.0677087147309725
1626727981438.0,-2706182.2801818415,-4287669.716321684,3856734.1834823736,-17.97891668691124,11.231910171697104,0.6206245397604192
1626727982438.0,-2706202.6023839256,-4287659.17155885,3856734.9328866475,-18.316588566136385,10.969725299704658,0.26838552248420317
1626727983438.0,-2706218.9433080545,-4287645.968637163,3856733.371497505,-18.378969752611074,10.901078331329549,-0.3277974880071569
