utcTimeMillis,x,y,z,v_x,v_y,v_z
1593045269447,-2692885.4606856164,-4297160.807832481,3855235.2348447014,-12.791940020768399,8.015266578687422,-0.0713398198066783
1593045270447,-2692897.522478808,-4297152.222075903,3855234.250176654,-13.33842768010143,8.230829301376762,-0.11541135492203754
1593045271447,-2692915.30121332,-4297145.300065024,3855236.720123473,-13.510693798926127,8.448093602283597,-0.011649111796871984
1593045272447,-2692928.8121024026,-4297137.070256564,3855236.978366839,-13.876041081937071,8.855425783628528,-0.12340651073922158
1593045273447,-2692942.292373915,-4297126.957893679,3855238.0479769427,-14.279180613265524,9.40079483225883,-0.17428681745826696
1593045274447,-2692957.6935925325,-4297117.589446459,3855237.7506485335,-14.76598625718627,9.781419932736275,-0.0930436937935055
1593045275447,-2692972.6749890056,-4297107.337471494,3855237.5071420497,-15.059793961281102,9.83080188301087,-0.14681618159496582
1593045276447,-2692986.8383823517,-4297097.46887833,3855237.2269310784,-15.1770219322598,9.80411419018297,-0.046694057487370315
1593045277447,-2693003.1893213666,-4297088.479245135,3855237.7892867434,-15.106899724321403,9.631274993909816,0.06922106699183754
1593045278447,-2693017.991042222,-4297078.561564861,3855237.4922322473,-15.083378339563282,9.513934519305307,0.050335372505463126
1593045279447,-2693030.420765731,-4297068.839474077,3855235.7409837646,-14.870330707466431,9.420634690929857,0.04365106892114199
1593045280447,-2693046.9210801194,-4297059.617817204,3855237.397689753,-14.831109257108277,9.054300330627095,-0.28825742221033884
1593045281447,-2693063.1088886135,-4297050.673570623,3855236.3437123927,-15.130169478757963,8.41049957922238,-1.083411378434416
1593045282447,-2693077.508841671,-4297043.170309345,3855234.378437598,-15.367133980204422,7.522184669370567,-2.328950890377835
1593045283447,-2693093.0275379186,-4297035.360049759,3855232.004585156,-15.549168256506237,6.677850832070195,-3.4265977708236415
1593045284447,-2693108.4174150196,-4297029.034970634,3855228.0189718357,-15.363091051269514,6.045113510855074,-3.9938029183901094
1593045285447,-2693123.3398596807,-4297023.2738116495,3855223.6308136494,-14.927577395778522,5.701964103253056,-3.9588268813373393
1593045286447,-2693137.01897631,-4297017.060979141,3855220.298297517,-13.77963327897231,5.639473475862372,-3.511086636458231
1593045287447,-2693151.0093483618,-4297011.52118112,3855216.095692794,-12.974996517108789,5.910434283995197,-2.323359641634554
1593045288447,-2693163.192122208,-4297005.292254175,3855213.9802293554,-11.562847729951855,6.106246305374188,-1.2187510431370485
1593045289447,-2693170.8271256904,-4296999.548512322,3855213.6418347624,-9.53794808391212,5.589725032210158,-0.4179421236832492
1593045290447,-2693181.9217712916,-4296995.613918261,3855214.924939928,-7.397413449553832,4.528491465445732,-0.0697380622243889
1593045291447,-2693187.9850265095,-4296994.193756342,3855214.5953875557,-5.3878603967693115,3.4277148699004236,-0.1151895683464073
1593045292447,-2693189.174071433,-4296990.412020167,3855212.3577310415,-4.689429040650954,2.9710441130868386,-0.25381259932668937
1593045293447,-2693197.3982375492,-4296985.086894547,3855212.958642634,-5.218439637330792,2.0983826280885722,-1.267493044348078
1593045294447,-2693202.3346669027,-4296983.622688438,3855212.1770805367,-5.8715906871074734,0.8106601153161622,-2.9673944497885065
1593045295447,-2693210.5813199137,-4296984.678104221,3855208.1059524976,-5.637768480916971,-1.067245601038707,-4.796934390034107
1593045296447,-2693213.920697361,-4296986.017341567,3855199.7874995093,-4.985871691038711,-3.1890685422085268,-6.435084862075831
1593045297447,-2693218.879376271,-4296991.00022245,3855194.23226053,-3.9997535334457033,-4.759137669972986,-8.291848626285342
1593045298447,-2693222.4080858207,-4296995.490248812,3855183.5238883137,-3.814319696806622,-6.185264550627711,-9.53305347121114
1593045299447,-2693224.680667555,-4297002.514025488,3855173.3714562855,-3.8268767892582467,-7.19248508369422,-10.671012298339363
1593045300447,-2693229.07760249,-4297008.721715169,3855162.9383981987,-3.6132059170211464,-7.84679434145522,-11.554017323579332
1593045301447,-2693230.799678036,-4297018.597219337,3855150.2335613347,-3.24868626823489,-8.147373756728244,-11.83077663852794
1593045302447,-2693236.1704751807,-4297027.421968273,3855139.7522973204,-3.3968198488236285,-9.085125624289978,-12.188591055240696
1593045303447,-2693236.507671922,-4297033.933619463,3855124.418149903,-3.6219921984595667,-9.202202588898245,-12.758768144923842
1593045304447,-2693237.6010813704,-4297043.7015314,3855110.3664040472,-4.2029998994999795,-9.603595825125257,-13.416179906288733
1593045305447,-2693246.732918014,-4297054.813645795,3855099.4191880627,-4.692845399688332,-9.658920748319543,-14.052549565399216
1593045306447,-2693251.662137225,-4297064.693109205,3855084.4795839894,-5.324363659337575,-9.619296308536871,-14.320989049196717
1593045307447,-2693256.501111906,-4297073.065770898,3855068.816027655,-5.73642576572407,-9.68538025315724,-14.686318660979696
1593045308447,-2693266.751779407,-4297083.78465882,3855056.9341300484,-6.176062767717043,-9.655880916560855,-14.819348175027697
1593045309447,-2693271.5843067653,-4297093.987553966,3855042.280706462,-6.557870372024399,-9.76771229118056,-15.133546305964508
1593045310447,-2693276.2504468076,-4297103.450866259,3855025.5212380188,-6.98544730273347,-9.561757406343848,-15.39041081981219
1593045311447,-2693285.4899216914,-4297114.117776936,3855012.52462017,-7.273207172230703,-9.293341548743355,-15.36872624153042
1593045312447,-2693293.1298111794,-4297122.364727713,3854996.558179958,-7.110871626996999,-8.98876308743066,-14.76846130057133
1593045313447,-2693296.3446266265,-4297129.08991803,3854980.523637262,-6.275632887225162,-8.191189884290848,-13.27716770074968
1593045314447,-2693304.102540541,-4297138.039719577,3854968.7366931383,-5.136367924313793,-7.133142292118073,-11.386863810837903
1593045315447,-2693308.60787456,-4297144.26885542,3854957.7075227895,-4.171053497379346,-5.843290738791326,-9.321368016891507
1593045316447,-2693311.931107747,-4297149.505947064,3854948.9557269607,-3.166831503536013,-4.574239417438659,-7.189541473089752
1593045317447,-2693315.8229207043,-4297154.189122042,3854943.941513994,-2.325893537405965,-3.509448152609955,-5.496083765626371
1593045318447,-2693320.3016244285,-4297159.124837991,3854942.6642263234,-1.6228688267358362,-2.5199857352097617,-3.9482701813990175
1593045319447,-2693318.5191014186,-4297159.855660116,3854936.911458427,-0.908440657865096,-1.5529733798257221,-2.2295464717434994
1593045320447,-2693319.3735644068,-4297159.088845368,3854934.5109566776,-0.5045056776825835,-0.8799488082559906,-1.2000624472271963
1593045321447,-2693316.9051344246,-4297159.923602961,3854933.668108673,-0.18125761497463272,-0.2834325950889043,-0.35164851302039285
1593045322447,-2693318.7484639916,-4297162.600816679,3854935.548418313,-0.06673743509867237,-0.09557529213152363,0.11988444237269746
1593045323447,-2693316.765602455,-4297161.08939041,3854931.1958320704,0.019152719134978843,0.007283673414972084,-0.016236860084189467
1593045324447,-2693319.7710534427,-4297162.488729684,3854933.611846387,-0.028105863054326358,-0.03469412205949441,0.03751654791002039
1593045325447,-2693315.7132105157,-4297160.074737974,3854930.391545614,0.007490500415460077,0.005617252694466296,-0.013106300570497394
1593045326447,-2693314.950688796,-4297160.533891183,3854931.743253833,-0.010115164921770194,0.013466033105251785,0.004302851642437689
1593045327447,-2693315.676702279,-4297159.607881369,3854930.066972433,-0.05315282346154463,-0.0840400728220765,-0.026597888236664168
1593045328447,-2693317.812871719,-4297161.009778276,3854934.8134918553,-0.08088565951048297,-0.1049901930742303,-0.19772424930569651
1593045329447,-2693318.41130038,-4297158.545830486,3854934.4174538646,-0.035335905146838716,-0.04180189178237994,-0.025010112988429044
1593045330447,-2693318.555517445,-4297160.877209333,3854933.410389169,-0.08593911551185439,-0.033583704552705436,-0.12406286408378514
1593045331447,-2693316.558790454,-4297158.940675556,3854932.8077119216,-0.03110646231853117,-0.03853778220792685,-0.021413537518259626
1593045332447,-2693316.9388732444,-4297160.052381125,3854934.8741917354,-0.1907828117625347,-0.2808895086617913,-0.15640561216921686
1593045333447,-2693318.1474564727,-4297161.851881754,3854930.5950069213,-0.3028083698776511,-0.5419997535710498,-0.7724529823179969
1593045334447,-2693319.749602134,-4297163.071020841,3854930.1003158106,-0.7213065154209473,-1.5143209280889647,-2.0322865743334373
1593045335447,-2693319.434272575,-4297164.851239616,3854927.4700594484,-1.3079717138776954,-2.5108669129504455,-3.5981132772455537
1593045336447,-2693322.016111844,-4297166.826887191,3854922.902745636,-2.0840478960617186,-3.7084405606605837,-5.499221337492346
1593045337447,-2693325.2022125716,-4297171.114312719,3854916.2626268947,-2.8889668290343384,-4.869975210276428,-7.4146860601602
1593045338447,-2693330.654056782,-4297179.592031792,3854909.7768664784,-3.60649900872392,-5.904987924336705,-8.539530363040173
1593045339447,-2693331.3017261326,-4297184.805879994,3854899.002723575,-3.431811388903049,-6.4167183072377485,-9.916490983578118
1593045340447,-2693334.4925676924,-4297190.648566703,3854887.9190513045,-4.005812927872775,-7.499367452243017,-10.366750032173202
1593045341447,-2693338.509986367,-4297198.360053054,3854876.9790248037,-3.722331680028715,-7.664826002975604,-11.099130920636435
1593045342447,-2693343.1928035617,-4297206.174558257,3854866.964457301,-3.6311552719683258,-7.988135081582109,-11.262932892504997
1593045343447,-2693347.7633156157,-4297213.677728076,3854856.936401533,-3.3946394735139536,-7.785291861246566,-11.070117861245613
1593045344447,-2693354.646999045,-4297221.657214114,3854848.700846429,-3.4099949461742387,-7.491853880381536,-10.512437100804945
1593045345447,-2693356.443594977,-4297228.5461863065,3854837.284350261,-3.188108876852939,-6.9175948797632,-9.967344803278984
1593045346447,-2693358.827992903,-4297235.115587548,3854826.4720347254,-3.0358256014894454,-6.04636961342342,-8.882997385249178
1593045347447,-2693360.287652292,-4297239.439145072,3854817.0887987493,-2.9957445624637127,-4.897006789803109,-7.499918068636547
1593045348447,-2693363.8356585074,-4297244.929494074,3854810.408882506,-3.8284526368465612,-3.3709829393726864,-6.437489681611346
1593045349447,-2693365.5768408864,-4297244.617971816,3854802.789163744,-5.415709855138793,-1.2659724951863993,-5.373560879532476
1593045350447,-2693373.4548528963,-4297246.028613593,3854802.0051877885,-7.0115562803093,1.3380118864250465,-3.0068301387187444
1593045351447,-2693378.047346059,-4297245.3884722665,3854797.007238583,-7.390813906140493,3.7183228349401567,-0.9578772777773952
1593045352447,-2693389.746167584,-4297240.020049008,3854798.352566738,-8.410866737976463,5.131883130211879,-0.2223560401603044
1593045353447,-2693395.946028322,-4297233.940660742,3854795.007330739,-10.039029943306826,5.987902759772362,-0.2120964108477675
1593045354447,-2693408.4090889455,-4297228.207551951,3854795.9438836086,-11.525149461106013,6.744751691565461,-0.3314717880671099
1593045355447,-2693418.5352052166,-4297220.819638837,3854794.979906335,-12.9047043561101,7.531868762140037,-0.5008905433746973
1593045356447,-2693434.2368414104,-4297212.594749881,3854795.486961205,-14.081587684176949,8.07117544731633,-0.5090303786958582
1593045357447,-2693447.5711610257,-4297204.266575836,3854794.8695630175,-14.8453584634815,8.490745005438507,-0.5896726155072755
1593045358447,-2693464.011974282,-4297196.597873364,3854795.68621659,-15.418294444622134,8.865224532714317,-0.8166018595329201
1593045359447,-2693479.014330155,-4297187.651537736,3854792.1451478577,-15.774788846788223,8.712413330079888,-0.8807896313675613
1593045360447,-2693494.413630727,-4297177.697851107,3854790.5577434516,-15.986473656191034,8.726808154246944,-1.269759016052824
1593045361447,-2693511.052442284,-4297169.761187353,3854790.392635939,-16.294388118985868,8.730016056161787,-1.5188350842014522
1593045362447,-2693529.7610417674,-4297161.487044237,3854790.882439301,-16.16109866858189,8.57466786474998,-1.6062533236202523
1593045363447,-2693544.131333453,-4297152.357592939,3854788.1492993925,-15.912577366653391,8.275605348203912,-1.7526951831300006
1593045364447,-2693562.898715219,-4297144.497322378,3854788.1702267295,-15.455864193727185,8.240885019980468,-1.94277010841009
1593045365447,-2693577.8703344786,-4297136.449942748,3854785.8228732385,-15.162291148198932,8.274020479772762,-1.5256278160859769
1593045366447,-2693593.4149986566,-4297128.288129557,3854784.449384503,-15.009731485820172,8.22030456787226,-1.1192087383318163
1593045367447,-2693608.7107232953,-4297119.831839754,3854784.469135487,-14.610047580465364,8.185973272335527,-1.4127347354681383
1593045368447,-2693623.2712196633,-4297112.115595884,3854782.3703771834,-14.47148244630615,7.905510486669566,-1.4257241935050158
1593045369447,-2693637.272194079,-4297103.75149582,3854779.7559714187,-14.202818678101067,7.867929769688959,-1.5847798252910779
1593045370447,-2693652.603568858,-4297096.706522627,3854779.743009389,-14.062228513106332,7.713494213204561,-1.3830631652363392
1593045371447,-2693662.085156955,-4297087.430923636,3854775.621050729,-13.83096963330252,7.560205893458849,-1.4221661576462745
1593045372447,-2693677.507593204,-4297081.300412902,3854775.582346274,-13.619233400773785,7.4068190719349305,-1.6205541892966286
1593045373447,-2693690.288939803,-4297072.651227224,3854772.8943434968,-13.694100917140824,7.305146550540388,-1.4790359368654138
1593045374447,-2693704.0154624986,-4297065.499560032,3854772.7092767362,-13.527518377511262,7.4738283073525835,-1.4258132842931084
1593045375447,-2693718.511871199,-4297059.374213142,3854770.6428567893,-13.311826357736058,7.486611455832209,-0.9821582281432172
1593045376447,-2693728.3448826484,-4297050.767526469,3854767.321877055,-12.930539734729122,7.548348824339909,-0.744423423681656
1593045377447,-2693745.159931141,-4297044.399085658,3854770.448351055,-12.598540995445866,7.604396641518491,-0.5997921525061124
1593045378447,-2693754.931483708,-4297035.7097668415,3854768.759918666,-12.311733063138615,7.639141392788324,-0.29816061091108925
1593045379447,-2693766.805796062,-4297027.58658233,3854767.6212110342,-12.390419421260876,7.529035614588639,0.1768055235829364
1593045380447,-2693780.815781282,-4297021.739176812,3854768.6778257047,-12.65474951381828,7.758799242721601,0.2176091769579654
1593045381447,-2693790.217912178,-4297010.122220923,3854767.7741851397,-12.926170052414763,8.307897349617747,0.3404272134218909
1593045382447,-2693804.9035256016,-4297003.115366094,3854768.7044259943,-13.382073718552903,8.996954610527819,0.8287982718359569
1593045383447,-2693819.281250583,-4296995.670123128,3854770.33920433,-14.05893062456046,9.411213189962373,1.2141331196982754
1593045384447,-2693833.743584563,-4296986.396621041,3854771.308575041,-14.197073871182017,10.027071445270476,1.2923951663984048
1593045385447,-2693848.5705806934,-4296976.054898097,3854773.0598166334,-14.52438272048938,10.464849825332113,1.6706319460913952
1593045386447,-2693861.878547219,-4296963.453915483,3854773.0054545924,-14.632300064136206,10.830267562629265,1.9581144218204294
1593045387447,-2693877.1998795923,-4296952.732343257,3854775.4269213425,-14.78955196422418,10.98151525143314,2.2157351001096126
1593045388447,-2693890.863340869,-4296939.68374654,3854777.6798756993,-14.80269235620558,11.041615213454563,2.4716699118723198
1593045389447,-2693906.799391096,-4296931.196506614,3854781.722209096,-14.678088384158183,11.013641300637197,2.830994809721412
1593045390447,-2693922.3719527805,-4296919.606388877,3854786.138672501,-14.343397664948837,10.828526661106318,2.9486959161964035
1593045391447,-2693935.9710877426,-4296908.998130324,3854787.227144413,-13.99818019177645,10.616943842099174,3.142222992357523
1593045392447,-2693951.2629231378,-4296898.739077926,3854792.264287532,-13.585428657482316,10.860389549673165,3.6029376123785593
1593045393447,-2693963.7807873846,-4296887.3988756975,3854793.329080415,-13.21741861221091,10.894419308888486,3.739339639368646
1593045394447,-2693975.643903228,-4296876.215558769,3854796.9113804065,-12.98501362648093,11.003075342002555,3.5882076805397047
1593045395447,-2693991.6818108587,-4296865.17055043,3854803.5568111283,-12.91134796902939,11.21592132991989,3.615461321361488
1593045396447,-2694006.6613808456,-4296854.91516323,3854808.0063506975,-12.99797612460454,11.373832210881519,3.569501312170456
1593045397447,-2694015.206378538,-4296841.281026142,3854809.019469244,-13.155757014802935,11.586097308618319,3.523622770828401
1593045398447,-2694025.3178282436,-4296828.1406133985,3854807.5928007513,-13.529804153998525,11.673451944049472,3.7422709369571066
1593045399447,-2694040.023008815,-4296817.605569631,3854814.8653246746,-13.563178085879,12.170195119182075,3.3879703254635265
1593045400447,-2694053.117337731,-4296805.913117016,3854818.4569958965,-13.742419207297601,12.606817320487528,3.330442337826608
1593045401447,-2694067.103877166,-4296792.048694551,3854820.9685890335,-13.641015572747644,12.60068214070664,3.3137793941836895
1593045402447,-2694080.748799718,-4296778.35482411,3854823.329013138,-14.334796681214211,13.147096038161338,3.5174968814186993
1593045403447,-2694095.0969290696,-4296765.195621784,3854827.4635510817,-14.247684823754108,13.041712411435674,3.592398510162911
1593045404447,-2694108.928639699,-4296752.414737914,3854830.3233960196,-14.674788167977079,12.669416877374722,3.8034148502326413
1593045405447,-2694124.769004637,-4296740.719047512,3854835.9663788825,-13.464399411087554,12.410713288178455,2.7830279684432577
1593045406447,-2694141.150079985,-4296730.814523869,3854841.0461023883,-13.72098768933787,11.817716669412158,3.1096887968992846
1593045407447,-2694152.526667882,-4296717.109289948,3854841.7837645984,-12.979956041548716,11.129677814760203,2.9027014667279234
1593045408447,-2694167.862967293,-4296711.275891878,3854846.223719872,-12.628729608461377,10.084975991244823,2.192884945226804
1593045409447,-2694178.3895672457,-4296698.034268487,3854847.0305053135,-12.265812697685865,8.674596317782417,1.099106497012237
1593045410447,-2694190.1200823192,-4296690.5149815725,3854846.74738086,-11.311474965757263,7.21458901191656,0.04496414065288585
1593045411447,-2694200.73364359,-4296683.502411953,3854846.1060190722,-10.00156164798859,6.0123135029872765,-0.6307877886543569
1593045412447,-2694210.2291156445,-4296677.124377033,3854845.7662653136,-9.574008182767498,4.9283552280822605,-1.1329952337480966
1593045413447,-2694220.6052408637,-4296672.345851494,3854845.093396777,-9.327165302064463,3.893597777036632,-1.9485575056340652
1593045414447,-2694230.084296757,-4296669.500312077,3854845.727210742,-8.600996048014167,3.377290115747827,-2.0449566300233797
1593045415447,-2694237.353216991,-4296668.12017253,3854843.283856315,-7.243098547484067,3.5276531681628396,-0.8486576203599615
1593045416447,-2694242.3351968173,-4296662.406460988,3854840.784395517,-5.789836444993588,4.342324712186083,1.3602446351862638
1593045417447,-2694246.7212314066,-4296658.369371153,3854844.1203052313,-3.453726407390988,4.930216672305998,3.285487214113531
1593045418447,-2694252.969753381,-4296654.106060481,3854850.4504934577,-1.503159617832518,5.483825703277879,4.847756534863238
1593045419447,-2694253.9261391186,-4296649.468960735,3854857.9461284694,-1.492676728686285,6.017004156350684,6.044030336484176
1593045420447,-2694254.802214958,-4296641.740716308,3854861.5099794683,-1.9086818922685305,7.094038384223969,6.773093285757838
1593045421447,-2694260.0544022373,-4296636.28916589,3854871.930877657,-2.763950777444653,8.40251180699366,7.0257024954184155
1593045422447,-2694261.0809233617,-4296624.494321633,3854875.4389365544,-3.7762414071676234,9.065664998229778,7.558675352952285
1593045423447,-2694261.2702854136,-4296612.81042977,3854880.059494882,-4.777149208055765,9.812753507445716,7.3434833064005955
1593045424447,-2694268.891524429,-4296602.96953281,3854889.184680467,-6.624707272080093,10.198931402936498,7.320015802431321
1593045425447,-2694276.49545753,-4296595.655746089,3854898.6320785983,-6.9593498319026255,10.374006993241172,5.997072324760313
1593045426447,-2694280.762219949,-4296582.354915916,3854898.5170240514,-8.149608850878058,10.220840908100724,5.401528758197987
1593045427447,-2694291.2824516827,-4296574.718659707,3854905.5928543117,-9.23568515827127,10.031236487806826,4.679164144124487
1593045428447,-2694301.230454114,-4296565.253564983,3854909.9664865904,-10.099780077628584,9.679717579974737,3.8693924078582436
1593045429447,-2694312.495184871,-4296554.378527176,3854913.851796207,-10.370678216135095,9.196760382527724,2.961700170896071
1593045430447,-2694325.015990578,-4296546.570253476,3854917.5640648846,-10.356069192365782,8.955030535425239,2.594700095142924
1593045431447,-2694333.2854221407,-4296536.490023218,3854917.681537872,-10.216438300602622,8.683877708154496,2.7354446786598436
1593045432447,-2694340.6785022225,-4296527.717605963,3854917.7575055542,-10.218317911146672,8.383186146908562,2.409844519308707
1593045433447,-2694351.6196949165,-4296518.462730883,3854923.5942619294,-10.671324734790922,9.563409050873865,3.3038873991847963
1593045434447,-2694361.9634384983,-4296508.572151167,3854926.0219396474,-10.499467331459758,10.242280377491634,3.677368830266599
1593045435447,-2694375.1562958653,-4296499.077840152,3854933.017743792,-10.475280509374024,10.285580800598396,4.216841540024535
1593045436447,-2694385.1203609197,-4296488.635888647,3854935.982917998,-9.916382644285061,10.557419656694416,4.489565622474866
1593045437447,-2694392.6915762303,-4296477.594866128,3854941.7311369865,-9.692879080326033,10.348347064553437,5.149640166065348
1593045438447,-2694404.2040486084,-4296466.434416595,3854947.7476324793,-9.230659484626312,10.467606396445097,5.290861267083268
1593045439447,-2694412.4773109374,-4296453.370274508,3854950.095379617,-8.638647815705577,10.497862995961045,5.453059174806016
1593045440447,-2694421.547271629,-4296446.41150476,3854959.6469515297,-9.130238411083386,10.338623601109703,6.5322629447810865
1593045441447,-2694425.2766761994,-4296432.847067642,3854962.693345562,-7.929928703292862,11.033032671754764,6.419525231238417
1593045442447,-2694435.647981606,-4296422.122748428,3854968.713734108,-7.484552284302148,10.855365781674234,6.987249119653555
1593045443447,-2694445.752813216,-4296413.076897819,3854978.765681572,-7.1582089347761695,10.675502072619787,6.962247695319821
1593045444447,-2694454.095353233,-4296402.7064551115,3854989.638940978,-6.847311396858775,10.609254895388814,7.0815373636531165
1593045445447,-2694459.942248867,-4296390.058871189,3854994.5464701443,-6.1731057379333105,10.47489402506867,7.4222501089148745
1593045446447,-2694466.147559111,-4296380.128183303,3855001.302584311,-5.891963792147432,10.08296501896067,7.283796221823402
1593045447447,-2694471.484987551,-4296368.863590467,3855007.4045711765,-5.380168469111501,9.65386617182598,7.077711423481823
1593045448447,-2694477.377932886,-4296361.756745851,3855018.1112940214,-4.955959831049763,9.299421753609693,7.499045998058631
1593045449447,-2694483.700349615,-4296351.2808944555,3855025.2198480004,-4.902409053948653,9.584449745992028,7.999551509079812
1593045450447,-2694488.7169515877,-4296343.076023084,3855032.8919770075,-4.364443135699041,10.13797232360944,8.129000685334884
1593045451447,-2694492.3002084726,-4296332.825437438,3855040.3746475307,-4.102665498467118,10.430286058430035,9.293735271554086
1593045452447,-2694498.204001856,-4296321.424178572,3855050.126395311,-3.7163556982391004,10.924695193111296,8.983986163780267
1593045453447,-2694499.8053608006,-4296313.240534738,3855060.4572990905,-3.6429518505697747,10.943609866650378,9.641186740166399
1593045454447,-2694503.677826127,-4296302.549036778,3855070.597870655,-3.4200865618459675,10.94922168635235,9.815576042593293
1593045455447,-2694505.2495677127,-4296288.693852652,3855079.3307992434,-2.6891865902482404,10.812784750488094,10.24574918559546
1593045456447,-2694506.660073787,-4296276.694932146,3855088.8633449413,-1.9218542467666695,10.14972145879167,10.467492670800436
1593045457447,-2694506.8681930183,-4296267.110833605,3855097.886416324,-1.30174921520184,9.473683821929882,9.712934644588234
1593045458447,-2694505.6666473467,-4296256.800251507,3855106.4285203964,-1.2466793304602597,9.181444620949542,9.323460517600186
1593045459447,-2694508.6022172384,-4296248.708930324,3855115.1350405826,-1.6712785543112627,8.55877407834025,8.580490706670929
1593045460447,-2694512.646901081,-4296240.740635269,3855124.705534026,-2.2452928203898743,8.51265555719267,8.068778058504925
1593045461447,-2694515.450440074,-4296235.211415658,3855133.60306448,-2.965123405973353,8.746741478773034,8.550298134824708
1593045462447,-2694519.1896225675,-4296224.0723313885,3855140.1036930545,-3.6418427898565136,9.633562943057168,8.234794975432676
1593045463447,-2694523.0400185375,-4296212.494972188,3855148.0641205716,-4.545949410530382,10.133615949040076,7.822680957363908
1593045464447,-2694527.1246849583,-4296202.237987014,3855157.4608104653,-5.6469375583009125,10.219929492879823,7.408284147571224
1593045465447,-2694530.5874049715,-4296191.138720193,3855161.66989758,-6.322817726389172,10.104728523869808,6.647669151633062
1593045466447,-2694540.325745923,-4296182.676998789,3855170.2783879526,-6.929144630110504,9.693673391154125,6.151608308335387
1593045467447,-2694544.7562654074,-4296172.131410103,3855173.3081567553,-7.480654387471248,9.556160364304485,5.4454522406437516
1593045468447,-2694554.336859057,-4296164.202296532,3855176.7464809166,-8.236836990320851,9.369071927902874,4.29604110893723
1593045469447,-2694559.211358742,-4296153.984162506,3855180.6400116165,-8.654531695883898,9.462798650835687,3.5530660418967637
1593045470447,-2694575.606478693,-4296146.871923802,3855189.213971714,-9.714541975429503,9.047687196756797,3.2971894884190327
1593045471447,-2694584.55506827,-4296137.600468091,3855190.7883851365,-10.133496463072673,8.890534850291326,2.4170036794804877
1593045472447,-2694596.1863028337,-4296130.569534285,3855191.892406138,-10.66281790115746,8.352846556638095,1.683253094702998
1593045473447,-2694605.979002925,-4296121.121651944,3855194.405495526,-10.747458993118624,7.997859720248774,0.6385493195909964
1593045474447,-2694618.098241838,-4296115.212241149,3855196.2283836766,-11.323551906789136,7.353438587959049,0.18219204681768258
1593045475447,-2694629.6278045373,-4296108.304736353,3855197.441183598,-11.1688321781694,6.663878461863752,-0.7264430692080701
1593045476447,-2694638.206854733,-4296102.205751713,3855195.046110243,-11.353993720907372,5.945007639437476,-1.3650775714864976
1593045477447,-2694650.5704692444,-4296096.51536156,3855198.322676987,-10.059816990855666,4.891767067275837,-1.806603384970452
1593045478447,-2694659.6064015543,-4296095.910931406,3855199.162812857,-9.105128449100928,4.04096393072686,-1.555997108063376
1593045479447,-2694668.0585371954,-4296086.10651435,3855191.0483251726,-7.928762539139033,3.624834052092617,-1.5910400288624402
1593045480447,-2694675.061324809,-4296082.191274257,3855187.9224378658,-7.269836982780304,3.369392930168475,-1.3264114827534754
1593045481447,-2694681.6643045256,-4296078.77106637,3855186.888321121,-7.19161973927146,3.196800200077521,-1.3852749272909197
1593045482447,-2694688.10961036,-4296078.644337405,3855186.7791969483,-7.071761103193429,3.250962734921341,-1.4200432019650377
