utcTimeMillis,x,y,z,vx,vy,vz
1593045276447.0,-2692978.7127328822,-4297094.830418907,3855233.1593587073,-5.06024280176993,17.207895926347963,-7.863913201884301
1593045277447.0,-2692993.8003717912,-4297083.117626947,3855231.7959746,-5.040583797023968,18.932927534703587,-8.39503023010485
1593045278447.0,-2693008.8144035875,-4297071.684640761,3855230.6477564685,-5.433594052557533,19.587559073876623,-9.215953517565246
1593045279447.0,-2693022.6639700923,-4297060.787281875,3855228.995691711,-5.208072217322974,20.16878329142254,-9.231093853847806
1593045280447.0,-2693037.8134344527,-4297050.568013198,3855228.7973528733,-5.918922130337556,20.08817339004607,-9.576837381443307
1593045281447.0,-2693053.8208013726,-4297041.070227169,3855227.91171953,-6.816736683166437,19.840236211667595,-10.276321326383119
1593045282447.0,-2693069.5002173027,-4297032.881568634,3855225.9067526623,-7.767851880194277,18.525973754465944,-12.08351233086954
1593045283447.0,-2693085.5253597936,-4297025.490077345,3855222.8570222845,-8.642389019653093,17.411379064977865,-13.761084474276899
1593045284447.0,-2693101.475470462,-4297019.032024228,3855218.7829662077,-8.683384928240104,16.959708766152833,-14.263992997571407
1593045285447.0,-2693116.856586824,-4297013.0238963375,3855214.4742736733,-8.349627726032871,17.122213230076163,-14.015536076180364
1593045286447.0,-2693131.2105530654,-4297006.834398003,3855210.798060471,-8.151690714952048,17.401383965546596,-13.624911762089898
1593045287447.0,-2693145.1067545293,-4297000.730994386,3855207.411498687,-7.225139696680418,18.09196075929958,-11.760272862622468
1593045288447.0,-2693157.618340401,-4296994.2051260425,3855205.600363012,-6.040933945603105,19.029709093889227,-9.547112069549462
1593045289447.0,-2693167.1485415185,-4296987.780522232,3855205.300878599,-4.916017791930682,19.401796962061443,-8.625051304208146
1593045290447.0,-2693176.8334503816,-4296982.558132892,3855206.100248128,-4.461649135981691,19.19329660836696,-8.15929288810411
1593045291447.0,-2693184.422059637,-4296979.4788017655,3855206.356711246,-3.929675736098182,18.004886081096927,-8.93929184724878
1593045292447.0,-2693188.4205110343,-4296976.577302529,3855205.206917826,-1.6827544367886036,17.14676735544627,-9.04552087419512
1593045293447.0,-2693193.6473459867,-4296973.09660205,3855204.5834929654,-0.5093781717909303,15.720836554275559,-10.032167033794277
1593045294447.0,-2693198.4178359513,-4296971.470628842,3855203.0757629653,-0.10488138391214852,13.336079503282903,-12.288697362958562
1593045295447.0,-2693204.6417892952,-4296972.258710015,3855199.2671604464,0.15365078781379227,11.309658777083238,-14.201092628783718
1593045296447.0,-2693209.2722413726,-4296974.407042173,3855192.3127735374,0.8104359285879417,9.195101022398935,-16.36247384075623
1593045297447.0,-2693213.5715795867,-4296978.885604752,3855185.0714523387,2.0744144102056783,7.487736367960473,-17.48207058871641
1593045298447.0,-2693216.9404050047,-4296984.160469414,3855175.6323978705,3.330591058635342,6.3072471814497275,-18.41820539544136
1593045299447.0,-2693219.206648594,-4296990.786739964,3855165.574663188,4.820045469090634,5.589013401382106,-18.006904028651746
1593045300447.0,-2693221.969945442,-4296997.583417723,3855155.342904214,5.308613832198438,4.926360829983628,-18.150845736412553
1593045301447.0,-2693223.9837983227,-4297006.068529923,3855143.926971334,5.87820575673624,4.676860273131686,-17.93200339105589
1593045302447.0,-2693227.5296697496,-4297014.973742782,3855132.8985733376,5.306312851280235,4.054481176960618,-18.36605445966751
1593045303447.0,-2693229.6753115137,-4297022.91097008,3855119.7235035202,5.720706101209617,4.193620919477042,-18.145854986942823
1593045304447.0,-2693231.2251631254,-4297031.775291686,3855106.0293096597,5.996407175123924,3.78989326745228,-18.758505256859678
1593045305447.0,-2693236.424677815,-4297041.86368106,3855093.505744709,5.253941210924921,3.445148566129866,-18.13820759397837
1593045306447.0,-2693241.895367755,-4297051.963714176,3855079.910210779,4.434769886779816,3.321843867834928,-18.604642335168347
1593045307447.0,-2693247.4331978955,-4297061.248467764,3855065.218992507,3.817749458038879,3.587613468677782,-18.429657781796408
1593045308447.0,-2693255.618622355,-4297071.143840802,3855051.8187729227,2.4476107719062634,3.513443159017376,-18.766893465453187
1593045309447.0,-2693262.747764153,-4297081.197775161,3855037.6858279365,1.7903669706373586,3.603399794826835,-18.921348184712954
1593045310447.0,-2693269.0113169993,-4297090.938375729,3855022.0547811524,1.3686966855518543,3.566874194667726,-20.102783644429213
1593045311447.0,-2693276.9116333043,-4297101.048436184,3855007.418753402,0.7617293982594138,3.85069958378752,-19.674131286291065
1593045312447.0,-2693284.9928018004,-4297110.093973847,3854992.273222275,-0.14711572899205638,4.364583132089347,-20.00539114912211
1593045313447.0,-2693291.0078956774,-4297117.631816075,3854976.7818517406,-0.42894744070098767,5.580825121642496,-19.89671258844066
1593045314447.0,-2693297.961966597,-4297125.2530384865,3854963.3459509523,-1.3272711455075994,6.482256802162949,-19.228715976462183
1593045315447.0,-2693303.8837867705,-4297131.61932345,3854951.7656157846,-1.1290096523879387,7.890916240362364,-17.150034276379476
1593045316447.0,-2693308.3611031957,-4297136.7492629355,3854942.5262734797,-0.657572803854064,9.135263526228442,-15.61453407772796
1593045317447.0,-2693312.1844989406,-4297141.051960441,3854936.2537664347,0.3628158821789478,10.221851933283986,-13.16430272120457
1593045318447.0,-2693315.803726718,-4297145.216199114,3854933.4206350576,1.3716927774102885,10.532498608743929,-11.397350945934393
1593045319447.0,-2693316.2712790268,-4297147.410389602,3854930.1724772947,3.0418334407137184,11.631665754412113,-9.535044570378457
1593045320447.0,-2693316.2364952974,-4297147.6940982435,3854928.061086662,4.2109213138245,12.613193361516412,-8.675101080184259
1593045321447.0,-2693314.4070682595,-4297147.829395641,3854927.118072694,6.036839937275637,13.131142262229108,-7.128489388892115
1593045322447.0,-2693313.675819991,-4297149.035679608,3854928.0806890256,6.759938021191868,12.92126059813057,-6.384708334694478
1593045323447.0,-2693311.9505847553,-4297149.009072882,3854926.7719653565,7.968452179941213,12.959293814388372,-6.197772149606748
1593045324447.0,-2693312.1114903297,-4297149.706677326,3854927.257981137,8.032490719832783,12.596350076797957,-6.2177787625596
1593045325447.0,-2693310.141223157,-4297148.975186311,3854926.050080315,8.823833244402898,12.97380961624982,-5.922134764506229
1593045326447.0,-2693308.4972143825,-4297148.712599628,3854926.090657926,8.999322422364369,12.90384955926373,-6.095841706616892
1593045327447.0,-2693307.9182777195,-4297148.126924982,3854925.3594319797,9.009059180357854,13.135319732834844,-5.626255659932092
1593045328447.0,-2693308.6769793145,-4297148.488756759,3854927.3221393093,8.622395616160267,12.690974984362658,-5.506694578109121
1593045329447.0,-2693309.5169380773,-4297147.556846083,3854928.3285831297,8.285545926075898,13.172185591714296,-4.9257020042829645
1593045330447.0,-2693310.183502414,-4297148.082734502,3854928.4158653114,7.949472054115258,12.833112288477583,-5.63311878048772
1593045331447.0,-2693309.6191741014,-4297147.50060274,3854928.0449306844,8.34605341535589,13.09730935760418,-5.381100884314151
1593045332447.0,-2693309.4256754587,-4297147.707047029,3854928.826168508,8.236684247452748,12.84753870783568,-5.633224444957919
1593045333447.0,-2693309.9113326916,-4297148.823143872,3854927.0341838906,8.331359995452303,12.42115447405222,-6.095762896437446
1593045334447.0,-2693310.9575791257,-4297150.3578997115,3854925.3709975486,8.193789813939164,11.457643379678588,-7.470526162094579
1593045335447.0,-2693311.378925169,-4297152.510284179,3854922.600437802,8.652623444537937,10.570299644900379,-8.299015189723308
1593045336447.0,-2693312.823357269,-4297155.053281297,3854918.321602983,8.298853133627658,9.844325913020239,-9.857540478271627
1593045337447.0,-2693315.3118532365,-4297158.892188927,3854912.0912095658,7.954966458562044,8.813648182880346,-11.323525144807252
1593045338447.0,-2693319.543629614,-4297165.473090069,3854905.0635357276,6.807401534571122,7.655975049474421,-12.383269855117378
1593045339447.0,-2693322.548078515,-4297171.870843834,3854895.5426576566,5.8709227890715665,7.072016903853756,-14.290331542298727
1593045340447.0,-2693326.0896586273,-4297178.265215188,3854884.627405567,5.016810323459455,7.073924436508566,-14.949828640230916
1593045341447.0,-2693330.233857819,-4297185.344755696,3854873.260185284,3.9760198797665742,6.761301305285361,-16.087240376781473
1593045342447.0,-2693335.055230103,-4297192.902902677,3854862.1849219715,3.064668447023714,6.638871366822695,-16.225576357506434
1593045343447.0,-2693340.1773589402,-4297200.445053144,3854851.50356359,1.91608313513286,6.660116791420471,-16.675781801005954
1593045344447.0,-2693346.5892844186,-4297208.093659081,3854842.116602918,0.9959915566575703,7.038891927407615,-15.415488463550169
1593045345447.0,-2693351.1005593403,-4297215.174263442,3854832.210500317,0.7866014294264172,7.371738401791742,-15.155939275266885
1593045346447.0,-2693354.6380333914,-4297221.703586475,3854822.2571156016,0.9013784649736811,8.19940134972651,-13.958626396134648
1593045347447.0,-2693357.1965177725,-4297226.67433928,3854813.1349350195,0.738222268311691,9.346403390872592,-13.284455908627928
1593045348447.0,-2693360.299207592,-4297231.257684973,3854805.881399944,0.973938519573748,10.409530837950216,-10.688133317666596
1593045349447.0,-2693362.7661850844,-4297232.787386788,3854799.509973837,1.4652975902774181,12.04737266320935,-9.158929870824268
1593045350447.0,-2693367.7336429926,-4297233.327739136,3854797.0922598885,1.760595941657039,13.519552744635497,-5.045171774277149
1593045351447.0,-2693372.3815270793,-4297232.464115915,3854795.1835583793,2.3471365680338083,14.896894585811225,-2.5405990641067047
1593045352447.0,-2693380.447576382,-4297228.693153683,3854795.5879267445,1.3138875445951088,16.639521698367478,-2.2212037883923967
1593045353447.0,-2693388.3502657646,-4297223.076066206,3854793.899168361,-0.3251897346453072,17.925145477563795,-4.681717668441704
1593045354447.0,-2693399.4623412085,-4297216.789605447,3854792.4834592557,-3.227038955019749,19.10384303812871,-6.368023083822697
1593045355447.0,-2693411.45179949,-4297209.354044867,3854790.728188709,-5.766878367416603,20.5285724526467,-6.872104409493729
1593045356447.0,-2693426.5448054345,-4297200.90487115,3854789.8563828105,-9.137283331105815,21.776027468922216,-7.111314754126726
1593045357447.0,-2693442.2843634216,-4297191.94117586,3854789.150669497,-12.051766859250327,22.937802993219933,-6.421344052445252
1593045358447.0,-2693459.652196399,-4297183.158307208,3854789.3676213063,-14.78762190393506,23.408777028583593,-6.14405959931792
1593045359447.0,-2693477.0290905517,-4297174.101167249,3854787.941349538,-16.851177036288142,23.914733221128735,-5.863390252953547
1593045360447.0,-2693494.366200367,-4297164.483971917,3854786.40318987,-18.692745887612677,23.94235741341864,-6.296591786216552
1593045361447.0,-2693512.081927523,-4297155.6265661735,3854785.4506037966,-19.779383129154173,24.05277225276248,-5.825052021455889
1593045362447.0,-2693530.777963043,-4297147.092958717,3854785.309710087,-21.165926142469115,23.671526574253107,-5.714301502286372
1593045363447.0,-2693547.881614451,-4297138.415180962,3854784.057392792,-21.672963669191695,23.63994262636579,-5.213458638083514
1593045364447.0,-2693565.976738545,-4297130.226433561,3854783.501772443,-22.37279174636593,23.09236679492949,-5.29949828743336
1593045365447.0,-2693582.7137904684,-4297122.208522873,3854782.2886252827,-22.056959605852303,23.31147868636458,-4.3429130572560535
1593045366447.0,-2693598.8049427574,-4297114.115343696,3854781.2774475086,-22.118291166644237,23.04718714753153,-4.430554282330958
1593045367447.0,-2693614.4620407457,-4297105.928030721,3854780.7769089076,-21.88368521763598,23.03311800157794,-3.973353901460783
1593045368447.0,-2693629.5360059016,-4297098.068825075,3854779.5358731714,-21.91544691699859,22.58299958208706,-4.626937206851225
1593045369447.0,-2693644.030266585,-4297090.091933079,3854777.4896216867,-21.56305643967426,22.60888185052823,-4.474013870178846
1593045370447.0,-2693658.8332456234,-4297082.617168067,3854776.4189583086,-21.699206586995054,22.272038733185433,-4.682219708365937
1593045371447.0,-2693671.0003332044,-4297074.367978099,3854773.9138956293,-20.77422516869273,22.479090792701438,-4.36938213218056
1593045372447.0,-2693684.4626436466,-4297067.1645335695,3854772.540235104,-20.99045471511544,21.92660807437567,-4.880703150250761
1593045373447.0,-2693697.629282234,-4297059.427201723,3854770.4971232684,-20.748299706786696,22.00707478880768,-4.484686399197605
1593045374447.0,-2693710.967846293,-4297051.941791484,3854769.428618042,-20.690658688784424,21.919958913574973,-4.516386663510368
1593045375447.0,-2693724.8046516627,-4297045.116427994,3854768.0764695355,-20.643524619517994,21.910794828353062,-3.6428068974512993
1593045376447.0,-2693736.654826755,-4297037.444578523,3854766.025592264,-20.2729588299354,21.963074689173165,-3.827285723847959
1593045377447.0,-2693750.7391422405,-4297030.363084876,3854766.5524376,-20.501532602221598,21.968054702261366,-2.726312589201714
1593045378447.0,-2693762.794277542,-4297022.519096887,3854766.359077934,-20.245459239185173,21.998817874011323,-2.7505197291798673
1593045379447.0,-2693774.629178105,-4297014.506876453,3854765.884321976,-19.80915889546998,22.231296028138,-2.0360548548526385
1593045380447.0,-2693787.394824601,-4297007.459975793,3854766.2657936397,-19.832976730111522,22.027291991426626,-2.355280874222964
1593045381447.0,-2693798.5204623956,-4296998.144952883,3854766.025849691,-19.266686391019448,22.79093726207471,-2.0456369486506243
1593045382447.0,-2693811.253469819,-4296989.596291861,3854766.4067678847,-19.550236751339334,23.05656594759303,-2.359223484549555
1593045383447.0,-2693824.9636270218,-4296981.4088663235,3854767.500842277,-19.949108807857048,23.326270183223578,-1.3548104840660542
1593045384447.0,-2693839.2687667813,-4296972.566091631,3854768.765639674,-20.66494056620064,23.428196277685238,-1.6166711614951454
1593045385447.0,-2693854.1111114975,-4296962.850325582,3854770.3734548073,-21.083899459303655,24.026156410304807,-0.7474958574001769
1593045386447.0,-2693868.442764899,-4296951.496651817,3854771.4313831204,-21.58338461613683,24.570052582431558,-0.9223332409442992
1593045387447.0,-2693883.491814385,-4296940.220881416,3854773.244164205,-22.201967298438785,24.914509540735764,-0.11721557916277758
1593045388447.0,-2693898.159774304,-4296927.965140171,3854775.4776589274,-22.79340955142548,25.22071461018104,-0.25275497806880187
1593045389447.0,-2693913.62172727,-4296917.402668442,3854778.7520998856,-23.11198824538467,25.17455431027949,0.8891300047814761
1593045390447.0,-2693929.2849410833,-4296906.417803837,3854782.895583808,-23.669640442252557,25.00668966770551,1.0039114861277951
1593045391447.0,-2693944.0806209003,-4296895.7174764685,3854785.7508348227,-23.56830418779537,24.752498399374755,1.545051781202905
1593045392447.0,-2693958.9856000915,-4296885.27836525,3854789.896775269,-23.236370006491498,24.695878181280406,2.0219261711195973
1593045393447.0,-2693972.514553656,-4296874.421607148,3854792.847452116,-22.446148451520244,24.7403614215964,2.643756562250713
1593045394447.0,-2693984.972499148,-4296863.441888999,3854796.1699596373,-22.10264385423513,24.4369340487329,2.212925829336299
1593045395447.0,-2693999.050703845,-4296852.472001707,3854801.0878807125,-22.35203085350433,24.556031033373124,3.0943621438846405
1593045396447.0,-2694013.712433216,-4296841.857393164,3854805.9717857228,-22.85520772342235,24.16798625085997,2.8329995583878196
1593045397447.0,-2694025.560964904,-4296829.835215502,3854808.955723811,-22.28568516006283,24.613164433494894,2.7497983645297146
1593045398447.0,-2694036.445485493,-4296817.151196888,3854809.6546952636,-22.086870370156827,24.683033188714347,1.4796001234872562
1593045399447.0,-2694049.1104145627,-4296805.40356952,3854813.184118549,-22.32793500056023,24.70995056039356,2.2014500326896065
1593045400447.0,-2694062.1448780806,-4296793.642897841,3854816.886538992,-22.837279480665046,24.65669355629356,1.9547272268191707
1593045401447.0,-2694075.800313493,-4296780.854119372,3854820.0491360067,-23.124463283929494,24.9951491484423,2.4453462175812613
1593045402447.0,-2694089.7100564516,-4296767.458241549,3854822.896977518,-23.80679143977015,25.23868499947089,1.929097889583326
1593045403447.0,-2694104.072722856,-4296754.055936946,3854826.3661004184,-24.239878763911598,25.59941112803318,2.795017876314017
1593045404447.0,-2694118.487328201,-4296740.9111451935,3854829.733421508,-25.08284452888323,25.440470125709723,2.4083739499317414
1593045405447.0,-2694133.7049712753,-4296728.553746568,3854834.086084328,-25.22627345469987,25.193532544374484,3.099774920045631
1593045406447.0,-2694149.6408289378,-4296717.637756446,3854838.983875741,-25.873918621422835,24.192442613907406,3.0418973107952287
1593045407447.0,-2694163.4897793937,-4296705.811565573,3854841.9343131585,-25.550347417119035,23.817122484910893,3.243772744879663
1593045408447.0,-2694177.972967829,-4296697.298193493,3854845.4300931543,-25.88253049521223,22.020264903584888,2.435237454839337
1593045409447.0,-2694190.678033786,-4296687.435759334,3854847.056849217,-25.998359959698217,20.54511981645641,0.736130197707984
1593045410447.0,-2694202.8469020138,-4296679.473609587,3854847.004995071,-25.874995882698652,18.948773846917536,-0.6206556707796428
1593045411447.0,-2694214.016225422,-4296672.698206655,3854846.187334284,-25.199756885611478,17.75973084370048,-1.001546160546413
1593045412447.0,-2694224.0546302316,-4296666.73091633,3854845.3012455553,-24.458393980893675,16.574964106908723,-1.8367719244347074
1593045413447.0,-2694233.8818920366,-4296661.868194406,3854844.0231973855,-23.59484894417686,15.785712932433201,-2.9598660203909724
1593045414447.0,-2694243.0820884374,-4296658.309841282,3854843.4426059625,-22.627944563630045,15.19122737516892,-2.319983201385022
1593045415447.0,-2694250.764860451,-4296656.003765658,3854842.5211538514,-21.299483436684444,14.678514575183833,-0.8734538012852542
1593045416447.0,-2694256.230159453,-4296652.001568876,3854841.9883458596,-18.606082721882075,15.611480548872427,2.235413981842958
1593045417447.0,-2694259.7038383964,-4296647.459776766,3854844.807672338,-15.406734761810235,16.89142099312517,5.335057372957301
1593045418447.0,-2694262.9074595664,-4296642.431205381,3854850.6886266335,-12.297622755471545,18.19753791515268,7.932700408121073
1593045419447.0,-2694263.9705094304,-4296637.032671015,3854858.1452469476,-10.783572276381483,19.100719886040935,8.029297987592031
1593045420447.0,-2694264.6101835584,-4296630.143368022,3854863.6124278675,-10.945246594747335,19.44398313129011,6.51534803221422
1593045421447.0,-2694267.7454877724,-4296623.7023646105,3854870.9240450165,-12.182827977601605,19.50567667259588,5.958323087340572
1593045422447.0,-2694270.5670739124,-4296614.668822025,3854876.1509272247,-13.630274073740274,19.555362898890223,4.764994518821431
1593045423447.0,-2694272.832193113,-4296604.267049491,3854880.765490626,-14.775154311504998,19.81019777615523,4.814163789354624
1593045424447.0,-2694278.445454253,-4296594.1045312425,3854887.4328672476,-16.883915278917023,19.34379803778868,4.413959165288391
1593045425447.0,-2694285.914032674,-4296585.516493046,3854895.3098298376,-18.80652941482716,18.56841982894121,5.216561148513997
1593045426447.0,-2694292.752115531,-4296575.017180108,3854899.405257141,-20.233384159413017,18.13609640652723,4.065765180963313
1593045427447.0,-2694302.0733285267,-4296566.101029842,3854904.499618947,-21.848415143894975,17.497281706494043,3.9375513778217637
1593045428447.0,-2694312.434111503,-4296557.271478855,3854908.9497036864,-23.215998860944726,16.679384290105283,2.794121736119168
1593045429447.0,-2694323.8107436504,-4296547.755813458,3854912.7777010305,-24.399303907549097,16.629043203637952,2.9765174982250384
1593045430447.0,-2694336.189310852,-4296539.136391666,3854916.500940088,-25.288050386894557,16.274063027583757,2.6008487049492506
1593045431447.0,-2694346.820652049,-4296529.905761362,3854918.4954103082,-25.013904405786604,16.548765199091697,2.869033661172342
1593045432447.0,-2694355.723955898,-4296520.730212896,3854919.5405761474,-24.202974258388075,17.21404768920592,2.3316721387383383
1593045433447.0,-2694365.2686936143,-4296511.006832785,3854922.939316561,-23.396806640756665,18.510179714547775,3.317538617024261
1593045434447.0,-2694374.8666452384,-4296500.595004649,3854926.202244393,-22.871861969337292,19.67861634845962,3.4438967752789713
1593045435447.0,-2694385.9817069066,-4296490.160717453,3854931.5444491836,-22.732029651259996,20.477693199913766,4.878723568853441
1593045436447.0,-2694396.46264653,-4296479.417741072,3854936.240017871,-22.70005046006626,20.8680406411936,5.2257864442972615
1593045437447.0,-2694405.4037418664,-4296468.338666667,3854941.793771907,-21.838780119479466,21.5207363684344,6.4507478416914354
1593045438447.0,-2694415.2563849697,-4296456.985410479,3854947.9107370907,-21.725168940236415,21.817125522281785,6.494381650788734
1593045439447.0,-2694424.1541805062,-4296444.617646191,3854952.337606793,-20.97043093623235,22.5850108148594,6.772390050917975
1593045440447.0,-2694432.920389362,-4296434.633507662,3854959.377432395,-20.635958810933673,22.34603710254348,6.996834430386876
1593045441447.0,-2694438.863608888,-4296422.853870951,3854964.63006961,-19.10494029676066,23.031035992727908,7.188616334150884
1593045442447.0,-2694446.355566979,-4296411.370012901,3854970.3264297326,-18.66716224839713,23.222235765956402,7.071984642709911
1593045443447.0,-2694454.9513691594,-4296401.039634421,3854978.2057295013,-18.828012278332633,22.951902009434882,8.103479283651266
1593045444447.0,-2694463.4946496757,-4296390.864022005,3854987.8199117277,-19.135535428565312,22.40173704358742,8.379349320468872
1593045445447.0,-2694470.6836528233,-4296379.633652391,3854995.437848431,-18.49170742604844,22.7274694712049,8.971898673333525
1593045446447.0,-2694477.1837188187,-4296369.011121298,3855002.666491168,-18.31241132056245,22.440907393693248,8.210754517791468
1593045447447.0,-2694483.0105780787,-4296358.287650651,3855009.1417466355,-18.11694421856522,21.9604870139638,8.190705154475529
1593045448447.0,-2694488.7194351237,-4296349.554607794,3855017.6543079275,-17.78546981483533,21.163487100279788,8.317884314450389
1593045449447.0,-2694494.5348034054,-4296340.166672055,3855025.642212354,-17.278513786247714,21.306872106648626,8.619031147137973
1593045450447.0,-2694499.6696750107,-4296331.202385034,3855033.5618687277,-16.573577543929865,21.542615943118648,8.548652879282265
1593045451447.0,-2694503.697381881,-4296321.476119389,3855041.543124183,-15.592706808302946,21.94462080076671,9.567245227540083
1593045452447.0,-2694508.291367834,-4296310.757435858,3855050.5693749734,-15.506892311032793,22.265197322703514,9.417122509696618
1593045453447.0,-2694511.422849257,-4296301.199191848,3855060.3903534375,-15.320070474694921,21.911754320515435,10.361209732014357
1593045454447.0,-2694514.8662950643,-4296291.264779078,3855070.630881874,-15.528405931524972,21.559926820532603,10.376541419217713
1593045455447.0,-2694517.3223105823,-4296279.504389262,3855080.347232107,-14.956935478863864,22.126943317732216,11.176378398934899
1593045456447.0,-2694518.9117610836,-4296267.495343357,3855090.4434307264,-14.069264051340998,22.403097840025396,12.520771784813752
1593045457447.0,-2694519.5179396477,-4296256.744686805,3855100.3025708944,-13.823822811664762,21.631665421051032,12.396670388901565
1593045458447.0,-2694519.1264209105,-4296246.540454178,3855109.4119408517,-13.350593338790523,21.00159516001549,12.026625817251395
1593045459447.0,-2694520.323278673,-4296237.784463474,3855117.939419519,-14.030787536105208,19.648101677721854,10.71948905630449
1593045460447.0,-2694523.29753011,-4296230.005463123,3855126.444825464,-15.24661267468716,18.230500630751028,10.052041324948336
1593045461447.0,-2694526.7133013112,-4296223.807432049,3855134.8263012874,-16.00427686237868,17.230578979025648,9.034646845706028
1593045462447.0,-2694530.6532061766,-4296215.421119593,3855141.817605417,-16.63234600114932,17.56678259400038,7.817505878620311
1593045463447.0,-2694534.943435164,-4296205.364797166,3855148.6481653634,-17.446371725196038,17.796887805822166,6.353783617973698
1593045464447.0,-2694539.612790763,-4296195.137847885,3855156.255627565,-18.35166130041751,17.837638746259742,6.373931755055732
1593045465447.0,-2694544.142973508,-4296184.551283974,3855161.9882899527,-19.0576205404084,17.558003267046654,5.110750466321414
1593045466447.0,-2694551.5828226046,-4296175.130474929,3855168.7886831057,-20.375698657874814,17.21922910905817,5.713296103401504
1593045467447.0,-2694558.113242408,-4296165.325315761,3855173.7842153413,-20.938882755600172,16.990652922773233,4.938025985465928
1593045468447.0,-2694566.4282179605,-4296156.520299221,3855177.571370666,-21.730847786734007,16.73948085252626,3.9755366016696945
1593045469447.0,-2694573.4320695754,-4296147.158135983,3855180.8577704784,-22.016980636016942,16.46848184411926,2.66940281787563
1593045470447.0,-2694585.270125028,-4296139.000513817,3855186.319866154,-23.542708211961084,16.23702767834662,3.0847855495500216
1593045471447.0,-2694596.329224893,-4296130.453090194,3855189.75629758,-24.28999802092386,15.916633531288017,1.7284011770532899
1593045472447.0,-2694608.0432109954,-4296122.79892019,3855191.638129565,-25.094673868976983,15.637851225967623,1.5331277127312044
1593045473447.0,-2694619.1284438604,-4296114.487863736,3855193.4847571854,-25.37949914405616,15.197499870207952,0.484862997989128
1593045474447.0,-2694630.906015262,-4296107.539654857,3855194.9691078016,-25.833546774252525,14.845054393649171,0.3133133560805477
1593045475447.0,-2694642.7346319417,-4296100.899784081,3855196.081105505,-26.187343360229583,14.084597460760408,-0.350516811263744
1593045476447.0,-2694653.1108699567,-4296094.87040212,3855195.2442981745,-25.94105074340205,13.576328859358178,-0.7592240244398142
1593045477447.0,-2694664.240413687,-4296089.416803892,3855196.195672572,-25.996498877277276,12.510791489885706,-0.6876497769889478
1593045478447.0,-2694674.260967467,-4296086.860599562,3855197.411457908,-25.680535773668765,10.977069138374386,0.902691904265415
1593045479447.0,-2694683.156026592,-4296081.369982781,3855194.5252610813,-24.538398930974793,10.908007475200833,0.011262756946863517
