utcTimeMillis,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,acceleration_x,acceleration_y,acceleration_z
1593045311447.0,-3271362.6943377,-5219630.798703749,4682640.583278226,-590119.6741221901,-941732.24164348,844843.594850424,-239900.2734209844,-382840.8415995537,343462.48935742583
1593045312447.0,-3271370.3692299435,-5219639.812878776,4682625.461822429,-590119.8992708743,-941731.5501994791,844843.3557335108,-239900.15654961122,-382840.55900715303,343462.3930570351
1593045313447.0,-3271375.3446169766,-5219647.324370388,4682610.226081205,-590118.1541949743,-941730.352568087,844843.4806065192,-239899.33861791072,-382840.2548861842,343462.54930795083
1593045314447.0,-3271381.565773651,-5219655.275139339,4682597.430118376,-590118.1383115689,-941730.1001126763,844845.3013583468,-239899.59878463484,-382840.46023138147,343463.3008213279
1593045315447.0,-3271386.426059516,-5219661.78991545,4682586.31773982,-590117.1589015055,-941728.9943149643,844847.311884874,-239899.3188652661,-382840.20628943626,343463.7666653974
1593045316447.0,-3271390.0470600934,-5219667.125413785,4682577.324284475,-590115.9321039284,-941727.7425530296,844849.5405318318,-239899.08301872702,-382840.01900222,343464.08627745183
1593045317447.0,-3271393.480060212,-5219671.63610783,4682571.307005838,-590115.3574683876,-941726.714455622,844852.1879570273,-239899.2262317381,-382840.0078881813,343464.3713769639
1593045318447.0,-3271397.1479899855,-5219675.899407113,4682568.764420815,-590115.2405336838,-941726.092530448,844855.2291239162,-239899.44256592015,-382840.1264170994,343464.6199688313
1593045319447.0,-3271397.440289491,-5219677.78614466,4682565.189794999,-590113.1084283884,-941724.4111916118,844855.5568976516,-239898.79015255754,-382839.7961976717,343463.6652330487
1593045320447.0,-3271397.846753355,-5219677.837853537,4682562.92759826,-590112.538249666,-941722.7732263894,844856.4137286637,-239899.1314247014,-382839.7026622835,343463.4322465233
1593045321447.0,-3271396.3639623653,-5219677.935011238,4682561.969253701,-590111.3206924911,-941722.302255153,844857.5750824295,-239899.0808478925,-382840.12091654085,343463.4610713913
1593045322447.0,-3271396.6051703636,-5219679.27355384,4682562.905630967,-590112.1030106602,-941723.0159293478,844859.030333196,-239899.847137346,-382840.7738379246,343463.5444111082
1593045323447.0,-3271395.4367044796,-5219678.828277158,4682561.011663818,-590111.5671803585,-941722.1637380747,844857.68307609,-239899.69699671678,-382840.463489473,343462.5106882444
1593045324447.0,-3271396.6251101214,-5219679.420520779,4682561.695091456,-590112.8480136503,-941722.5649208599,844858.7136454334,-239900.31325090275,-382840.8147313138,343462.93275459285
1593045325447.0,-3271394.8177758027,-5219678.264693506,4682560.153028862,-590111.4407945232,-941721.6750725055,844857.6708824681,-239899.57175151384,-382840.499854161,343462.33020704123
1593045326447.0,-3271393.6427935907,-5219678.002384903,4682560.293553563,-590111.38501927,-941721.9745007723,844858.3296241548,-239899.77549442148,-382840.8259124177,343462.7046509975
1593045327447.0,-3271393.5017107213,-5219677.345170519,4682559.373748634,-590112.0615630619,-941721.914180144,844857.9047525354,-239900.15057140792,-382840.8515813935,343462.46046188043
1593045328447.0,-3271394.626321744,-5219677.824335491,4682561.65299781,-590113.0213482975,-941722.5506405096,844859.6740473817,-239900.39554147635,-382841.1072474404,343463.15986780147
1593045329447.0,-3271395.490895243,-5219676.660728422,4682562.4275614275,-590113.0988438167,-941721.7948092883,844859.2185522423,-239900.14243123573,-382840.7118424774,343462.5786972214
1593045330447.0,-3271396.0292631323,-5219677.470490082,4682562.2714642165,-590112.8480776917,-941722.7134974629,844858.4361039004,-239899.89005584348,-382841.15537405765,343462.19845656765
1593045331447.0,-3271395.150006305,-5219676.709120213,4682561.926385503,-590111.8771411076,-941722.0511789063,844858.1174956225,-239899.51385056635,-382840.74791232235,343462.23368112865
1593045332447.0,-3271395.0283574974,-5219677.12925869,4682562.850667203,-590112.1043363612,-941722.5806378528,844858.8004679944,-239899.82967696345,-382841.0289661066,343462.6250849975
1593045333447.0,-3271395.630983047,-5219678.362539501,4682560.657704769,-590112.6747138642,-941723.2537461859,844857.0871848436,-239900.1014815346,-382841.1914335523,343461.8994982479
1593045334447.0,-3271396.9200311946,-5219679.894454445,4682559.072552869,-590113.3422615529,-941723.75580192,844856.7421560814,-239900.26054994503,-382841.2076775802,343462.08354575315
1593045335447.0,-3271397.503674022,-5219681.89816057,4682556.361508161,-590113.1904217522,-941724.3114817488,844855.7691075496,-239900.03039706647,-382841.2478920766,343461.9004509427
1593045336447.0,-3271399.516431447,-5219684.339814499,4682551.920807193,-590114.1430383209,-941724.9772270389,844854.0834508829,-239900.37350652882,-382841.3544419191,343461.494445972
1593045337447.0,-3271402.43724816,-5219688.199281404,4682545.583077665,-590115.0806263287,-941726.1631175877,844852.1790054685,-239900.51482663865,-382841.60201524256,343461.22146938276
1593045338447.0,-3271407.1143348785,-5219695.127014257,4682538.60072017,-590116.5248352018,-941728.5734850612,844851.0431152765,-239900.76732964307,-382842.18450971326,343461.37837090174
1593045339447.0,-3271409.5893207053,-5219701.374270534,4682528.79696467,-590115.5386737494,-941728.8780879031,844848.8174492777,-239899.93538441038,-382841.6065177894,343461.0208650058
1593045340447.0,-3271412.7748418124,-5219707.962599083,4682517.959650726,-590115.722830252,-941729.2771018457,844847.5885420144,-239900.04261305425,-382841.41419336543,343461.30219963496
1593045341447.0,-3271416.3420678233,-5219715.335325355,4682506.58148417,-590115.9554599533,-941729.8028348109,844846.9169109098,-239900.0895523727,-382841.3504718756,343461.66021693626
1593045342447.0,-3271420.5258898023,-5219723.159726835,4682495.732654311,-590116.3591462752,-941730.2290864908,844847.1539519595,-239900.1562226585,-382841.2767105525,343462.19037713186
1593045343447.0,-3271424.895296397,-5219730.82668861,4682485.257146723,-590116.518553741,-941730.191419875,844847.542296727,-239900.06853311643,-382841.0496408128,343462.48632411286
1593045344447.0,-3271430.70227765,-5219738.67096166,4682476.160885071,-590117.3441744605,-941730.203567404,844848.6069992945,-239900.24211720415,-382840.9522758905,343462.8767159801
1593045345447.0,-3271434.1923147906,-5219745.815549135,4682465.935030245,-590116.0701093611,-941729.6346722107,844848.3223608807,-239899.49506749777,-382840.65999580355,343462.5459500948
1593045346447.0,-3271437.0766477045,-5219752.392681328,4682455.751056392,-590115.2761350909,-941728.9605334728,844848.4233448459,-239899.3698327088,-382840.47020039277,343462.5896415892
1593045347447.0,-3271439.1006543445,-5219757.337289759,4682446.417598595,-590114.6062243191,-941727.5938414473,844849.2208108832,-239899.40630849445,-382840.1114664555,343462.919716355
1593045348447.0,-3271442.0600894457,-5219762.085559433,4682438.973860925,-590115.1070595881,-941726.8483367207,844850.8709348172,-239899.88654521914,-382840.1665128205,343463.42898179893
1593045349447.0,-3271444.692034573,-5219763.188738858,4682431.910651328,-590115.386387573,-941724.0766076901,844851.8702926305,-239900.0757118307,-382839.37966220797,343463.45531313866
1593045350447.0,-3271450.6207101857,-5219763.574535729,4682429.347131788,-590117.5997040677,-941722.4356505158,844855.4042898812,-239900.86989657473,-382839.42976688204,343464.5108966279
1593045351447.0,-3271455.927831049,-5219762.36625037,4682426.258014536,-590117.8709158632,-941720.591578927,844856.5271886275,-239900.44023006037,-382839.3095113892,343464.1076093283
1593045352447.0,-3271465.475159665,-5219758.010244118,4682426.218296991,-590120.7711726546,-941717.8229500095,844858.7166341211,-239901.2949923182,-382838.8624605549,343464.306470579
1593045353447.0,-3271473.9611890037,-5219752.06773029,4682424.5205561295,-590121.5096948066,-941715.888796459,844858.1706277679,-239900.96315120795,-382838.98658503784,343463.2886217894
1593045354447.0,-3271485.370502874,-5219745.746944987,4682424.452731655,-590123.667524004,-941715.1941531032,844858.7153686434,-239901.36704687524,-382839.5714020452,343463.18589031586
1593045355447.0,-3271496.619173147,-5219738.355475694,4682423.894785562,-590124.3522394556,-941714.4389585973,844858.4217189809,-239900.98321126122,-382839.84661048953,343462.7769726158
1593045356447.0,-3271510.952449656,-5219730.188091699,4682423.986778026,-590126.4893619479,-941713.816680361,844858.6295049647,-239901.3489394583,-382840.0547716174,343462.7619652281
1593045357447.0,-3271525.121860117,-5219721.71208711,4682423.616031334,-590127.0496103383,-941713.5314904,844858.2898050342,-239900.88421937206,-382840.3118953873,343462.50963116286
1593045358447.0,-3271540.9155214056,-5219713.494550457,4682423.844776283,-590128.0843661313,-941713.6522940898,844858.4303675811,-239900.80865006492,-382840.59590518137,343462.5487606847
1593045359447.0,-3271556.549577617,-5219704.870020646,4682421.905021254,-590128.2777526573,-941713.5683109853,844857.1182424424,-239900.44252977218,-382840.67544455105,343462.0189038113
1593045360447.0,-3271572.230917448,-5219695.473852873,4682419.983734145,-590128.2862435514,-941713.1360401042,844856.6167231859,-239900.1914185292,-382840.60101854894,343462.0818705095
1593045361447.0,-3271588.62366004,-5219686.871686967,4682418.929384969,-590128.7232526492,-941713.4912415516,844857.0464688519,-239900.24065774027,-382840.8689023864,343462.4796565328
1593045362447.0,-3271606.2910637697,-5219678.505258961,4682418.633674342,-590129.5007341483,-941713.8483215554,844857.6091354119,-239900.33910145797,-382841.009969893,343462.677925807
1593045363447.0,-3271622.0919131334,-5219669.840033681,4682416.881687952,-590128.5128654521,-941713.8750056527,844856.8021166876,-239899.69567818494,-382840.9710876179,343462.2192992425
1593045364447.0,-3271639.445679051,-5219661.633546059,4682416.086580208,-590128.9466637624,-941714.1400139201,844857.0487301494,-239899.9020487572,-382841.0322690459,343462.4000076044
1593045365447.0,-3271655.301598689,-5219653.581987666,4682414.559431794,-590128.0455149455,-941714.3730399332,844856.8313424692,-239899.4535920266,-382841.06299377466,343462.34777684463
1593045366447.0,-3271670.9589615143,-5219645.491586238,4682413.224597242,-590127.6340387688,-941714.3789030525,844856.9812178027,-239899.45712624158,-382840.9765674363,343462.48809279944
1593045367447.0,-3271686.2865665685,-5219637.186859828,4682412.542975237,-590127.3426497771,-941714.1919699532,844857.3598479817,-239899.52778602848,-382840.8481577307,343462.61255153595
1593045368447.0,-3271701.098575917,-5219629.3240894945,4682411.061183019,-590126.9876036323,-941714.4450882536,844856.9836187054,-239899.5557671903,-382840.97012629994,343462.37875987694
1593045369447.0,-3271715.31682935,-5219621.188898826,4682408.906510055,-590126.5179458965,-941714.3720898796,844856.4111406206,-239899.53352507876,-382840.90226249496,343462.2029801486
1593045370447.0,-3271730.0651930403,-5219613.746145566,4682408.022742931,-590126.7028290364,-941714.8104988774,844857.085705009,-239899.77502925514,-382841.07461746945,343462.6182676936
1593045371447.0,-3271741.7039597696,-5219605.3150720075,4682405.263546123,-590124.8793401998,-941714.3832262773,844856.1876872883,-239899.14031575673,-382840.8309109999,343462.2145969094
1593045372447.0,-3271755.427305967,-5219598.229432776,4682403.978009266,-590125.6559074963,-941715.0552909661,844856.7487795332,-239899.88368635895,-382841.1303973034,343462.5784007359
1593045373447.0,-3271768.5195326824,-5219590.288635579,4682401.92146443,-590125.6043588283,-941714.7689713251,844856.5279311656,-239899.90634896865,-382840.901062545,343462.4585168562
1593045374447.0,-3271781.872267289,-5219582.770087125,4682400.975074664,-590125.6757294652,-941714.8712655562,844857.1729111706,-239899.93962332606,-382840.9329909367,343462.74163978273
1593045375447.0,-3271795.786753686,-5219576.063849468,4682399.523481437,-590125.9651428628,-941715.4110294605,844857.1372098547,-239900.0111394145,-382841.1119493636,343462.6180277277
1593045376447.0,-3271807.2577394,-5219568.292624783,4682397.113825017,-590124.4538750065,-941714.9258626127,844856.5912468488,-239899.34211475737,-382840.8045562442,343462.38960961
1593045377447.0,-3271821.6818840494,-5219561.307749665,4682397.879089034,-590125.7399269892,-941715.1805419612,844858.3502241549,-239900.1044874748,-382840.9309396843,343463.14655436313
1593045378447.0,-3271833.300842585,-5219553.353215368,4682397.357923628,-590124.3927474181,-941714.6954018624,844858.1568135543,-239899.4272176382,-382840.7188558148,343462.73244734196
1593045379447.0,-3271845.1198773202,-5219545.333574649,4682396.729161948,-590124.1201970914,-941714.543823123,844858.05932396,-239899.56435897312,-382840.76830525754,343462.6009528797
1593045380447.0,-3271858.21764928,-5219538.384087695,4682397.145630788,-590124.9645206097,-941715.0325737819,844858.7149242195,-239900.08093117387,-382840.99044215545,343462.8429206419
1593045381447.0,-3271869.2676568013,-5219528.601031341,4682396.879247535,-590124.088002301,-941713.3427004276,844858.5472328695,-239899.68215562936,-382840.2444043534,343462.64353531075
1593045382447.0,-3271882.5166791105,-5219520.154943693,4682397.523918047,-590125.2342145304,-941713.4813374691,844859.176215111,-239900.2895581033,-382840.5866087348,343462.8924843243
1593045383447.0,-3271896.5871120645,-5219512.083845688,4682398.839934808,-590126.229807771,-941713.7330593781,844859.8210952174,-239900.50798422334,-382840.76979994215,343463.00141197216
1593045384447.0,-3271910.992034603,-5219503.08209299,4682400.0310310945,-590126.7061260061,-941713.0881977496,844859.8980768361,-239900.38343408634,-382840.47095223574,343462.8148032599
1593045385447.0,-3271925.8063419275,-5219493.195804148,4682401.721327776,-590127.0464946468,-941712.2731987946,844860.252760622,-239900.2528853427,-382840.2754036822,343462.84251213464
1593045386447.0,-3271939.8698572265,-5219481.636013685,4682402.522616651,-590126.6402269774,-941711.0358686824,844859.8301640883,-239899.9005136611,-382840.06370698655,343462.55942001153
1593045387447.0,-3271954.779966469,-5219470.424628477,4682404.328743241,-590127.0670285302,-941710.951565979,844860.3022585742,-239900.07706756686,-382840.44356293115,343462.76916471124
1593045388447.0,-3271968.999483538,-5219458.0733822845,4682406.47639216,-590126.795055576,-941710.3722182862,844860.7259594441,-239899.89306628276,-382840.467888528,343462.8510786702
1593045389447.0,-3271984.149513481,-5219447.8604763895,4682409.836341564,-590127.2004206429,-941711.5796053014,844861.6171817589,-239900.0451471485,-382841.1713825086,343463.0537091817
1593045390447.0,-3271999.4480889025,-5219436.898648455,4682413.877409574,-590127.333374778,-941711.5871962272,844862.2422822379,-239899.98255472543,-382841.03516173584,343463.0068585388
1593045391447.0,-3272013.6984724537,-5219426.22190171,4682416.3432245385,-590126.6268311419,-941711.7556653884,844861.390302435,-239899.61553234316,-382841.0303905095,343462.4051701587
1593045392447.0,-3272028.3450823473,-5219415.736177729,4682420.516183889,-590126.44748841,-941711.8432499585,844862.2533076811,-239899.60264484896,-382840.9767876193,343462.8196260131
1593045393447.0,-3272041.661257363,-5219404.74056166,4682422.945527765,-590125.5476430396,-941711.5038246418,844861.4939691899,-239899.3289418965,-382840.7743856769,343462.39135897584
1593045394447.0,-3272054.089816889,-5219393.607691751,4682425.975456848,-590124.7881758206,-941711.2576444093,844861.533927063,-239899.3017996024,-382840.7120872916,343462.4888192235
1593045395447.0,-3272068.485720052,-5219382.461042217,4682431.057997115,-590125.8417942326,-941711.1644031645,844862.8142096396,-239899.99883990723,-382840.7469714279,343462.992810757
1593045396447.0,-3272083.174482608,-5219371.721425615,4682435.767304565,-590126.3962441434,-941711.3272693338,844862.9104940675,-239900.10731818146,-382840.8396421841,343462.7280907732
1593045397447.0,-3272094.4709451906,-5219359.2612120835,4682438.477808758,-590124.5403542126,-941710.3062314852,844861.6920006345,-239899.26740478622,-382840.43324302876,343462.12547244405
1593045398447.0,-3272105.2451786064,-5219346.388141181,4682438.918975291,-590123.7948803287,-941709.7619751793,844860.0014967492,-239899.39170964563,-382840.4612242482,343461.7331309494
1593045399447.0,-3272118.1479092753,-5219334.6080616815,4682443.023056498,-590124.9873740114,-941710.2076081722,844861.7043116628,-239900.206658394,-382840.8354116542,343462.84347550827
1593045400447.0,-3272131.136506323,-5219322.707565879,4682446.734041406,-590125.5027839686,-941710.2201541263,844862.067139392,-239900.30928780595,-382840.8176623178,343462.81499082356
1593045401447.0,-3272144.684019207,-5219309.69404304,4682449.794174464,-590125.9151763048,-941709.5528400638,844861.7095808,-239900.28148396595,-382840.5617871103,343462.5102509696
1593045402447.0,-3272158.579389524,-5219296.124857915,4682452.572357665,-590126.37207619,-941708.9226394687,844861.4495333475,-239900.30959124592,-382840.4582192994,343462.4288430411
1593045403447.0,-3272172.7332448317,-5219282.819816288,4682456.114144087,-590126.5744301195,-941709.0356064969,844861.8424994911,-239900.1918808738,-382840.74253030604,343462.6381097908
1593045404447.0,-3272186.947016862,-5219269.8949036,4682459.333704864,-590126.7815233516,-941709.4678080122,844861.8228205501,-239900.17335892588,-382841.026918901,343462.5843144539
1593045405447.0,-3272201.675582991,-5219257.701393527,4682463.573709523,-590126.7790577877,-941710.094661361,844862.135389339,-239899.97937079222,-382841.22170850256,343462.5999038357
1593045406447.0,-3272217.47767343,-5219247.026913821,4682468.395931129,-590127.43196781,-941711.314426048,844862.5707667279,-239900.13674151662,-382841.53729441715,343462.6372300455
1593045407447.0,-3272230.563146408,-5219234.943133141,4682470.839295885,-590125.7900200372,-941710.9599077544,844861.1443050923,-239899.29919006967,-382841.10544933745,343461.92760644655
1593045408447.0,-3272244.8882225314,-5219226.7824467085,4682474.162057806,-590125.9989865306,-941713.3431603047,844861.0164128691,-239899.64706312033,-382841.9560166765,343462.0628731202
1593045409447.0,-3272256.974955155,-5219216.238219465,4682475.610482487,-590124.8328965844,-941712.8702310673,844859.5875444729,-239899.33591144835,-382841.2873995428,343461.57451823604
1593045410447.0,-3272268.514829225,-5219208.009783996,4682475.693196272,-590124.0233942391,-941714.331239278,844858.1355547974,-239899.3285231192,-382841.7702876893,343461.33871576935
1593045411447.0,-3272278.9513003454,-5219200.941042784,4682475.045019184,-590122.8277537371,-941715.758952878,844857.233901443,-239899.12038876023,-382842.01192749565,343461.4666721008
