WlsPositionXEcefMeters	WlsPositionYEcefMeters	WlsPositionZEcefMeters
-2677822.565	-4321158.696	3839088.723
-2677822.565	-4321158.696	3839088.723
-2677822.565	-4321158.696	3839088.723
-2677822.565	-4321158.696	3839088.723
-2677822.565	-4321158.696	3839088.723
-2677822.565	-4321158.696	3839088.723
-2677822.565	-4321158.696	3839088.723
-2677822.565	-4321158.696	3839088.723
-2677822.565	-4321158.696	3839088.723
-2677822.565	-4321158.696	3839088.723
-2677822.565	-4321158.696	3839088.723
-2677822.565	-4321158.696	3839088.723
-2677822.565	-4321158.696	3839088.723
-2677822.565	-4321158.696	3839088.723
-2677822.565	-4321158.696	3839088.723
-2677822.565	-4321158.696	3839088.723
-2677822.565	-4321158.696	3839088.723
-2677822.565	-4321158.696	3839088.723
-2677822.565	-4321158.696	3839088.723
-2677822.565	-4321158.696	3839088.723
-2677822.565	-4321158.696	3839088.723
-2677822.565	-4321158.696	3839088.723
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677822.893	-4321159.251	3839087.765
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677823.017	-4321159.218	3839087.704
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.992	-4321158.477	3839088.023
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677822.169	-4321158.766	3839088.747
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.131	-4321158.526	3839088.011
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.019	-4321158.581	3839087.537
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.52	-4321159.119	3839087.44
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.025	-4321158.497	3839087.368
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.038	-4321157.933	3839086.138
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677823.11	-4321157.618	3839086.539
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677822.86	-4321158.573	3839087.075
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.571	-4321158.51	3839086.7
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.755	-4321159.879	3839087.35
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677823.336	-4321159.535	3839087.16
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
-2677822.264	-4321158.196	3839087.792
