,MessageType,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos,ArrivalTimeNanosSinceGpsEpoch,RawPseudorangeMeters,RawPseudorangeUncertaintyMeters,SignalType,ReceivedSvTimeNanosSinceGpsEpoch,SvPositionXEcefMeters,SvPositionYEcefMeters,SvPositionZEcefMeters,SvElevationDegrees,SvAzimuthDegrees,SvVelocityXEcefMetersPerSecond,SvVelocityYEcefMetersPerSecond,SvVelocityZEcefMetersPerSecond,SvClockBiasMeters,SvClockDriftMetersPerSecond,IsrbMeters,IonosphericDelayMeters,TroposphericDelayMeters,WlsPositionXEcefMeters,WlsPositionYEcefMeters,WlsPositionZEcefMeters,Constellation,SvName,UnixTime,Epoch,tTxSeconds
10,Raw,1593045252440,1047929361000000,18,,-1276032541079953176,0.0380287170410156,19.234470528317612,-23.2641166683645,11.553386176528962,403,32,0.0,16399,347670356435173,21,29.5,-692.4752197265625,0.0507000014185905,29,-332741.0464640521,0.0054423989019967,1575420000,,,,0,,1,,,,,,,,,1.277080470440953e+18,25337859.853229266,6.295641618000001,GPS_L1_CA,1.2770804703564352e+18,-15504229.41798918,-15435969.394643381,-15077737.28000434,-43.04474856725917,-137.324959330609,-334.16201831570817,-1906.6985393797622,2268.0081532110053,91723.370102603,0.0020108649348472086,0.0,8.823082605812399,36.08127767686372,-2692782.888961565,-4297236.398702481,3855230.953569544,G,G32,2020-06-25 00:34:12.440000+00:00,0,347670.356435173
11,Raw,1593045253440,1047930361000000,18,,-1276032541079953199,0.4292418956756592,23.766435333527625,-24.65306150759034,15.465306011688623,403,10,0.0,16399,347671368543420,6,41.6,-384.0425109863281,0.0311000011861324,25,-62243.669827785714,0.000932438988831,1575420000,,,,0,,1,,,,,,,,,1.277080471440953e+18,21707898.72302814,1.7987547480000003,GPS_L1_CA,1.2770804713685435e+18,-22401557.229020923,-11771488.621138992,8544039.958239092,15.11885487866396,-156.37310156595345,1087.475608137382,45.32122445634552,2920.743708983127,-114233.03417283113,-0.003305998282713581,0.0,2.990251548085689,3.3304420392064684,-2692780.859573388,-4297232.898753325,3855231.0261780913,G,G10,2020-06-25 00:34:13.440000+00:00,1,347671.36854342005
12,Raw,1593045253440,1047930361000000,18,,-1276032541079953199,0.4292418956756592,23.766435333527625,-24.65306150759034,15.465306011688623,403,13,0.0,16399,347671360572092,46,23.8,408.0942993164063,0.9164999723434448,16,0.0,0.0,1575420000,,,,0,,1,,,,,,,,,1.277080471440953e+18,24097642.73767236,13.790453068,GPS_L1_CA,1.2770804713605722e+18,13603707.815885691,-8030779.82079128,21218620.907103688,49.286462801113295,-19.242948480967684,458.11447316571605,2683.354267105804,727.4145776172268,6339.733905694403,0.0009543087826401152,0.0,4.2332827551283545,9.600783847155498,-2692780.859573388,-4297232.898753325,3855231.0261780913,G,G13,2020-06-25 00:34:13.440000+00:00,1,347671.360572092
13,Raw,1593045253440,1047930361000000,18,,-1276032541079953199,0.4292418956756592,23.766435333527625,-24.65306150759034,15.465306011688623,403,15,0.0,16399,347671367736705,7,40.2,258.06231689453125,0.0299000013619661,25,56676.56603073292,0.0010085564157135,1575420000,,,,0,,1,,,,,,,,,1.277080471440953e+18,21949745.79578361,2.098547206,GPS_L1_CA,1.2770804713677368e+18,7425529.140692399,-17656109.92103485,17927737.89998135,41.56321180463032,-58.73649871326901,1089.5828115739562,2112.317528132836,1638.5725697784715,-66547.59196523673,0.0007838965000254878,0.0,3.190004533653952,4.112318493479681,-2692780.859573388,-4297232.898753325,3855231.0261780913,G,G15,2020-06-25 00:34:13.440000+00:00,1,347671.367736705
14,Raw,1593045253440,1047930361000000,18,,-1276032541079953199,0.4292418956756592,23.766435333527625,-24.65306150759034,15.465306011688623,403,16,0.0,16399,347671363510604,9,38.6,133.42926025390625,0.0246000010520219,25,41666.100994032015,0.0013320557236479,1575420000,,,,0,,1,,,,,,,,,1.277080471440953e+18,23216699.002329867,2.6981321220000005,GPS_L1_CA,1.2770804713635105e+18,-22799414.52893033,1697668.7569759265,13672076.916332394,27.551389333276518,168.2011471405283,-1600.844342569771,-728.3957366188331,-2495.6122572346785,-52342.416716128406,-0.001397380717436348,0.0,4.307349632982647,5.539738744412603,-2692780.859573388,-4297232.898753325,3855231.0261780913,G,G16,2020-06-25 00:34:13.440000+00:00,1,347671.363510604
15,Raw,1593045253440,1047930361000000,18,,-1276032541079953199,0.4292418956756592,23.766435333527625,-24.65306150759034,15.465306011688623,403,18,0.0,16399,347671371933713,8,39.6,120.85888671875,0.0361000001430511,25,173741.72124363348,0.0011607913580907,1575420000,,,,0,,1,,,,,,,,,1.277080471440953e+18,20691514.451217946,2.3983396640000003,GPS_L1_CA,1.2770804713719337e+18,-2060323.323235386,-17345397.73087954,19990137.788610715,50.20143297676042,-91.43610016233781,1897.449718749201,-1692.6639517446338,-1274.8703679989158,68753.71829266069,0.003067421087069291,0.0,2.381526192285181,2.831021898943323,-2692780.859573388,-4297232.898753325,3855231.0261780913,G,G18,2020-06-25 00:34:13.440000+00:00,1,347671.37193371303
16,Raw,1593045253440,1047930361000000,18,,-1276032541079953199,0.4292418956756592,23.766435333527625,-24.65306150759034,15.465306011688623,403,20,0.0,16399,347671373704447,6,42.1,-60.69405364990234,0.0386000014841556,25,-444430.4334062071,0.000932438988831,1575420000,,,,0,,1,,,,,,,,,1.277080471440953e+18,20160661.75289377,1.7987547480000003,GPS_L1_CA,1.2770804713737044e+18,-13620110.01443782,-14625466.073520645,17521772.084062584,41.85856389388904,-135.01086715314324,2248.103554908737,64.67469433610049,1771.038890905571,158123.12382292698,-3.4082456522925504e-05,0.0,2.2605997988362403,2.5562408746692777,-2692780.859573388,-4297232.898753325,3855231.0261780913,G,G20,2020-06-25 00:34:13.440000+00:00,1,347671.373704447
17,Raw,1593045253440,1047930361000000,18,,-1276032541079953199,0.4292418956756592,23.766435333527625,-24.65306150759034,15.465306011688623,403,21,0.0,16399,347671369207901,6,42.2,-210.2239532470703,0.0323000028729438,25,-297063.9303068123,0.0008372921387687,1575420000,,,,0,,1,,,,,,,,,1.277080471440953e+18,21508692.33074384,1.7987547480000003,GPS_L1_CA,1.2770804713692078e+18,-13217229.358145544,-8678714.613764886,22099842.00970212,56.66359184103845,-152.75836435206082,1684.6272989914132,-2019.9442231534397,250.6044748221949,4721.051708171751,0.001397380717436348,0.0,2.466203220092897,2.9089220149722417,-2692780.859573388,-4297232.898753325,3855231.0261780913,G,G21,2020-06-25 00:34:13.440000+00:00,1,347671.369207901
18,Raw,1593045253440,1047930361000000,18,,-1276032541079953199,0.4292418956756592,23.766435333527625,-24.65306150759034,15.465306011688623,403,26,0.0,16399,347671362293524,8,39.9,425.770751953125,0.0226000007241964,25,64388.10959694757,0.0011607913580907,1575420000,,,,0,,1,,,,,,,,,1.277080471440953e+18,23581570.407112505,2.3983396640000003,GPS_L1_CA,1.2770804713622935e+18,-26240108.983316377,-4534823.19147787,1656420.4177562504,-1.8423813618066722,-175.75482727561354,-142.82548957390708,-345.4455847824821,-3119.9405532464802,69413.33652306195,0.00207902984789186,0.0,5.21477031953404,6.713204369842644,-2692780.859573388,-4297232.898753325,3855231.0261780913,G,G26,2020-06-25 00:34:13.440000+00:00,1,347671.362293524
19,Raw,1593045253440,1047930361000000,18,,-1276032541079953199,0.4292418956756592,23.766435333527625,-24.65306150759034,15.465306011688623,403,27,0.0,81935,347671363443021,12,22.4,-591.5195922851562,1.0010000467300415,16,0.0,0.0,1176450000,,,,0,,1,,,,,,,,,1.277080471440953e+18,23236959.87601888,3.5975094960000007,GPS_L5_Q,1.277080471363443e+18,-14012019.823070059,4721213.752519349,21911507.056433864,53.61123822995681,148.97829135211884,-781.6909265132413,-2702.2513697512936,114.25481211066533,-98694.80189030364,-0.0029310912609619997,-2351.597782466964,7.313154696347048,5.948623024750816,-2692780.859573388,-4297232.898753325,3855231.0261780913,G,G27,2020-06-25 00:34:13.440000+00:00,1,347671.363443021
20,Raw,1593045253440,1047930361000000,18,,-1276032541079953199,0.4292418956756592,23.766435333527625,-24.65306150759034,15.465306011688623,403,29,0.0,16399,347671363764897,21,30.1,638.8854370117188,0.0312000010162591,21,695899.0338275125,0.0054423989019967,1575420000,,,,0,,1,,,,,,,,,1.277080471440953e+18,23140463.87880767,6.295641618000001,GPS_L1_CA,1.277080471363765e+18,-2898725.945023369,-26132427.835622262,-3680365.3218168104,-14.629954822876044,-92.94829106894572,291.9811917429033,410.34182717009037,-3185.9888494146785,-40624.24649976258,-0.0025902666957327448,0.0,4.553098067244688,5.637333590434487,-2692780.859573388,-4297232.898753325,3855231.0261780913,G,G29,2020-06-25 00:34:13.440000+00:00,1,347671.36376489705
21,Raw,1593045253440,1047930361000000,18,,-1276032541079953199,0.4292418956756592,23.766435333527625,-24.65306150759034,15.465306011688623,403,32,0.0,16399,347671356437467,24,28.4,-695.5223388671875,0.0573000013828277,21,-333435.59907430026,0.1902936689331115,1575420000,,,,0,,1,,,,,,,,,1.277080471440953e+18,25337172.129330613,7.195018992000001,GPS_L1_CA,1.2770804713564375e+18,-15504563.570575535,-15437876.04901383,-15075469.032680316,-43.03871177695436,-137.32137526199813,-334.19310172580765,-1906.4038980299354,2268.328553666911,91723.370102603,0.0020108649348472086,0.0,8.821302206179496,36.03536267251207,-2692780.859573388,-4297232.898753325,3855231.0261780913,G,G32,2020-06-25 00:34:13.440000+00:00,1,347671.35643746704
22,Raw,1593045254440,1047931361000000,18,,-1276032541079953240,0.7080936431884766,18.155287762056105,-33.2466483242441,9.604429086212646,403,10,0.0,16399,347672368544713,6,42.2,-380.3914184570313,0.0308000016957521,25,-62625.43427646192,0.0008372921387687,1575420000,,,,0,,1,,,,,,,,,1.2770804724409533e+18,21707511.091379944,1.7987547480000003,GPS_L1_CA,1.2770804723685448e+18,-22400469.51673692,-11771443.334038928,8546960.702201001,15.126418251773787,-156.37210403179236,1087.8317084659911,45.346247699682465,2920.564911810219,-114233.03417283113,-0.003305998282713581,0.0,2.9899003870562524,3.3301206587228447,-2692782.763580238,-4297236.193331842,3855230.916297267,G,G10,2020-06-25 00:34:14.440000+00:00,2,347672.368544713
23,Raw,1593045254440,1047931361000000,18,,-1276032541079953240,0.7080936431884766,18.155287762056105,-33.2466483242441,9.604429086212646,403,13,0.0,16399,347672360570740,35,25.4,411.6813659667969,0.7864999771118164,16,0.0,0.0,1575420000,,,,0,,1,,,,,,,,,1.2770804724409533e+18,24098048.05707558,10.49273603,GPS_L1_CA,1.2770804723605706e+18,13604166.048472047,-8028096.321182423,21219348.11546973,49.28834952561462,-19.233446015341414,458.2853161775045,2683.4175954176935,726.9577038516838,6339.733905694403,0.0009543087826401152,0.0,4.233354545526742,9.603309044445783,-2692782.763580238,-4297236.193331842,3855230.916297267,G,G13,2020-06-25 00:34:14.440000+00:00,2,347672.36057074
24,Raw,1593045254440,1047931361000000,18,,-1276032541079953240,0.7080936431884766,18.155287762056105,-33.2466483242441,9.604429086212646,403,15,0.0,16399,347672367735843,7,40.3,261.7533264160156,0.0299000013619661,25,56936.929150294105,0.0010085564157135,1575420000,,,,0,,1,,,,,,,,,1.2770804724409533e+18,21950004.216882404,2.098547206,GPS_L1_CA,1.2770804723677358e+18,7426618.9001270505,-17653997.441189434,17929376.33233715,41.56822782502223,-58.729866479364006,1089.7664806334374,2112.4543811648537,1638.176795709705,-66547.59196523673,0.0007838965000254878,0.0,3.190095265514961,4.112642970538114,-2692782.763580238,-4297236.193331842,3855230.916297267,G,G15,2020-06-25 00:34:14.440000+00:00,2,347672.367735843
25,Raw,1593045254440,1047931361000000,18,,-1276032541079953240,0.7080936431884766,18.155287762056105,-33.2466483242441,9.604429086212646,403,16,0.0,16399,347672363510138,9,38.9,137.1039581298828,0.0246000010520219,25,41801.81551792039,0.0013320557236479,1575420000,,,,0,,1,,,,,,,,,1.2770804724409533e+18,23216838.705615293,2.6981321220000005,GPS_L1_CA,1.27708047236351e+18,-22801015.289367918,1696940.4046456032,13669581.098164663,27.54461656775852,168.2038983852516,-1600.591065561367,-728.1890468639973,-2495.900558191535,-52342.416716128406,-0.001397380717436348,0.0,4.307493747156887,5.5399607307219325,-2692782.763580238,-4297236.193331842,3855230.916297267,G,G16,2020-06-25 00:34:14.440000+00:00,2,347672.363510138
26,Raw,1593045254440,1047931361000000,18,,-1276032541079953240,0.7080936431884766,18.155287762056105,-33.2466483242441,9.604429086212646,403,18,0.0,16399,347672371933288,8,39.8,124.45580291748048,0.0361000001430511,25,173864.828434263,0.0011607913580907,1575420000,,,,0,,1,,,,,,,,,1.2770804724409533e+18,20691641.863012597,2.3983396640000003,GPS_L1_CA,1.2770804723719332e+18,-2058425.8783932216,-17347090.453803428,19988862.664338365,50.196224804062716,-91.42851696352548,1897.235766816199,-1692.663393613746,-1275.2962745889179,68753.71829266069,0.003067421087069291,0.0,2.3815583973443646,2.831107419283514,-2692782.763580238,-4297236.193331842,3855230.916297267,G,G18,2020-06-25 00:34:14.440000+00:00,2,347672.371933288
27,Raw,1593045254440,1047931361000000,18,,-1276032541079953240,0.7080936431884766,18.155287762056105,-33.2466483242441,9.604429086212646,403,20,0.0,16399,347672373704646,6,42.2,-57.03872680664063,0.0383000001311302,25,-444488.83917610336,0.0008372921387687,1575420000,,,,0,,1,,,,,,,,,1.2770804724409533e+18,20160602.09419463,1.7987547480000003,GPS_L1_CA,1.2770804723737047e+18,-13617861.682306767,-14625401.478659619,17523542.998782508,41.86467170575678,-135.00562131607828,2248.329636784253,64.57947392561894,1770.6668776872311,158123.12382292698,-3.4082456522925504e-05,0.0,2.26053824464576,2.556223813020783,-2692782.763580238,-4297236.193331842,3855230.916297267,G,G20,2020-06-25 00:34:14.440000+00:00,2,347672.373704646
28,Raw,1593045254440,1047931361000000,18,,-1276032541079953240,0.7080936431884766,18.155287762056105,-33.2466483242441,9.604429086212646,403,21,0.0,16399,347672369208595,6,42.5,-206.6197204589844,0.0323000028729438,25,-297271.896158042,0.0008372921387687,1575420000,,,,0,,1,,,,,,,,,1.2770804724409533e+18,21508484.274777982,1.7987547480000003,GPS_L1_CA,1.2770804723692086e+18,-13215544.682787908,-8680734.745420367,22100092.4054546,56.66509878847748,-152.74698746038746,1684.5248843828363,-2020.0636887169853,250.16548643155687,4721.051708171751,0.001397380717436348,0.0,2.466050783728008,2.90877004579513,-2692782.763580238,-4297236.193331842,3855230.916297267,G,G21,2020-06-25 00:34:14.440000+00:00,2,347672.369208595
29,Raw,1593045254440,1047931361000000,18,,-1276032541079953240,0.7080936431884766,18.155287762056105,-33.2466483242441,9.604429086212646,403,26,0.0,16399,347672362292086,7,40.6,429.37982177734375,0.0224000010639429,25,64816.11619331778,0.0010085564157135,1575420000,,,,0,,1,,,,,,,,,1.2770804724409533e+18,23582001.50866711,2.098547206,GPS_L1_CA,1.277080472362292e+18,-26240251.62226428,-4535168.661803025,1653300.3660181847,-1.8496367652881813,-175.7540526053157,-142.46466581572514,-345.35371739898966,-3119.9752895522934,69413.33652306195,0.00207902984789186,0.0,5.215350785283743,6.714539725394249,-2692782.763580238,-4297236.193331842,3855230.916297267,G,G26,2020-06-25 00:34:14.440000+00:00,2,347672.362292086
30,Raw,1593045254440,1047931361000000,18,,-1276032541079953240,0.7080936431884766,18.155287762056105,-33.2466483242441,9.604429086212646,403,27,0.0,81935,347672363444992,11,23.0,-589.1242065429688,0.9210000038146972,16,0.0,0.0,1176450000,,,,0,,1,,,,,,,,,1.2770804724409533e+18,23236368.98508416,3.2977170380000005,GPS_L5_Q,1.277080472363445e+18,-14012801.63033893,4718511.409785242,21911621.07825891,53.612769669496565,148.98910716454967,-781.8572304359756,-2702.2140874234274,113.78197916031894,-98694.80189030364,-0.0029310912609619997,-2350.372369154371,7.312249808313858,5.94713226275743,-2692782.763580238,-4297236.193331842,3855230.916297267,G,G27,2020-06-25 00:34:14.440000+00:00,2,347672.36344499205
31,Raw,1593045254440,1047931361000000,18,,-1276032541079953240,0.7080936431884766,18.155287762056105,-33.2466483242441,9.604429086212646,403,29,0.0,16399,347672363762723,16,32.2,642.5299072265625,0.0284000001847744,21,696540.1760638868,0.0028163463010607,1575420000,,,,0,,1,,,,,,,,,1.2770804724409533e+18,23141115.627611365,4.796679328000001,GPS_L1_CA,1.2770804723637627e+18,-2898433.852518889,-26132017.301798813,-3683551.3498316174,-14.637504362046224,-92.94762957438002,292.08739240246,410.7169363088292,-3185.9104010690016,-40624.24649976258,-0.0025902666957327448,0.0,4.5537865688122094,5.638766806919217,-2692782.763580238,-4297236.193331842,3855230.916297267,G,G29,2020-06-25 00:34:14.440000+00:00,2,347672.36376272305
32,Raw,1593045254440,1047931361000000,18,,-1276032541079953240,0.7080936431884766,18.155287762056105,-33.2466483242441,9.604429086212646,403,32,0.0,16399,347672356439777,21,29.3,-691.4320678710938,0.6004999876022339,16,0.0,0.0,1575420000,,,,0,,1,,,,,,,,,1.2770804724409533e+18,25336479.60875263,6.295641618000001,GPS_L1_CA,1.2770804723564398e+18,-15504897.754223322,-15439782.40874666,-15073200.464932915,-43.03267263617788,-137.3177949762367,-334.2241374069888,-1906.1092223407263,2268.6489053692144,91723.370102603,0.0020108649348472086,0.0,8.81951697502021,35.98931495827043,-2692782.763580238,-4297236.193331842,3855230.916297267,G,G32,2020-06-25 00:34:14.440000+00:00,2,347672.356439777
33,Raw,1593045255440,1047932361000000,18,,-1276032541079953251,0.5732009410858154,17.998201656155288,-21.7226548560034,9.613220097804367,403,10,0.0,16399,347673368545976,7,40.6,-380.3968505859375,0.0314000025391578,25,-63005.743685602414,0.0010085564157135,1575420000,,,,0,,1,,,,,,,,,1.2770804734409533e+18,21707132.45350549,2.098547206,GPS_L1_CA,1.277080473368546e+18,-22399381.44838109,-11771398.021940246,8549881.26724224,15.133990591938806,-156.37112071644137,1088.18779532221,45.37121823120971,2920.3860535839535,-114233.03417283113,-0.003305998282713581,0.0,2.989548358970507,3.3297999906026723,-2692781.932660516,-4297236.006097329,3855230.771958665,G,G10,2020-06-25 00:34:15.440000+00:00,3,347673.368545976
