,SvAzimuthDegrees1
357,75.49824980860043
358,40.74015983226798
359,222.0628561292279
360,158.33005396777767
361,187.1832675087294
362,314.7156999378308
363,268.3288513291605
364,46.25492596466345
365,133.37506241695624
366,313.4781725109103
367,75.50425891375257
368,40.73502395046246
369,222.05724486666838
370,158.32653852409086
371,187.16269092522558
372,314.7155697686816
373,268.31970050431715
374,46.26595530733055
375,133.3787961058267
376,313.47713210445494
377,75.51024719251294
378,40.729887391313326
379,222.05171642920618
380,158.32305190291598
381,187.14259104170503
382,314.7153927385291
383,268.31042773859735
384,46.277109887290706
385,133.38245884739163
386,313.47604734592596
387,75.51622547984901
388,40.724730413578094
389,222.046031335591
390,158.31946508766265
391,187.12112112649922
392,314.7151844060095
393,268.30115192357397
394,46.28830929075826
395,133.38623556994162
396,313.4749014300875
397,75.52230367839996
398,40.719632400190164
399,222.04043277818306
400,158.31601553543064
401,187.1007483535103
402,314.7150110654974
403,268.2918755343917
404,46.29945447498149
405,133.3898627065049
406,313.47382775603165
407,75.5282542099918
408,40.7144605787884
409,222.03471925312007
410,158.31238630104303
411,187.07875491897673
412,314.71484946089004
413,268.28266605884687
414,46.310547255262904
415,133.39357521836325
416,313.47275175164214
417,75.53425124105797
418,40.709325374284504
419,222.02912914527008
420,158.3088686473707
421,187.05789134599982
422,314.7146671824233
423,268.27337558917964
424,46.32170669605063
425,133.39719628075412
426,313.47166778574405
427,75.54020368640522
428,40.70415473833549
429,222.02340117668444
430,158.3052311944256
431,187.0356273126767
432,314.714508705652
433,268.26418382685665
434,46.33278068316994
435,133.40091992904902
436,313.470593064164
437,75.54620437121525
438,40.699025767184864
439,222.01783668314394
440,158.30173004501106
441,187.01482456473536
442,314.71439574150446
443,268.25510595762114
444,46.34372991177644
445,133.40468996015196
446,313.469565416491
447,75.5521987377317
448,40.69390848936137
449,222.01240497950053
450,158.29829940172837
451,186.99497309190244
452,314.71420201536336
453,268.245801105845
454,46.35490463915727
455,133.4083079114859
456,313.4684672663925
457,75.55815645978836
458,40.68874189027746
459,222.00666563792126
460,158.29465770161366
461,186.9723966540979
462,314.7139852389679
463,268.2364904899605
464,46.366113403395104
465,133.4120001716538
466,313.4673258856678
467,75.56418119023847
468,40.68361464281372
469,222.0009799169658
470,158.29110530006218
471,186.9504995190896
472,314.7138345328768
473,268.22730250647476
474,46.37716277369892
475,133.41567429404842
476,313.4662696085012
477,75.5701404578796
478,40.67846564019621
479,221.99538447993754
480,158.28754668931333
481,186.92891721151074
482,314.71365980357706
483,268.21806297115495
484,46.388269534588076
485,133.41933176731717
486,313.4651866361267
487,75.57610730847014
488,40.6733154486711
489,221.9897338267283
490,158.2839620383777
491,186.9068457902575
492,314.71352326195074
493,268.20890431114054
494,46.39927823175965
495,133.42299683049873
496,313.4641492484208
497,75.58204805729532
498,40.668161203422066
499,221.9841581194822
500,158.28039697627185
501,186.88516246325685
502,314.7132555154801
503,268.19945403241616
504,46.41061767307924
505,133.42657888974648
506,313.46296541949204
507,75.58803808573494
508,40.662999650630034
509,221.97827403647963
510,158.27669613190113
511,186.86115665142054
512,314.713147103834
513,268.19029849599355
514,46.42157731492191
515,133.43012517867314
516,313.4619856133848
517,75.59387651666214
518,40.6577879041206
519,221.9726112903056
520,158.272988936231
521,186.83808288825423
522,314.7129510912853
523,268.1810926921367
524,46.4326882714553
525,133.43391155379874
526,313.4608503154068
527,75.5999432752038
528,40.652704048930886
529,221.9670927517795
530,158.26956573996313
531,186.81724271678192
532,314.7127719576985
533,268.1718556906971
534,46.44378605588467
535,133.43755975646948
536,313.4597626594529
537,75.60590446253514
538,40.64755550620513
539,221.96144229071763
540,158.26597234388865
541,186.7947178251262
542,314.7125714362937
543,268.16258364393155
544,46.45492940165037
545,133.44121472159694
546,313.45864699321544
547,75.61188658803816
548,40.642415667449775
549,221.95576864871742
550,158.26238322789044
551,186.77202518231783
552,314.7124407364107
553,268.153454855424
554,46.465898164885346
555,133.44487958821338
556,313.4576156443831
557,75.61781894504536
558,40.63726587811961
559,221.95022405218117
560,158.25882412285324
561,186.75003952807972
562,314.7122269515874
563,268.1441820833647
564,46.47705590952433
565,133.448572936747
566,313.4564756468235
567,75.62383584795946
568,40.63214809846972
569,221.94458153218656
570,158.25528215982354
571,186.7276046594148
572,314.7120588034263
573,268.13498498834554
574,46.48810704866361
575,133.45223368898993
576,313.45539831470194
577,75.62979415405992
578,40.627006640969235
579,221.93897842784196
580,158.25171054432278
581,186.70510424216133
582,314.71184944873096
583,268.1257173057638
584,46.49925005937832
585,133.45590691417658
586,313.4542673081134
587,75.63579296910899
588,40.621880795877985
589,221.93332673015735
590,158.24814578037495
591,186.68232899250896
592,314.7116781216153
593,268.1165291877513
594,46.51029601913394
595,133.4595857993347
596,313.45318208455416
597,75.64176460610963
598,40.616750105912345
599,221.9277472275416
600,158.2445980497601
601,186.65991554084005
602,314.711520843344
603,268.1073799944753
604,46.52129988123036
605,133.4632822251761
606,313.4521106320165
607,75.64773606376629
608,40.61162517303236
609,221.92221495051942
610,158.24107672539722
611,186.63780020815105
612,314.7113033413771
613,268.0980833217696
614,46.53246006472066
615,133.4669091166436
616,313.45097794706874
617,75.65370885207744
618,40.60648323750001
619,221.91650626034897
620,158.23745370066794
621,186.61416185481045
622,314.7111343083864
623,268.0889301656086
624,46.543477688876514
625,133.47063102604892
626,313.4498865453879
627,75.65970534591528
628,40.60137425440307
629,221.91099237987265
630,158.23396359108207
631,186.5921523878409
632,314.7109599880723
633,268.07972086642917
634,46.55452662146578
635,133.47425290158097
636,313.4488079129395
637,75.66563920245355
638,40.59622254018505
639,221.90535516231122
640,158.2303460205724
641,186.56871894855888
642,314.7107099724392
643,268.07045429515085
644,46.56571284998562
645,133.47804996465214
646,313.4476010985075
647,75.67174873030649
648,40.59116694369217
649,221.89980629092796
650,158.2269339474133
651,186.54683711546997
652,314.7105455284799
653,268.0612712256417
654,46.576729021081775
655,133.48167352609684
656,313.44653395517383
657,75.67767462712573
658,40.5860157617909
659,221.89419441819146
660,158.22332248127836
661,186.5233919698487
662,314.71032907218813
663,268.05202183464405
664,46.58785121583661
665,133.4853604076908
666,313.4453898012868
667,75.68368324197368
668,40.580905332585935
669,221.88857691049353
670,158.2197800410091
671,186.50024290705542
672,314.7101603220951
673,268.0428534019867
674,46.598861311347854
675,133.4890179333644
676,313.44431027862095
677,75.68963385567226
678,40.575772271203704
679,221.88300557400063
680,158.21621232569427
681,186.47708027716808
682,314.70997144468873
683,268.0336523118425
684,46.60991393621136
685,133.49268179007805
686,313.4432043737245
687,75.69560406910092
688,40.5706474226774
689,221.8774127898441
690,158.21264873909973
691,186.4537532962531
692,314.70974781836424
693,268.02438543752623
694,46.62104639823633
695,133.49634205009215
696,313.4420559018762
697,75.70159891643077
698,40.56552952044925
699,221.8717631773786
700,158.20907325429783
701,186.42999558728874
702,314.7095397441149
703,268.0151785149587
704,46.63212485406295
705,133.50005641631907
706,313.44091592543685
707,75.70761662557291
708,40.56043346250596
709,221.86620658174567
710,158.20557105512503
711,186.40703748210487
712,314.7093360988235
713,268.005938180284
714,46.6432092214609
715,133.5036794228234
716,313.439799067842
717,75.71356968850569
718,40.5552964172693
719,221.86055248021782
720,158.20195451309536
721,186.38283788837109
722,314.709142013514
723,267.9967559560245
724,46.654249494884766
725,133.50737621674526
726,313.4386794397421
727,75.71956342672563
728,40.550191362747334
729,221.85500502153957
730,158.19843488928157
731,186.35964650114616
732,314.7089651063471
733,267.9876062276728
734,46.66524606748157
735,133.51106521573973
736,313.43758241695406
737,75.72553775765039
738,40.54508003911617
739,221.8494797288119
740,158.194910177284
741,186.3364449940477
742,314.7087659699758
743,267.9783909984736
744,46.6763034375653
745,133.51470229587537
746,313.4364677744478
747,75.73149474385549
748,40.539951236829054
749,221.84386056267755
750,158.19131501593242
751,186.3122777107312
752,314.70854998606075
753,267.9691915910367
754,46.68737607217519
755,133.51843045947945
756,313.4353142482964
757,75.73752483355882
758,40.53486794785045
759,221.83832600293698
760,158.18783270982894
761,186.28911372233978
762,314.7083461724869
763,267.95997003008705
764,46.69843764851348
765,133.52206024989263
766,313.4341948132261
767,75.74347948583876
768,40.52973883264192
769,221.83269795770664
770,158.1842288076588
771,186.2646726544739
772,314.708152840614
773,267.9507861015026
774,46.709463260537426
775,133.52571874430788
776,313.4330825569819
777,75.74944423280466
778,40.52462128893698
779,221.827124551417
780,158.18066469508548
781,186.2406473733982
782,314.70791869265383
783,267.9415742880447
784,46.72056044096919
785,133.52947308971434
786,313.4319007639966
787,75.75550424601856
788,40.519556613915775
789,221.82160290260188
790,158.1772140543098
791,186.21747604477827
792,314.7076956576958
793,267.9323280036532
794,46.73165372011189
795,133.53310865452383
796,313.43075574100186
797,75.76147613669868
798,40.514437178163895
799,221.815961736159
800,158.1736155013005
801,186.19273421375232
802,314.70747836696046
803,267.9230595432768
804,46.74274551709543
805,133.53667121196966
806,313.4296318938863
807,75.76739448845575
808,40.50928469036963
809,221.81024669526377
810,158.16992603240251
811,186.1669847549295
812,314.7072549061103
813,267.91386920607636
814,46.75380812028608
815,133.5404079437765
816,313.4284661553052
817,75.77343251853709
818,40.50421269306042
819,221.8047324447557
820,158.1664579487135
821,186.1434748955299
822,314.7070622867419
823,267.9046624376731
824,46.764828637438264
825,133.5439862786211
826,313.4273694003369
827,75.77934055590151
828,40.49906386857068
829,221.79908313934808
830,158.1627958625075
831,186.11802547552097
832,314.70683340091114
833,267.895428493333
834,46.77591354364138
835,133.54764389366193
836,313.4262119728056
837,75.78532924163694
838,40.49395947234478
839,221.793473418864
840,158.15922730067643
841,186.09325149460332
842,314.7066573484583
843,267.8862689720082
844,46.78688167265213
845,133.55124043158267
846,313.4251317929288
847,75.79123501538781
848,40.488817168307726
849,221.78787961888648
850,158.15559379197185
851,186.06805935221445
852,314.7064345540535
853,267.87701275183036
854,46.79796163406582
855,133.55481755574414
856,313.42399723189345
857,75.7971643255181
858,40.48367725363015
859,221.78219118687738
860,158.15192554300194
861,186.04209741658332
862,314.7062600885298
863,267.8678752811707
864,46.8089115574178
865,133.5584396461403
866,313.42291361682874
867,75.80308457963557
868,40.478548028262246
869,221.77663751890117
870,158.1483265304934
871,186.01712428399614
872,314.70601048617567
873,267.85858799740333
874,46.82004041783801
875,133.5620453778715
876,313.42173979723157
877,75.80905283684335
878,221.77094734074177
879,158.144690203563
880,185.99116089097967
881,314.7058120521484
882,267.84939110006553
883,46.83104778882921
884,133.56562863013096
885,313.42063363044633
886,75.81496511016664
887,40.46828917105007
888,221.76531615818678
889,158.14103768171742
890,185.9652858560404
891,314.7056091599154
892,267.8401598399879
893,46.84207450469826
894,133.56915446877832
895,313.41953295070806
896,75.82084225836388
897,40.463125794361595
898,221.75961300955703
899,158.13731158838507
900,185.93850156599743
901,314.70541122058006
902,267.83095140912144
903,46.85308045250977
904,133.57270067718412
905,313.4184342285007
906,75.82672838716825
907,40.45797146483185
908,221.75394563167532
909,158.13361337413647
910,185.9119663014464
911,314.7051978560081
912,267.82172036243287
913,46.86411710132026
914,133.57625484836635
915,313.4173146078923
916,75.83263137989266
917,40.45282501607117
918,221.7482665876436
919,158.1299225579647
920,185.8853211943174
921,314.70499974822474
922,267.8124756966341
923,46.8751336831309
924,133.5797176941912
925,313.41623156490186
926,75.83846118792029
927,40.44763522367843
928,221.7425066809927
929,158.1261192739961
930,185.8574703068659
931,314.704838305618
932,267.80328527534056
933,46.88606709338
934,133.58314235659367
935,313.415201278104
936,75.84423613239117
937,40.44242133695873
938,221.73676344654055
939,158.12227621581516
940,185.82934322071057
941,314.7046179687716
942,267.7940243796973
943,46.89711884265188
944,133.58664596305957
945,313.4140822802907
946,75.85010930782461
947,40.4372565894384
948,221.73102356459574
949,158.11852135770692
950,185.80168773382354
951,314.70445714320874
952,267.78488532385967
953,46.908022369490716
954,133.59015818994413
955,313.4130352381598
956,75.85594061630874
957,40.432083851195955
958,221.7253927210705
959,158.11479173563038
960,185.77462030218817
961,314.7042227335728
962,267.77559090612226
963,46.91910461756824
964,133.59363705572798
965,313.4119032062383
966,75.86180729073374
967,40.42691296148504
968,221.7196078889049
969,158.11100349212927
970,185.74632447148602
971,314.7040818533211
972,267.76648527183977
973,46.9299568829958
974,133.59712769368147
975,313.41088473738495
976,75.86760737308053
977,40.4217281803578
978,221.7139901494742
979,158.1072521694676
980,185.71897348836367
981,314.7038866187109
982,267.75728999675357
983,46.94092916012777
984,133.60064171360588
985,313.40979404148163
986,75.87346524364587
987,40.4165665887537
988,221.70831693244858
989,158.10351916162168
990,185.69136525701
991,314.703723753244
992,267.74816735387543
993,46.951816707724596
994,133.60417031430097
995,313.40874046613965
996,75.8793066621494
997,40.4114055577573
998,221.70271634022305
999,158.09981282514667
1000,185.66417837554627
1001,314.7035298380775
1002,267.73897875196803
1003,46.96277810177408
1004,133.6076805541179
1005,313.4076517438078
1006,75.88515980095185
1007,40.4062439357463
1008,221.6970477396893
1009,158.09607670099066
1010,185.6363628627436
1011,314.70321843126555
1012,267.72958365751504
1013,46.97400786779383
1014,133.61122258294805
1015,313.4064107604358
1016,75.8911259946007
1017,40.40112282469705
1018,221.69123318889493
1019,158.09235556009733
1020,185.6078267322401
1021,314.70304020200405
1022,267.7204232520281
1023,46.98492681134587
1024,133.61471702044463
1025,313.40534418856976
1026,75.89695508593024
1027,40.3959526690901
1028,221.68557783622978
1029,158.08860418922066
1030,185.5797643104077
1031,314.7028389389736
1032,267.71122578836133
1033,46.99589446466004
1034,133.61821963617803
1035,313.4042472225485
1036,75.90280715040188
1037,40.390792112375806
1038,221.67989902515376
1039,158.08485881817032
1040,185.55151912685247
1041,314.7026823798168
1042,267.7020881690236
1043,47.00676422255468
1044,133.62166536875125
1045,313.4032166812717
1046,75.90858571267157
1047,40.385597371384506
1048,221.67422693928188
1049,158.08105130542265
1050,185.52279232840377
1051,314.70242876737547
1052,267.69279076987885
1053,47.01785027566209
1054,133.62515726603436
1055,313.4020564162901
1056,75.91447068915235
1057,221.6684589160294
1058,158.07728187901958
1059,185.49373643104576
1060,314.70224883536724
1061,267.6836293197917
1062,47.028760416779036
1063,133.62863251684422
1064,313.40099068129047
1065,75.9202860336997
1066,40.37527066636732
1067,221.66279185299376
1068,158.07350831565887
1069,185.46503657550338
1070,314.7021341512712
1071,267.67452135922264
1072,47.03954394771852
1073,133.63196169207615
1074,313.4000343465795
1075,75.92595262324517
1076,40.370017494755416
1077,221.65705728117433
1078,158.0695627584146
1079,185.4347615049468
1080,314.7018729862267
1081,267.66527432156414
1082,47.050610437618495
1083,133.63556269441634
1084,313.39884274143753
1085,75.93191405816465
1086,40.364918868873595
1087,221.65141836900597
1088,158.06593361054243
1089,185.40693055838088
1090,314.7016767394915
1091,267.6560541567135
1092,47.0615624900544
1093,133.63896690599088
1094,313.39777005063655
1095,75.93769336750667
1096,40.3597188492506
1097,221.64565071227335
1098,158.06206736040687
1099,185.37679078919504
1100,314.7014514991823
1101,267.6468012459912
1102,47.07257042338442
1103,133.64240996139048
1104,313.39665355227925
1105,75.94352062342492
1106,40.35454346690105
1107,221.63988693649657
1108,158.05824513480974
1109,185.34684739717017
1110,314.7011570057376
1111,267.6374041639577
1112,47.0837449132442
1113,133.6458249685573
1114,313.39545633212816
1115,75.94938309384364
1116,40.34937125017618
1117,221.63398305797514
1118,158.05437224258037
1119,185.3157662481484
1120,314.70095838359623
1121,267.62824113007866
1122,47.09466653746251
1123,133.64933198306997
1124,313.3943599624658
1125,75.95523061889894
1126,221.62834522043485
1127,158.05063936812041
1128,185.286806317189
1129,314.70074786935356
1130,267.61903440414096
1131,47.1056225787954
1132,133.6527924376058
1133,313.3932577340098
1134,75.96105602057577
1135,221.62263620997535
1136,158.04684481199476
1137,185.25697228065317
1138,314.7004972774536
1139,267.60972974235057
1140,47.116680027583335
1141,133.6562059718836
1142,313.3921147067305
1143,75.96688117908234
1144,40.333873687876164
1145,221.6168108628473
1146,158.04298185092418
1147,185.2259936211031
1148,314.70021039634946
1149,267.60036309357736
1150,47.12781730794386
1151,133.6596283306472
1152,313.3909246677805
1153,75.97274005496165
1154,221.61094206564167
1155,158.03912288950772
1156,185.19471104140598
1157,314.699919778587
1158,267.5909844281231
1159,47.13896249868488
1160,133.66303539799938
1161,313.38973276949827
1162,75.97859109151213
1163,221.60505257439573
1164,158.0352441753677
1165,185.16307471665868
1166,314.6996739303779
1167,267.5817372212008
1168,47.149978483159444
1169,133.66652524186176
1170,313.3885800715404
1171,75.98446126564002
1172,221.59933687164636
1173,158.0314823423001
1174,179.03921928753613
1175,185.13296250270471
1176,314.6994006494642
1177,267.5724009629795
1178,47.16107240409512
1179,133.6699384389834
1180,313.3874080917498
1181,75.99030151649829
1182,221.5934893053742
1183,158.02761672676277
1184,185.10138223246628
1185,314.6991323374227
1186,267.56307714863607
1187,47.172150197259946
1188,133.67335149205954
1189,313.3862421047993
1190,75.99613715202509
1191,221.58765296916602
1192,158.0237527104561
1193,179.03295179240445
1194,185.0697472067422
1195,314.6988310725986
1196,267.55366338573396
1197,47.18331471161916
1198,133.676706788334
1199,313.3850462753828
1200,76.00195969170343
1201,221.58169868836936
1202,158.01980792469965
1203,179.02975293927287
1204,185.0368603956073
1205,314.6985397505434
1206,267.5442727047186
1207,47.194450771655376
1208,133.6800641748233
1209,313.3838621802227
1210,76.00777518908704
1211,221.57576618097025
1212,158.01586868084877
1213,179.0265616853894
1214,185.0039932289414
1215,314.69824550936596
1216,267.5349617806846
1217,47.20555380939721
1218,133.6835804657043
1219,313.38264312796673
1220,76.01369772274585
1221,221.57002343968625
1222,158.01213378384634
1223,179.02351828458256
1224,184.97333767122095
1225,314.6979233089444
1226,267.5255334631256
1227,47.21674763587852
1228,133.68696755205306
1229,313.3814144219514
1230,76.01955583426066
1231,221.56408491995953
1232,158.00822737556524
1233,179.0203438268371
1234,184.94042080783558
1235,314.69760763141267
1236,267.5161230276334
1237,47.227920556871496
1238,133.69035923334565
1239,313.38019270815454
1240,76.02541124197722
1241,221.55816580606475
1242,158.00432900507607
1243,179.017177824079
1244,184.90752946843693
1245,314.69731172658726
1246,267.5067450582493
1247,47.23904581708823
1248,133.69373483016304
1249,313.3789985057068
1250,76.03123986640489
1251,221.55226214797688
1252,158.0004149506618
1253,179.0140068086071
1254,184.87447932788132
1255,314.69697957465297
1256,267.497344762401
1257,47.25023366516078
1258,133.6971949426589
1259,313.37774248588283
1260,76.0371522738047
1261,221.54640643742619
1262,157.99660244858157
1263,179.01089999340525
1264,184.8422452341836
1265,314.6966668533822
1266,267.4879733027598
1267,47.26137597566038
1268,133.70063316249332
1269,313.3765146895271
1270,76.04303431665697
1271,221.54055868087403
1272,157.99276673704293
1273,179.0077826295222
1274,184.80976470562433
1275,314.69636489392025
1276,267.4786276778349
1277,47.27248746960789
1278,133.7040756123989
1279,313.3752992279003
1280,76.04891011396933
1281,221.53473657061852
1282,184.77734474427498
1283,314.69602206619305
1284,267.4691945869864
1285,47.28369663809665
1286,133.7074941964823
1287,313.37403742640356
1288,76.05480139794122
1289,221.5288249227806
1290,157.98507345396425
1291,184.74408818234122
1292,314.6956694719921
1293,267.45975032299714
1294,47.294922608062194
1295,133.7109212266159
1296,313.3727616114941
1297,76.06070526736049
1298,221.52291167558766
1299,157.98121687221942
1300,184.71076371367673
1301,314.6953221676735
1302,267.4503167731537
1303,47.306132684371974
1304,133.71434352110384
1305,313.3714930825517
1306,76.06660120920023
1307,221.5170046923858
1308,157.9773560715205
1309,184.67731281279842
1310,314.6949583126367
1311,267.44088194319636
1312,47.317365882928904
1313,133.71781789014673
1314,313.37019355439367
1315,76.07254397187093
1316,221.51113798555573
1317,157.9735595251313
1318,178.99214702733008
1319,184.644387027956
1320,314.69458231139146
1321,267.43134665064
1322,47.328657562608626
1323,133.72113866793313
1324,313.3689088012808
1325,76.07839367323984
1326,221.50507088136493
1327,157.96956319987368
1328,178.98890069322746
1329,184.6089325051961
1330,314.69423592388745
1331,267.42197243673
1332,47.339831634966174
1333,133.7246532265899
1334,313.3676226758337
1335,76.08434814689731
1336,221.49928736460643
1337,157.96582371460642
1338,184.5765645992884
1339,314.69386676870516
1340,267.41252817084217
1341,47.35106774553298
1342,133.72811101981966
1343,313.3663191447371
1344,76.09028208328931
1345,221.49340334333033
1346,157.96200693173668
1347,184.54302663653144
1348,314.69346147129147
1349,267.4030132065544
1350,47.36238689536695
1351,133.73155951848716
1352,313.3649722692199
1353,76.09623739301445
1354,221.48745501639016
1355,157.95817116868452
1356,184.5089091663176
1357,314.6930670487613
1358,267.3935260688878
1359,47.3736742137066
1360,133.73501549998562
1361,313.3636372259068
1362,76.10218851296582
1363,221.4815364971898
