,IonosphericDelayMeters1,IonosphericDelayMeters
89,2.384551797163843,2.38174402953343
90,2.262452626027011,2.260162395970092
91,2.467254376159708,2.4651244177503275
92,5.232984775805307,5.21881918289485
93,4.068217835479856,4.074548354741907
94,4.555693121429965,4.557926050309908
95,2.99131800156831,2.9874332011260174
96,4.261522778689256,4.233823945255255
97,3.1964343940307387,3.190718387125795
98,4.309402038265399,4.308468958490577
99,2.3845831508417477,2.3817742632573315
100,2.2623897457780977,2.26009864662841
101,2.46709941233183,2.4649678166803124
102,5.233567472650206,5.219394377222978
103,4.067712385303676,4.074033108867961
104,4.556382546469078,4.558620976556624
105,2.9909624952146054,2.9870787335821807
106,4.261590862846417,4.2338911856225385
107,3.1965236200392773,3.1908114652033763
108,4.309535397707467,4.308601683723949
109,2.384612200057004,2.3818063893966914
110,2.2623246310198883,2.260035564054824
111,2.4669407342480363,2.464811574587639
112,5.23414831138769,5.219966344246423
113,4.067198736337281,4.073517585491117
114,4.557077116034705,4.559320690708733
115,2.9906068423240275,2.98672558236714
116,4.261663045540626,4.233963819681665
117,3.1966148987200604,3.1909067272490343
118,4.309669124673908,4.308738768616731
119,2.384643113182413,2.3818404570740404
120,2.2622609865104257,2.259974259709935
121,2.466783926506684,2.464658171836575
122,5.2347258006015345,5.220539212330569
123,4.066687724037574,4.073008052099753
124,4.557768849609148,4.560016939806054
125,2.990253760606795,2.9863720118652446
126,4.261756094288102,4.234032286116551
127,3.1967208204456896,3.19099967418407
128,4.309811886121842,4.308873938227874
129,2.3846825955554416,2.381872892265901
130,2.262202798622935,2.2599117574284007
131,2.4666348634049444,2.4645030280943825
132,5.235303693167612,5.221112471385881
133,4.066192868130463,4.072495012408077
134,4.558465538909407,4.560714082289962
135,2.989898326219349,2.986018630889939
136,4.261830427510986,4.234108087141714
137,3.196815583827737,3.191099417303441
138,4.309945574003111,4.309009967634953
139,2.3847146772170267,2.38190879522218
140,2.2621393349399352,2.2598509903768105
141,2.4664781122562154,2.4643499561173465
142,5.2358821031957685,5.221684261888597
143,4.065682280311953,4.071985826301267
144,4.559163714066948,4.56141698967004
145,2.9895457877563905,2.985665096019106
146,4.261921820550886,4.23418494076294
147,4.310089125585606,4.30914559260187
148,2.384753399250678,2.381945294282226
149,2.262080676558354,2.259790584232105
150,2.466328575198345,2.4641972483969514
151,5.236462193870235,5.222254807521185
152,4.06518701288321,4.0714769082737705
153,4.559861043265574,4.5621200078048085
154,2.9891899120310446,2.985311153064289
155,4.2620026059251295,4.234259371723119
156,3.197020489712439,3.191298941711413
157,4.310222184683384,4.309279777089582
158,2.384788660895954,2.381980877198536
159,2.2620190808804805,2.25972964465677
160,2.4661739203398265,2.464043710731257
161,5.237036053210698,5.22282447770005
162,4.064679174333572,4.070965888798037
163,4.560560773731693,4.562821843542189
164,2.9888358883715265,2.9849581418843822
165,4.262079249803667,4.234334350157642
166,3.197115301660157,3.191397030273935
167,4.310359786732911,4.3094165673884826
168,2.384821405935313,2.382016375126788
169,2.261956650218354,2.259669058296915
170,2.4660190529358523,2.4638910349559207
171,5.237616322167844,5.223396053928084
172,4.064172735210691,4.070457133349858
173,4.5612548850126595,4.563520797773591
174,2.9884813687203615,2.9846050255633965
175,4.262171231003592,4.234413473601424
176,3.1972229925310507,3.1914991016158982
177,4.310497484685366,4.309553219168285
178,2.384861358513248,2.382053937938436
179,2.261898127870928,2.259609488800319
180,2.4658687054501662,2.463739477847
181,5.238189667717178,5.223965962710001
182,4.063673505421752,4.069950137881169
183,4.561956435437488,4.564223062811411
184,2.98812799286191,2.9842515027530845
185,4.262253137733803,4.2344869250834805
186,3.197322136725194,3.191597657238251
187,4.310636949325209,4.309687829178603
188,2.3848964253365814,2.382089174949527
189,2.261837034609494,2.259548324158876
190,2.4657156371568134,2.463585698816285
191,5.238769958782254,5.224536848767197
192,4.063170701130116,4.069438825542152
193,4.562653379173307,4.564925679165362
194,2.9877736778357677,2.983897911110124
195,4.262343757590793,4.234562822452469
196,3.1974293241071066,3.1916982986327533
197,4.310774574231557,4.309822369715092
198,2.384935872793071,2.3821256316501165
199,2.261778122953408,2.2594878556531235
200,2.465564778206232,2.463432716141388
201,5.2393443185568715,5.225106361584968
202,4.062670610842528,4.06892864886459
203,4.563355961772231,4.565629261110599
204,2.98741734557979,2.983544428153607
205,4.262416955240345,4.234637822354316
206,3.1975239711598813,3.1917983848459905
207,4.310904873924262,4.3099569113248615
208,2.3849682101593905,2.3821617210332664
209,2.2617148435147314,2.259427165670606
210,2.4654077341137683,2.4632794622175886
211,5.239917938224145,5.225676372981099
212,4.062157315159476,4.068418006785207
213,4.5640530341241865,4.566332876089602
214,2.9870645636248447,2.983190929537339
215,4.2625018064085465,4.23471324336539
216,3.197626015033331,3.1918989624553005
217,4.311045572577497,4.31009128978573
218,2.3850046627006587,2.3821980857774325
219,2.2616544705200625,2.259366624612034
220,2.4652556268215706,2.4631263495351847
221,5.240498848991637,5.226245945465017
222,4.061656531924092,4.067907445569412
223,4.564752872624187,4.567036837932082
224,8.820152931094938,8.785709403395323
225,2.986708115583922,2.9828372637496243
226,4.262590734564443,4.234790853690395
227,3.197734806417129,3.1920021502079683
228,4.3111765006452405,4.310225107272433
229,2.3850444201693053,2.3822356572140704
230,2.2615949597322813,2.259306553715731
231,2.465102932610521,2.4629736445364983
232,5.241067269772986,5.226814460993578
233,4.061150645988025,4.067397373442691
234,4.565460864142088,4.567743904582127
235,8.81835482136996,8.78393300028777
236,2.9863544094753305,2.9824840123004046
237,4.262665469763097,4.234865138327426
238,3.1978301163874088,3.1921021695524163
239,4.311313216779693,4.310359625784354
240,2.385076802557875,2.3822715848420635
241,2.261531964312228,2.259245731828025
242,2.464947125061352,2.462820195775863
243,5.241648661993068,5.22738492959258
244,4.060642197615685,4.066886281708246
245,4.566159224072434,4.568448301975969
246,8.816569050106613,8.782157649936538
247,2.985999737547983,2.9821307245174298
248,4.262753200276271,4.234945561274321
249,3.197935316808227,3.192207163578938
250,4.311448953012372,4.31049455868129
251,2.3851153910673375,2.3823104181493178
252,2.26147267268821,2.259186590028873
253,2.464795552272192,2.462668765378174
254,5.242221124333887,5.227952761379922
255,4.060139583414536,4.066378448802154
256,4.566859697730865,4.569154877927743
257,8.814764383768413,8.780376856590163
258,2.985646550392512,2.981777339627885
259,4.262842948401794,4.235022466049971
260,3.198042103453718,3.192310076636677
261,4.311588426193289,4.310628538030905
262,2.3851545068234135,2.3823477976666547
263,2.261413706389712,2.2591264351951765
264,2.464644858109117,2.462515964125714
265,5.24279808881327,5.228521730509187
266,4.059640206764849,4.06586811188748
267,4.56756254349069,4.569862087905436
268,8.812965980332486,8.778601539452884
269,2.985294996884037,2.9814240163059327
270,4.2629374066074375,4.2350973333040125
271,3.198151826563383,3.1924111104325603
272,4.311732533251591,4.310762405117511
273,2.3851952593510033,2.3823842563737814
274,2.2613559392460387,2.259065866628895
275,2.4644962483840143,2.462362684875093
276,5.243378477816558,5.229091093712744
277,4.0591461739738754,4.065356807189921
278,4.568266394845361,4.570567506074329
279,8.811167923351674,8.776825778644413
280,2.9849390721656133,2.981070652568177
281,4.263017690674442,4.235176995861582
282,3.1982533613903468,3.192516957382625
283,4.311863340336975,4.310896262030681
284,2.3852312298832246,2.382423100359569
285,2.2612945957581783,2.259006406618772
286,2.4643414389672023,2.4622106251889084
287,5.243949710551483,5.229659027424368
288,4.05863630497748,4.064847571208217
289,4.568968848795546,4.571277545928838
290,8.80937221883966,8.775050853750109
291,2.9845820904903753,2.9807175342052266
292,4.263091599515863,4.235251204885146
293,3.198351329429979,3.1926175727375323
294,4.311990297200868,4.311030287702996
295,2.3852648198036603,2.3824593302685018
296,2.261231486678664,2.258945749624216
297,2.4641839326753088,2.4620572575053505
298,5.244520158839122,5.230228758925998
299,4.058120565445527,4.064336055497119
300,4.569672088867828,4.571982737957106
301,8.8075831533047,8.773275574360424
302,2.984232061567503,2.9803654758499203
303,4.263189857892729,4.235331576463808
304,3.198462943434043,3.192722465451673
305,4.312138529817185,4.311167654248986
306,2.3853069289271165,2.38249808069717
307,2.261174942223236,2.2588867628321974
308,2.464037396278056,2.4619063429468024
309,5.2451028580233405,5.23079933078068
310,4.057631287493803,4.063829824233762
311,4.570374756653986,4.5726891787954544
312,8.805781624677376,8.771496938230875
313,2.983876472794503,2.9800128379615805
314,4.263278634626026,4.235412814371895
315,3.1985725630024477,3.1928298407979305
316,4.312270265051509,4.311303022498007
317,2.3853469547231203,2.3825376522477217
318,2.261115595943967,2.258827749290821
319,2.463884936358317,2.4617549892978947
320,5.245672436186778,5.231368537345736
321,4.057125663215268,4.06332227666709
322,4.571084493356424,4.573400708869981
323,8.8039868975592,8.76972375401077
324,2.9835239950405246,2.9796609030780217
325,4.2633728895917775,4.23548864060559
326,3.198683445937956,3.1929307269413774
327,4.312411050655654,4.311440080062533
328,2.38538832554404,2.382574355024208
329,2.261057978994087,2.258767778171181
330,2.4637359566249044,2.461602912825513
331,5.246248719812834,5.231940178317733
332,4.0566291898520594,4.062813788155926
333,4.571789887559464,4.57410380940908
334,8.802186816177231,8.767945357035888
335,2.9831739462103037,2.979309988213765
336,4.263464494262012,4.23557493502419
337,3.1987890067254745,3.193039512448604
338,4.312558405211998,4.311580768778967
339,2.3854275459118064,2.382615594375246
340,2.261000156272904,2.2587105791105806
341,2.46358787673049,2.461454603059472
342,5.246831901267477,5.232511091272846
343,4.056136511409601,4.062312812934829
344,4.57248644896473,4.5748102806029145
345,8.800382640147783,8.766161070172885
346,2.9828229710818506,2.978959321037108
347,4.2635662830904035,4.235659561676062
348,3.198903488185779,3.1931465111990733
349,4.312704147787473,4.311721903689311
350,2.3854718011562968,2.382656004596187
351,2.26094498395464,2.258653078960344
352,2.4634426106678555,2.4613060365850643
353,5.247408325179284,5.233082791773734
354,4.055647496583259,4.061811452259191
355,4.573188204558338,4.575514674976663
356,8.798569476707724,8.764375959567005
357,2.982470838922321,2.9786088532152464
358,4.263649712806578,4.2357448425464295
359,3.1990065886575243,3.193254658119699
360,4.3128440451764645,4.311863293550412
361,2.3855084143908396,2.382696785530287
362,2.2608845276011853,2.2585956406731063
363,2.463290129528762,2.461157526829417
364,5.24798937113654,5.233655151083028
365,4.055145064092429,4.06131040362719
366,4.573891613023115,4.576221291763911
367,8.796781657842596,8.762594180421138
368,2.982120274372325,2.978258636059454
369,4.263740303037243,4.235828312348798
370,3.199111868411503,3.19336070046761
371,4.312989488951222,4.312005182378437
372,2.3855475608383307,2.3827366477027287
373,2.260826625550416,2.258537910826565
374,2.463141661107081,2.461008794581247
375,5.248570314930714,5.234228196269214
376,4.054650629470468,4.060808991875358
377,4.574587913836338,4.576925125593713
378,8.794975573064105,8.760810539860321
379,2.9817669386817207,2.977907408834364
380,4.263820989189298,4.235902992904922
381,3.1992133932189937,3.193461654318691
382,4.313125705897501,4.3121429692415205
383,2.385583470802082,2.3827730222792587
384,2.2607656751256178,2.258477642991497
385,2.462988068005127,2.460856392263342
386,5.2491475817803925,5.23480190176674
387,4.054144506754271,4.060300207535609
388,4.575290068917427,4.577630405151377
389,8.793184474021738,8.759038229506968
390,2.9814162676897684,2.977557764993008
391,4.263911608282455,4.235985636545486
392,3.19931973774816,3.19356764151567
393,4.313270325977915,4.312285777226033
394,2.3856228769031507,2.382812520232916
395,2.260707676176727,2.2584195957860715
396,2.4628392915193333,2.460707362666478
397,5.249728300402389,5.2353771728058485
398,4.053649273935998,4.059798819805381
399,4.575989080939184,4.578336031712578
400,8.791382188710084,8.757260192449666
401,2.9810664057468035,2.97720770145961
402,4.264004914845283,4.236063725576174
403,3.19942743992704,3.1936688601219747
404,4.313417328612164,4.312427266854628
405,2.3856632514694738,2.382849978502329
406,2.260650500218031,2.258360759185573
407,2.462691856489165,2.4605573241614738
408,5.250310061920312,5.235951230998385
409,4.053157047741969,4.059294748933334
410,4.576687307198439,4.579035483186799
411,2.9807145809977182,2.976856506240185
412,4.26407348862375,4.236129749237295
413,3.1995188507917662,3.1937634858965414
414,4.313555832411091,4.312563710618441
415,2.3856933442673194,2.382882592929627
416,2.2605864977521675,2.2582982704807577
417,2.4625350432384634,2.460402097932453
418,5.2508958668604935,5.236527637749408
419,4.0526467027239015,4.058780795946286
420,4.577384214991506,4.579738650456544
421,2.9803635759442426,2.9765074599695245
422,4.2641586386928045,4.236204052077069
423,3.1996217239550235,3.193861736217628
424,4.31369843837106,4.312707092926749
425,2.3857306286421323,2.3829181268864144
426,2.2605271434402807,2.258238382422744
427,2.4623843460587773,2.460251074342936
428,5.25147695425766,5.237106237222779
429,4.052147393894786,4.058276060715523
430,4.578082649320863,4.580437614649004
431,2.980014327843372,2.976158327361256
432,4.264239459340494,4.236270573302797
433,3.19971938898874,3.193953560013809
434,4.313845363858746,4.312849408142215
435,2.38576531593325,2.3829501287260437
436,2.260466883055065,2.258176568004275
437,2.4622333076200706,2.460097669751064
438,5.252064328975051,5.23768684417872
439,4.051649216508929,4.057766944864208
440,4.5787755500012794,4.581132651216853
441,8.784204999603817,8.750160845521313
442,2.979666257810819,2.975809742146993
443,4.264326635427931,4.236346122449724
444,3.1998218045451554,3.19405339850795
445,4.31399581927442,4.312993656909043
446,2.3858025663732163,2.3829862830235813
447,2.2604081979181037,2.258116930442705
448,2.462084599691913,2.459947007169413
449,5.252653269124454,5.238266502686121
450,4.051156330766279,4.057263217953032
451,4.579471158405907,4.581833998826244
452,8.782408884971712,8.748387186514261
453,2.9793144769284075,2.9754615785202403
454,4.2643929888021175,4.236421622059424
455,3.199910937827801,3.194152246882933
456,4.314133889962365,4.313139099624805
457,2.3858318312617173,2.383022243699405
458,2.260344038779173,2.258057503265275
459,2.4619275925270574,2.459796824156831
460,5.253238155604409,5.238846615048108
461,4.580164375278698,4.582532490508664
462,8.780625272453477,8.74660962284715
463,2.978965874646203,2.975113923895278
464,4.264479908833201,4.236498398502265
465,3.2000134578157375,3.194251727430177
466,4.314282666702372,4.313285930119085
467,2.3858692740835434,2.383058658631593
468,2.260285451702956,2.257998488757071
469,2.461778752767061,2.45964733831367
470,5.253824714735809,5.239427490672666
471,4.580859600085166,4.583230547054882
472,8.778826234105969,8.744830851753175
473,2.9786196920336403,2.9747683775918325
474,3.200115284116037,3.194354200140383
475,4.3144385877424565,4.313439329234434
476,2.385907186928576,2.383097430105666
477,2.260228141535258,2.2579416224317352
478,2.4616326113245637,2.4595014374779574
479,5.254416110159348,5.240011249522913
480,4.04966366462542,4.055766484465617
481,4.581548296026571,4.583925258940415
482,8.777018915577308,8.743043128151866
483,2.9782751689119764,2.974423369086547
484,3.200224100770264,3.194459210084285
485,4.3146000173276,4.313594185753721
486,2.3859493804171445,2.383137471966912
487,2.2601737567999534,2.2578854606533287
488,2.4614907369374053,2.4593565368765398
489,5.2550082357204175,5.240595760351629
490,4.049185463869314,4.055275858336508
491,4.582237974851092,4.584622078772549
492,8.775203338809744,8.741256454422837
493,2.977931034764379,2.9740795427419204
494,4.264766743857004,4.236751254688017
495,3.2003302830608784,3.1945592438052444
496,4.3147614698005805,4.313751935198269
497,2.385989442377953,2.383175121099491
498,2.260117830433476,2.257828458585111
499,2.4613469647145383,2.4592111637006338
500,5.255604262849713,5.241184506695518
501,4.048704591164905,4.054785489546527
502,4.582929893235268,4.585313198381169
503,8.77339982450066,8.739469347980995
504,2.9775850894322344,2.973736380065911
505,4.264847396286516,4.236838875483588
506,3.2004239505931062,3.1946613010700244
507,4.314916868596606,4.31391230509106
508,2.3860231070305042,2.383214764204068
509,2.260058428986438,2.257773259105813
510,2.461198362081944,2.4590684091551784
511,5.256198282804438,5.241771761532196
512,4.583612135370106,4.586000020647684
513,8.771594300079066,8.737669257975298
514,2.9772409408917366,2.9733925681374966
515,4.264941976506285,4.236927653524355
516,3.2005291986065894,3.1947673840468105
517,4.315077847940189,4.314070172390274
518,2.38606266522141,2.383255537608544
519,2.2600022389001877,2.257717818518218
520,2.461054200926574,2.4589247951201605
521,5.2567942023572565,5.242358372331979
522,4.0477309872482214,4.053812360696869
523,4.5843034835301495,4.586696183486705
524,8.769791058665584,8.735881448706884
525,2.976900539573949,2.973051160798761
526,4.265052858967825,4.237021430909691
527,3.200642158256602,3.194873994402148
528,4.315251165959582,4.314235406056232
529,2.386108076211484,2.3832975752507
530,2.2599510111196053,2.257664173772528
531,2.460917891563935,2.458784526603742
532,5.257393403708247,5.242948929542062
533,4.047266146506743,4.053332861912
534,4.584988308149359,4.587385696598004
535,8.767965177679962,8.734082684857643
536,2.9765541201606207,2.97270858671021
537,4.26514280116158,4.237109089130435
538,3.200743902221593,3.194976344690132
539,4.315405724028705,4.314396798567837
540,2.386146346099606,2.383337255020523
541,2.2598941386424634,2.2576090293149456
542,2.4607720712258376,2.458641943047584
543,5.257981756311674,5.243537522222971
544,4.5856748603828095,4.588073231130277
545,8.766151292712749,8.732284823059043
546,2.9762096430341582,2.9723662242600897
547,4.265242257915862,4.237200360010087
548,3.200852252529279,3.195082929924155
549,4.315566206650336,4.3145585799791775
550,2.3861883247135878,2.383378750175675
551,2.259839692177902,2.2575545607543304
552,2.460629940942669,2.4585000937211325
553,5.258572827857961,5.244126335369024
554,4.586364133257801,4.588766412104551
555,2.975870520955093,2.9720249795727733
556,4.265346701912427,4.237292542365275
557,3.2009603194715237,3.195188297321879
558,4.315741634756978,4.314723667663386
559,2.3862306041034183,2.38342016944732
560,2.2597867188199867,2.2575006670661537
561,2.4604918408650867,2.458359503526576
562,5.259178358173923,5.244717033150383
563,4.045831961203404,4.051884116752248
564,4.587047975942122,4.589454741700771
565,2.9755307471658448,2.971684863895002
566,4.265455768933093,4.237389648224265
567,3.201072737263537,3.195297032292169
568,4.3159155668858,4.31489210515414
569,2.386275305594903,2.383463521087392
570,2.259734962127084,2.2574480884686823
571,2.4603549068621313,2.4582209359789897
572,5.259779942529054,5.245309316816826
573,4.045366360560238,4.051408425466192
574,4.5877346485605095,4.590144153797357
575,8.760701278074736,8.726892568458766
576,2.9751852480879677,2.971342330467506
577,4.265549352893855,4.237480291822837
578,3.2011773258568734,3.195402675445452
579,4.3160722787689005,4.315053121377998
580,2.386315176656441,2.3835048921644693
581,2.2596791666058578,2.2573937991001483
582,2.4602106241129245,2.4580792230072293
583,5.260368948780661,5.245896243081128
584,4.58842238674972,4.590834535939194
585,8.75888616823235,8.725094267328835
586,2.9748466934238147,2.9710026567791394
587,4.265670644059221,4.237581699082914
588,3.201298062227716,3.1955151476817925
589,4.31625058312823,4.315222746061733
590,2.3863650562163627,2.383550246999
591,2.2596308626412394,2.2573423591421
592,2.4600784071893025,2.4579421157343626
593,5.260968695629479,5.246488099147502
594,4.044424901808494,4.050451514075186
595,4.589110048417214,4.591526416633266
596,8.757054887125609,8.723292757390356
597,2.974501551233144,2.9706596587581067
598,4.2657622314255335,4.23767139617564
599,3.2014020946955344,3.1956215766865053
600,4.316407439931137,4.315381816345126
601,2.3864041208581055,2.3835916058884523
602,2.2595743630875194,2.25728767958561
603,2.459933231472446,2.457799563931956
604,5.261559985491552,5.247074181369287
605,4.0439388603039985,4.049965446349772
606,4.589800283940205,4.592220244589862
607,8.755247787001146,8.721499607638888
608,2.974160331538379,2.970319960277941
609,4.265873300911369,4.237774057980132
610,3.201518298216678,3.195735575301468
611,4.316576804483561,4.3155510917340925
612,2.3864506101405047,2.38363772011006
613,2.259523121571796,2.257236598387613
614,2.45979610907317,2.457662784089129
615,5.2621557670728585,5.247665167607373
616,4.043470802921731,4.049492805875834
617,4.590491800873306,4.592913616431656
618,8.753428249392748,8.719698181257328
619,2.973818625856652,2.969980325635556
620,4.265975939403043,4.237876456239906
621,3.201627851921558,3.195849058398215
622,4.316743994486975,4.315720449970264
623,2.3864934675554688,2.383683713544525
624,2.2594698412673577,2.257185578917792
625,2.459656312612834,2.457526108134689
626,5.262752459072747,5.24825586183802
627,4.0429973875738225,4.049020189609617
628,4.591179321791765,4.593605670950394
629,8.751611675432741,8.717894703427746
630,2.9734769708763022,2.9696394055993323
631,4.2660860173457715,4.237970702888939
632,3.2017426399711875,3.195956862351905
633,4.316912084535551,4.315885416931591
634,2.386539692609085,2.383726466235179
635,2.259418732214079,2.257132488831111
636,2.459519224901079,2.457386361730763
637,5.263345599020259,5.248845086892578
638,4.042528330396978,4.048540664669809
639,4.5918671575759795,4.594295544308151
640,8.749784737103925,8.716094264830812
641,2.9731357314117774,2.969298578513483
642,4.266192417596567,4.238069901309503
643,3.2018564681561745,3.1960701037312638
644,4.31708018027114,4.316050564103965
645,2.3865843596864824,2.383771712256307
646,2.2593661593083008,2.257080428107188
647,2.4593802624941357,2.457247726356376
648,5.263943102515568,5.249433671704251
649,4.042056861645438,4.048063260501242
650,4.592560339920931,4.594991796999402
651,8.747973921840558,8.714297963530575
652,2.9727940019972796,2.968958232294002
653,4.26630060974763,4.238168829843623
654,3.201970152460408,3.196181862007191
655,4.317247524609027,4.316217104954801
656,2.3866299002900546,2.3838165984938104
657,2.2593146200670606,2.25702857853417
658,2.459242536872418,2.4571096175670446
659,5.264536246135076,5.250022736215093
660,4.041586347035007,4.047586960129833
661,4.593248025691023,4.595684148642343
662,8.746148533076626,8.712496516134891
663,2.9724539776063468,2.968616801108551
664,4.266405125263412,4.238258349303304
665,3.2020799974903107,3.196287323751646
666,4.317418922169032,4.3163795440632455
667,2.386673211293668,2.3838576465253745
668,2.2592621166825873,2.2569741954457774
669,2.459104286044549,2.4569679046569943
670,5.265136098074045,5.250611909735995
671,4.041116809928908,4.0471032037273975
672,4.593933216301921,4.596375398696152
673,2.9721092764681014,2.968275018380228
674,4.266499430928753,4.238349444864155
675,3.2021876463792673,3.19639657875863
676,4.317575825884081,4.316540440631683
677,2.386713924818797,2.38389988243566
678,2.2592063810734104,2.2569197755142287
679,2.458959877119014,2.45682574630287
680,5.2657267625117665,5.251200929086922
681,4.040631725603144,4.046618559383487
682,4.594627673664039,4.5970746662259145
683,2.9717673726460427,2.9679329184678527
684,4.266591939904335,4.238432790034274
685,3.2022909984162324,3.1964987219280308
686,4.317740258496153,4.316699911645705
687,2.3867527426384885,2.383938569187689
688,2.2591504663763198,2.256863627167883
689,2.4588164751125654,2.456681446010584
690,5.26632587890553,5.25179054329024
691,4.040151257741144,4.0461295305671126
692,4.595315330866175,4.597767483002471
693,2.971422090017371,2.967589308292626
694,4.266673782643728,4.238511342389067
695,3.2023906635690844,3.196599695950709
696,4.317893737680185,4.31685427020875
697,2.386788251433471,2.38397585401446
698,2.259091248711316,2.256805916560528
699,2.4586673894997277,2.45653443714269
700,5.266919960672739,5.252378129979423
701,4.03965752474565,4.04563427595932
702,4.596010075740413,4.598464973768644
703,8.738932764574285,8.705357305466103
704,2.97107947256234,2.967247035527683
705,4.266761870299191,4.238590147102093
706,3.20249191095998,3.19669891302921
707,4.318055320342298,4.317012434666923
708,2.3868255215644263,2.3840126814299087
709,2.2590340988941224,2.256748562693879
710,2.45852205353996,2.4563884953411166
711,5.267518530861753,5.252968690860041
712,4.039172789022017,4.045142058446896
713,4.596699180241409,4.599157632228138
714,8.737134255876212,8.703576766475866
715,2.97073614215522,2.96690278555153
716,4.266846028278067,4.238660341681131
717,3.2025901093266507,3.1967942282454467
718,4.318214594151189,4.317163864580041
719,2.386861279935995,2.3840465148581544
720,2.2589761106538733,2.2566886347452795
721,2.4583754292085525,2.456238423664989
722,5.268115520954292,5.253557181669374
723,4.038684775509319,4.044640664743132
724,4.597385801217231,4.599854046805388
725,8.73533411344678,8.701807917011989
726,2.9703888820227746,2.966557737014917
727,4.266922552401398,4.238731399254797
728,3.202689843982402,3.196891602068502
729,4.318361046531129,4.317312863305968
730,2.386895563959995,2.3840812062624988
731,2.258914994551517,2.256628831066413
732,2.458222855646153,2.4560880730172374
733,5.268706802181265,5.25414310321668
734,4.03818290699537,4.0441378319316295
735,4.5980892619775355,4.600553878451375
736,8.733561089311987,8.700040714610816
737,2.9700452104189536,2.966213967182578
738,4.2670078432684875,4.238804109314689
739,3.2027909219934627,3.1969889421343423
740,4.31851877781759,4.317465495214547
741,2.3869322550968572,2.3841161778935045
742,2.2588570040481093,2.256569627511493
743,2.458075864326023,2.455939004946481
744,5.2693031343438275,5.2547317602707855
745,4.037693893367318,4.043638442282737
746,4.598781808373195,4.601251262087764
747,8.731768069147218,8.698270929532473
748,2.969696465782949,2.9658710614752337
749,4.267055814284174,4.238870441269383
750,3.2028656035338643,3.197079574502021
751,4.3186592321251975,4.317620027608582
