MessageType,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos,ArrivalTimeNanosSinceGpsEpoch,RawPseudorangeMeters,RawPseudorangeUncertaintyMeters,SignalType,ReceivedSvTimeNanosSinceGpsEpoch,SvPositionXEcefMeters,SvPositionYEcefMeters,SvPositionZEcefMeters,SvElevationDegrees,SvAzimuthDegrees,SvVelocityXEcefMetersPerSecond,SvVelocityYEcefMetersPerSecond,SvVelocityZEcefMetersPerSecond,SvClockBiasMeters,SvClockDriftMetersPerSecond,IsrbMeters,IonosphericDelayMeters,TroposphericDelayMeters,WlsPositionXEcefMeters,WlsPositionYEcefMeters,WlsPositionZEcefMeters,Constellation,SvName,ArrivalTimeNanosSinceGpsEpoch1,GpsWeekNum,ReceivedSvTimeNanosSinceGpsEpoch1,RawPseudorangeMeters1,RawPseudorangeUncertaintyMeters1,UnixTime,Epoch,SvPositionXEcefMeters1,SvPositionYEcefMeters1,SvPositionZEcefMeters1,SvVelocityXEcefMetersPerSecond1,SvVelocityYEcefMetersPerSecond1,SvVelocityZEcefMetersPerSecond1,SvClockBiasMeters1,SvClockDriftMetersPerSecond1
Raw,1593045253440,1047930361000000,18,,-1276032541079953199,0.429,23.766435333527625,-24.65306150759034,15.465306011688623,403,10,0.0,16399,347671368543420,6,41.6,-384.0425109863281,0.0311000011861324,25,-62243.669827785714,0.000932438988831,1575420000,,,,0,,1,,,,,,,,,1.277080471440953e+18,21707898.72302814,1.7987547480000003,GPS_L1_CA,1.2770804713685435e+18,-22401556.559590053,-11771488.811963512,8544041.453992963,48.56867279747988,243.00352277580456,1087.5326667796876,45.274821694474525,2920.828985303532,-114240.9939184985,-0.0027470760978758,0.0,2.990251548085689,3.3304420392064684,-2692780.859573388,-4297232.898753325,3855231.0261780913,G,G10,1277080471440953175.962,2111,1277080471368543420,21707898.723028134596,1.798754748,2020-06-25 00:34:13.440000+00:00,1,-22401557.229020923,-11771488.621138992,8544039.958239092,1087.475608137382,45.32122445634552,2920.743708983127,-114233.03417283113,-0.003305998282713581
Raw,1593045253440,1047930361000000,18,,-1276032541079953199,0.429,23.766435333527625,-24.65306150759034,15.465306011688623,403,13,0.0,16399,347671360572092,46,23.8,408.0942993164063,0.9164999723434448,16,0.0,0.0,1575420000,,,,0,,1,,,,,,,,,1.277080471440953e+18,24097642.73767236,13.790453068,GPS_L1_CA,1.2770804713605722e+18,13603707.938040676,-8030779.413319936,21218620.983588085,14.889240775873462,42.68070300017856,458.1478345386405,2683.4717748540525,727.4377833514446,6344.272026585612,0.0005510460005098,0.0,4.2332827551283545,9.600783847155498,-2692780.859573388,-4297232.898753325,3855231.0261780913,G,G13,1277080471440953175.962,2111,1277080471360572092,24097642.737672358596,13.790453068,2020-06-25 00:34:13.440000+00:00,1,13603707.815885691,-8030779.82079128,21218620.907103688,458.11447316571605,2683.354267105804,727.4145776172268,6339.733905694403,0.0009543087826401152
Raw,1593045253440,1047930361000000,18,,-1276032541079953199,0.429,23.766435333527625,-24.65306150759034,15.465306011688623,403,15,0.0,16399,347671367736705,7,40.2,258.06231689453125,0.0299000013619661,25,56676.56603073292,0.0010085564157135,1575420000,,,,0,,1,,,,,,,,,1.277080471440953e+18,21949745.79578361,2.098547206,GPS_L1_CA,1.2770804713677368e+18,7425533.439096605,-17656104.923611175,17927741.059776723,37.348202667913526,64.23950017589416,1089.6728425688325,2112.4183326081866,1638.633799467446,-66543.90917552385,-0.0004581618995871,0.0,3.190004533653952,4.112318493479681,-2692780.859573388,-4297232.898753325,3855231.0261780913,G,G15,1277080471440953175.962,2111,1277080471367736705,21949745.795783604596,2.098547206,2020-06-25 00:34:13.440000+00:00,1,7425529.140692399,-17656109.92103485,17927737.89998135,1089.5828115739562,2112.317528132836,1638.5725697784715,-66547.59196523673,0.0007838965000254878
Raw,1593045253440,1047930361000000,18,,-1276032541079953199,0.429,23.766435333527625,-24.65306150759034,15.465306011688623,403,16,0.0,16399,347671363510604,9,38.6,133.42926025390625,0.0246000010520219,25,41666.100994032015,0.0013320557236479,1575420000,,,,0,,1,,,,,,,,,1.277080471440953e+18,23216699.002329867,2.6981321220000005,GPS_L1_CA,1.2770804713635105e+18,-22799415.895145684,1697667.1231841955,13672074.9081412,26.70688421569764,282.2604416152282,-1600.8887645214504,-728.4575614690322,-2495.6771121070046,-52349.7065982252,-0.0011072516062995,0.0,4.307349632982647,5.539738744412603,-2692780.859573388,-4297232.898753325,3855231.0261780913,G,G16,1277080471440953175.962,2111,1277080471363510604,23216699.002329862596,2.698132122,2020-06-25 00:34:13.440000+00:00,1,-22799414.52893033,1697668.7569759265,13672076.916332394,-1600.844342569771,-728.3957366188331,-2495.6122572346785,-52342.416716128406,-0.001397380717436348
Raw,1593045253440,1047930361000000,18,,-1276032541079953199,0.429,23.766435333527625,-24.65306150759034,15.465306011688623,403,18,0.0,16399,347671371933713,8,39.6,120.85888671875,0.0361000001430511,25,173741.72124363348,0.0011607913580907,1575420000,,,,0,,1,,,,,,,,,1.277080471440953e+18,20691514.451217946,2.3983396640000003,GPS_L1_CA,1.2770804713719337e+18,-2060323.7606540655,-17345397.34137943,19990138.08187633,61.939135864761525,49.8482274616357,1897.5526727667573,-1692.723920069261,-1274.9117538848443,68762.68907603467,0.0030138705624267,0.0,2.381526192285181,2.831021898943323,-2692780.859573388,-4297232.898753325,3855231.0261780913,G,G18,1277080471440953175.962,2111,1277080471371933713,20691514.451217940596,2.398339664,2020-06-25 00:34:13.440000+00:00,1,-2060323.323235386,-17345397.73087954,19990137.788610715,1897.449718749201,-1692.6639517446338,-1274.8703679989158,68753.71829266069,0.003067421087069291
Raw,1593045253440,1047930361000000,18,,-1276032541079953199,0.429,23.766435333527625,-24.65306150759034,15.465306011688623,403,20,0.0,16399,347671373704447,6,42.1,-60.69405364990234,0.0386000014841556,25,-444430.4334062071,0.000932438988831,1575420000,,,,0,,1,,,,,,,,,1.277080471440953e+18,20160661.75289377,1.7987547480000003,GPS_L1_CA,1.2770804713737044e+18,-13620111.25729576,-14625466.091632076,17521771.119487952,77.85224502374389,297.9977082310947,2248.218633997785,64.64246912849453,1771.100645287628,158129.25821198255,3.60988778993e-05,0.0,2.2605997988362403,2.5562408746692777,-2692780.859573388,-4297232.898753325,3855231.0261780913,G,G20,1277080471440953175.962,2111,1277080471373704447,20160661.752893768596,1.798754748,2020-06-25 00:34:13.440000+00:00,1,-13620110.01443782,-14625466.073520645,17521772.084062584,2248.103554908737,64.67469433610049,1771.038890905571,158123.12382292698,-3.4082456522925504e-05
Raw,1593045253440,1047930361000000,18,,-1276032541079953199,0.429,23.766435333527625,-24.65306150759034,15.465306011688623,403,21,0.0,16399,347671369207901,6,42.2,-210.2239532470703,0.0323000028729438,25,-297063.9303068123,0.0008372921387687,1575420000,,,,0,,1,,,,,,,,,1.277080471440953e+18,21508692.33074384,1.7987547480000003,GPS_L1_CA,1.2770804713692078e+18,-13217165.04147726,-8678797.423801005,22099848.963262297,59.17693789610584,323.2754931883755,1684.7066350233276,-2020.044664825621,250.60073798020727,4721.661270929694,0.0036028301083206,0.0,2.466203220092897,2.9089220149722417,-2692780.859573388,-4297232.898753325,3855231.0261780913,G,G21,1277080471440953175.962,2111,1277080471369207901,21508692.330743836596,1.798754748,2020-06-25 00:34:13.440000+00:00,1,-13217229.358145544,-8678714.613764886,22099842.00970212,1684.6272989914132,-2019.9442231534397,250.6044748221949,4721.051708171751,0.001397380717436348
Raw,1593045253440,1047930361000000,18,,-1276032541079953199,0.429,23.766435333527625,-24.65306150759034,15.465306011688623,403,26,0.0,16399,347671362293524,8,39.9,425.770751953125,0.0226000007241964,25,64388.10959694757,0.0011607913580907,1575420000,,,,0,,1,,,,,,,,,1.277080471440953e+18,23581570.407112505,2.3983396640000003,GPS_L1_CA,1.2770804713622935e+18,-26240108.91252857,-4534823.564498757,1656420.5145019218,21.720392686125184,244.4751899186051,-142.8195899060906,-345.51659671864473,-3120.038616056272,69414.5758180211,0.0025308251933893,0.0,5.21477031953404,6.713204369842644,-2692780.859573388,-4297232.898753325,3855231.0261780913,G,G26,1277080471440953175.962,2111,1277080471362293524,23581570.407112502596,2.398339664,2020-06-25 00:34:13.440000+00:00,1,-26240108.983316377,-4534823.19147787,1656420.4177562504,-142.82548957390708,-345.4455847824821,-3119.9405532464802,69413.33652306195,0.00207902984789186
Raw,1593045253440,1047930361000000,18,,-1276032541079953199,0.429,23.766435333527625,-24.65306150759034,15.465306011688623,403,29,0.0,16399,347671363764897,21,30.1,638.8854370117188,0.0312000010162591,21,695899.0338275125,0.0054423989019967,1575420000,,,,0,,1,,,,,,,,,1.277080471440953e+18,23140463.87880767,6.295641618000001,GPS_L1_CA,1.277080471363765e+18,-2898725.9018358914,-26132427.779731125,-3680365.7587983,26.203941225891764,146.56475968862952,292.0400529549027,410.34720533095503,-3186.074144431235,-40627.72047244656,-0.002630063376273,0.0,4.553098067244688,5.637333590434487,-2692780.859573388,-4297232.898753325,3855231.0261780913,G,G29,1277080471440953175.962,2111,1277080471363764897,23140463.878807668596,6.295641618,2020-06-25 00:34:13.440000+00:00,1,-2898725.945023369,-26132427.835622262,-3680365.3218168104,291.9811917429033,410.34182717009037,-3185.9888494146785,-40624.24649976258,-0.0025902666957327448
Raw,1593045253440,1047930361000000,18,,-1276032541079953199,0.429,23.766435333527625,-24.65306150759034,15.465306011688623,403,32,0.0,16399,347671356437467,24,28.4,-695.5223388671875,0.0573000013828277,21,-333435.59907430026,0.1902936689331115,1575420000,,,,0,,1,,,,,,,,,1.277080471440953e+18,25337172.129330613,7.195018992000001,GPS_L1_CA,1.2770804713564375e+18,-15504563.465538666,-15437875.476321883,-15075469.718832187,3.141472434796896,191.2208578139265,-334.16733677703434,-1906.502792779479,2268.4022511831563,91724.62927667065,0.0020468662696657,0.0,8.821302206179496,36.03536267251207,-2692780.859573388,-4297232.898753325,3855231.0261780913,G,G32,1277080471440953175.962,2111,1277080471356437467,25337172.129330608596,7.195018992,2020-06-25 00:34:13.440000+00:00,1,-15504563.570575535,-15437876.04901383,-15075469.032680316,-334.19310172580765,-1906.4038980299354,2268.328553666911,91723.370102603,0.0020108649348472086
Raw,1593045254440,1047931361000000,18,,-1276032541079953240,0.708,18.155287762056105,-33.2466483242441,9.604429086212646,403,10,0.0,16399,347672368544713,6,42.2,-380.3914184570313,0.0308000016957521,25,-62625.43427646192,0.0008372921387687,1575420000,,,,0,,1,,,,,,,,,1.2770804724409533e+18,21707511.091379944,1.7987547480000003,GPS_L1_CA,1.2770804723685448e+18,-22400468.84746044,-11771443.524565743,8546962.197358701,48.574959785128414,243.01154661639924,1087.888777351826,45.29984794611292,2920.650182904342,-114240.99666557384,-0.0027470674540381,0.0,2.9899003870562524,3.3301206587228447,-2692782.763580238,-4297236.193331842,3855230.916297267,G,G10,1277080472440953175.962,2111,1277080472368544713,21707511.091379940596,1.798754748,2020-06-25 00:34:14.440000+00:00,2,-22400469.51673692,-11771443.334038928,8546960.702201001,1087.8317084659911,45.346247699682465,2920.564911810219,-114233.03417283113,-0.003305998282713581
Raw,1593045254440,1047931361000000,18,,-1276032541079953240,0.708,18.155287762056105,-33.2466483242441,9.604429086212646,403,13,0.0,16399,347672360570740,35,25.4,411.6813659667969,0.7864999771118164,16,0.0,0.0,1575420000,,,,0,,1,,,,,,,,,1.2770804724409533e+18,24098048.05707558,10.49273603,GPS_L1_CA,1.2770804723605706e+18,13604166.17067666,-8028095.913501705,21219348.191945333,14.885124104445564,42.67530750629843,458.3186767539018,2683.535106258313,726.9808949543012,6344.272577639363,0.0005510629962373,0.0,4.233354545526742,9.603309044445783,-2692782.763580238,-4297236.193331842,3855230.916297267,G,G13,1277080472440953175.962,2111,1277080472360570740,24098048.057075574596,10.492736030,2020-06-25 00:34:14.440000+00:00,2,13604166.048472047,-8028096.321182423,21219348.11546973,458.2853161775045,2683.4175954176935,726.9577038516838,6339.733905694403,0.0009543087826401152
Raw,1593045254440,1047931361000000,18,,-1276032541079953240,0.708,18.155287762056105,-33.2466483242441,9.604429086212646,403,15,0.0,16399,347672367735843,7,40.3,261.7533264160156,0.0299000013619661,25,56936.929150294105,0.0010085564157135,1575420000,,,,0,,1,,,,,,,,,1.2770804724409533e+18,21950004.216882404,2.098547206,GPS_L1_CA,1.2770804723677358e+18,7426623.2028347775,-17653992.438663565,17929379.494271945,37.344735561087234,64.23106554895068,1089.8565127873972,2112.5551941103013,1638.2380096546713,-66543.90963367264,-0.0004581364628393,0.0,3.190095265514961,4.112642970538114,-2692782.763580238,-4297236.193331842,3855230.916297267,G,G15,1277080472440953175.962,2111,1277080472367735843,21950004.216882400596,2.098547206,2020-06-25 00:34:14.440000+00:00,2,7426618.9001270505,-17653997.441189434,17929376.33233715,1089.7664806334374,2112.4543811648537,1638.176795709705,-66547.59196523673,0.0007838965000254878
Raw,1593045254440,1047931361000000,18,,-1276032541079953240,0.708,18.155287762056105,-33.2466483242441,9.604429086212646,403,16,0.0,16399,347672363510138,9,38.9,137.1039581298828,0.0246000010520219,25,41801.81551792039,0.0013320557236479,1575420000,,,,0,,1,,,,,,,,,1.2770804724409533e+18,23216838.705615293,2.6981321220000005,GPS_L1_CA,1.27708047236351e+18,-22801016.65652609,1696938.7693102676,13669579.088033352,26.70571870264272,282.25211417190474,-1600.6354793361634,-728.2508693321464,-2495.965420683156,-52349.70770539611,-0.0011070912150898,0.0,4.307493747156887,5.5399607307219325,-2692782.763580238,-4297236.193331842,3855230.916297267,G,G16,1277080472440953175.962,2111,1277080472363510138,23216838.705615290596,2.698132122,2020-06-25 00:34:14.440000+00:00,2,-22801015.289367918,1696940.4046456032,13669581.098164663,-1600.591065561367,-728.1890468639973,-2495.900558191535,-52342.416716128406,-0.001397380717436348
Raw,1593045254440,1047931361000000,18,,-1276032541079953240,0.708,18.155287762056105,-33.2466483242441,9.604429086212646,403,18,0.0,16399,347672371933288,8,39.8,124.45580291748048,0.0361000001430511,25,173864.828434263,0.0011607913580907,1575420000,,,,0,,1,,,,,,,,,1.2770804724409533e+18,20691641.863012597,2.3983396640000003,GPS_L1_CA,1.2770804723719332e+18,-2058426.3157626512,-17347090.06430362,19988862.9577019,61.9358800387644,49.863370125945146,1897.338717895793,-1692.7233574307738,-1275.3376743399604,68762.69208990133,0.003013865352841,0.0,2.3815583973443646,2.831107419283514,-2692782.763580238,-4297236.193331842,3855230.916297267,G,G18,1277080472440953175.962,2111,1277080472371933288,20691641.863012590596,2.398339664,2020-06-25 00:34:14.440000+00:00,2,-2058425.8783932216,-17347090.453803428,19988862.664338365,1897.235766816199,-1692.663393613746,-1275.2962745889179,68753.71829266069,0.003067421087069291
Raw,1593045254440,1047931361000000,18,,-1276032541079953240,0.708,18.155287762056105,-33.2466483242441,9.604429086212646,403,20,0.0,16399,347672373704646,6,42.2,-57.03872680664063,0.0383000001311302,25,-444488.83917610336,0.0008372921387687,1575420000,,,,0,,1,,,,,,,,,1.2770804724409533e+18,20160602.09419463,1.7987547480000003,GPS_L1_CA,1.2770804723737047e+18,-13617862.925165469,-14625401.496756302,17523542.03447578,77.85402835463276,298.0352149571643,2248.444723601703,64.54725112776734,1770.7286191473286,158129.25824804368,3.60234407708e-05,0.0,2.26053824464576,2.556223813020783,-2692782.763580238,-4297236.193331842,3855230.916297267,G,G20,1277080472440953175.962,2111,1277080472373704646,20160602.094194626596,1.798754748,2020-06-25 00:34:14.440000+00:00,2,-13617861.682306767,-14625401.478659619,17523542.998782508,2248.329636784253,64.57947392561894,1770.6668776872311,158123.12382292698,-3.4082456522925504e-05
